gid	ReadCount	CPM	FPKM	Tissue	Genotype
Zm00001d014458	6	2.814692488	0.842470065	Kern	F7
Zm00001d014451	1	1.003319015	0.290985793	L3Tip	Ky226
Zm00001d014456	21	21.06969932	7.065626869	L3Tip	Ky226
Zm00001d014458	26	26.0862944	7.807930081	L3Tip	Ky226
Zm00001d014451	4	2.235304695	0.648290225	L3Base	Ky226
Zm00001d014456	8	4.47060939	1.49919832	L3Base	Ky226
Zm00001d014458	43	24.02952547	7.192315316	L3Base	Ky226
Zm00001d014451	4	2.665957355	0.773189488	L3Tip	K64
Zm00001d014456	10	6.664893389	2.235041378	L3Tip	K64
Zm00001d014458	141	93.97499678	28.12780508	L3Tip	K64
Zm00001d014451	0	0	0	Kern	K64
Zm00001d014456	7	3.098150316	1.038950475	Kern	K64
Zm00001d014458	12	5.311114827	1.589678188	Kern	K64
Zm00001d014451	6	2.357225196	0.683649999	GRoot	K64
Zm00001d014456	2	0.785741732	0.26349488	GRoot	K64
Zm00001d014458	14	5.500192124	1.646271213	GRoot	K64
Zm00001d014451	8	4.008766733	1.162635364	L3Base	K64
Zm00001d014456	7	3.507670892	1.176281319	L3Base	K64
Zm00001d014458	37	18.54054614	5.549400222	L3Base	K64
Zm00001d014451	11	3.420092133	0.991906071	GShoot	Ky226
Zm00001d014456	8	2.487339733	0.834117952	GShoot	Ky226
Zm00001d014458	27	8.394771599	2.512652379	GShoot	Ky226
Zm00001d014451	8	3.634089196	1.053970185	LMAN	B77
Zm00001d014456	59	26.80140782	8.987728981	LMAN	B77
Zm00001d014458	152	69.04769473	20.66677484	LMAN	B77
Zm00001d014451	5	2.710305471	0.786051471	GRoot	Ky226
Zm00001d014456	1	0.542061094	0.181777698	GRoot	Ky226
Zm00001d014458	11	5.962672036	1.784696808	GRoot	Ky226
Zm00001d014451	7	4.062270734	1.178152765	LMAD	Ky226
Zm00001d014456	55	31.91784148	10.7035015	LMAD	Ky226
Zm00001d014458	76	44.10465369	13.20103373	LMAD	Ky226
Zm00001d014451	0	0	0	Kern	EP1
Zm00001d014456	20	9.52006155	3.192508904	Kern	EP1
Zm00001d014458	5	2.380015388	0.712366174	Kern	EP1
Zm00001d014451	5	2.292938917	0.665005486	LMAN	F2834T
Zm00001d014456	28	12.84045794	4.305988577	LMAN	F2834T
Zm00001d014458	122	55.94770958	16.74579754	LMAN	F2834T
Zm00001d014451	11	4.467253104	1.295607049	GShoot	EP1
Zm00001d014456	5	2.030569593	0.680942184	GShoot	EP1
Zm00001d014458	50	20.30569593	6.077729999	GShoot	EP1
Zm00001d014451	14	4.546578361	1.318613214	L3Base	EP1
Zm00001d014456	7	2.27328918	0.762337083	L3Base	EP1
Zm00001d014458	74	24.03191419	7.193030288	L3Base	EP1
Zm00001d014451	2	1.666294499	0.483264066	L3Tip	EP1
Zm00001d014456	42	34.99218448	11.7344683	L3Tip	EP1
Zm00001d014458	19	15.82979774	4.738041826	L3Tip	EP1
Zm00001d014451	5	4.371268567	1.267769306	L3Tip	E2558W
Zm00001d014456	7	6.119775994	2.052238764	L3Tip	E2558W
Zm00001d014458	76	66.44328223	19.88724401	L3Tip	E2558W
Zm00001d014451	1	0.592320656	0.171786733	Kern	E2558W
Zm00001d014456	1	0.592320656	0.198632011	Kern	E2558W
Zm00001d014458	14	8.292489189	2.482038069	Kern	E2558W
Zm00001d014451	0	0	0	LMAD	EP1
Zm00001d014456	58	25.69343107	8.616174069	LMAD	EP1
Zm00001d014458	44	19.4915684	5.8340522	LMAD	EP1
Zm00001d014451	12	4.465186928	1.29500781	L3Base	B76
Zm00001d014456	4	1.488395643	0.499126641	L3Base	B76
Zm00001d014458	60	22.32593464	6.682410847	L3Base	B76
Zm00001d014451	10	5.619087732	1.629665815	GRoot	I137TN
Zm00001d014456	1	0.561908773	0.188433526	GRoot	I137TN
Zm00001d014458	9	5.057178959	1.513672241	GRoot	I137TN
Zm00001d014451	7	3.733962763	1.082935836	GShoot	I137TN
Zm00001d014456	3	1.600269755	0.53664311	GShoot	I137TN
Zm00001d014458	28	14.93585105	4.470473227	GShoot	I137TN
Zm00001d014451	6	2.195547077	0.636759593	L3Base	I137TN
Zm00001d014456	13	4.757018667	1.595244355	L3Base	I137TN
Zm00001d014458	65	23.78509334	7.119153947	L3Base	I137TN
Zm00001d014451	1	0.673799588	0.195417514	Kern	I137TN
Zm00001d014456	1	0.673799588	0.225955596	Kern	I137TN
Zm00001d014458	4	2.695198352	0.806704086	Kern	I137TN
Zm00001d014451	0	0	0	L3Tip	I137TN
Zm00001d014456	31	18.82556768	6.313067632	L3Tip	I137TN
Zm00001d014458	57	34.61475347	10.36059667	L3Tip	I137TN
Zm00001d014451	9	3.570667686	1.035576475	GShoot	I205
Zm00001d014456	5	1.98370427	0.665226113	GShoot	I205
Zm00001d014458	45	17.85333843	5.343710994	GShoot	I205
Zm00001d014451	1	0.730418989	0.211838454	LMAN	I205
Zm00001d014456	55	40.17304437	13.47184587	LMAN	I205
Zm00001d014458	115	83.99818369	25.14162936	LMAN	I205
Zm00001d014451	2	1.298939703	0.376722652	L3Tip	I205
Zm00001d014456	69	44.81341976	15.02797443	L3Tip	I205
Zm00001d014458	249	161.717993	48.40406856	L3Tip	I205
Zm00001d014451	10	2.963530348	0.85949256	GRoot	I205
Zm00001d014456	10	2.963530348	0.993806287	GRoot	I205
Zm00001d014458	41	12.15047443	3.636777739	GRoot	I205
Zm00001d014451	5	2.414983209	0.700401163	L3Base	CML69
Zm00001d014456	7	3.380976492	1.133794934	L3Base	CML69
Zm00001d014458	33	15.93888918	4.770694157	L3Base	CML69
Zm00001d014451	0	0	0	Kern	B105
Zm00001d014456	13	9.232858822	3.096196788	Kern	B105
Zm00001d014458	7	4.971539366	1.488039319	Kern	B105
Zm00001d014451	4	2.40088349	0.696311917	LMAN	B76
Zm00001d014456	16	9.603533959	3.220500992	LMAN	B76
Zm00001d014458	141	84.63114301	25.33108142	LMAN	B76
Zm00001d014451	3	1.20695396	0.350044652	LMAN	CML69
Zm00001d014456	17	6.839405771	2.293563303	LMAN	CML69
Zm00001d014458	109	43.85266053	13.12560926	LMAN	CML69
Zm00001d014451	6	2.585384233	0.749821413	GRoot	CML69
Zm00001d014456	1	0.430897372	0.144499454	GRoot	CML69
Zm00001d014458	15	6.463460583	1.934588621	GRoot	CML69
Zm00001d014451	8	3.069150199	0.890124768	GShoot	CML69
Zm00001d014456	6	2.301862649	0.771919064	GShoot	CML69
Zm00001d014458	65	24.93684537	7.463886671	GShoot	CML69
Zm00001d014451	0	0	0	LMAN	CML77
Zm00001d014456	23	9.204262198	3.086607042	LMAN	CML77
Zm00001d014458	87	34.81612223	10.42086867	LMAN	CML77
Zm00001d014451	2	1.129834845	0.327678319	Kern	CML69
Zm00001d014456	1	0.564917423	0.189442462	Kern	CML69
Zm00001d014458	14	7.908843915	2.367208595	Kern	CML69
Zm00001d014451	1	1.057872583	0.306807594	L3Tip	CML69
Zm00001d014456	15	15.86808875	5.321290659	L3Tip	CML69
Zm00001d014458	84	88.86129698	26.5972155	L3Tip	CML69
Zm00001d014451	8	2.345464462	0.680239113	GShoot	CML77
Zm00001d014456	6	1.759098346	0.589905549	GShoot	CML77
Zm00001d014458	64	18.76371569	5.616197454	GShoot	CML77
Zm00001d014451	1	0.601205023	0.174363406	LMAD	CML77
Zm00001d014456	41	24.64940594	8.266065036	LMAD	CML77
Zm00001d014458	92	55.3108621	16.55518171	LMAD	CML77
Zm00001d014451	1	0.934793801	0.271111891	L3Tip	H49
Zm00001d014456	23	21.50025743	7.210012553	L3Tip	H49
Zm00001d014458	11	10.28273182	3.077740741	L3Tip	H49
Zm00001d014451	0	0	0	Kern	H49
Zm00001d014456	11	5.59308146	1.875614172	Kern	H49
Zm00001d014458	3	1.525385853	0.456565655	Kern	H49
Zm00001d014451	13	2.353408124	0.68254296	GShoot	B76
Zm00001d014456	15	2.715470913	0.910620695	GShoot	B76
Zm00001d014458	69	12.4911662	3.738750733	GShoot	B76
Zm00001d014451	3	2.391958693	0.693723519	LMAN	H84
Zm00001d014456	14	11.1624739	3.74328434	LMAN	H84
Zm00001d014458	80	63.78556516	19.0917585	LMAN	H84
Zm00001d014451	11	4.486348636	1.301145196	GShoot	H84
Zm00001d014456	5	2.03924938	0.683852911	GShoot	H84
Zm00001d014458	35	14.27474566	4.272596726	GShoot	H84
Zm00001d014451	7	6.876458451	1.994332497	LMAN	H49
Zm00001d014456	23	22.59407777	7.576820177	LMAN	H49
Zm00001d014458	78	76.62339416	22.93426943	LMAN	H49
Zm00001d014451	2	0.802003235	0.232599546	GShoot	H49
Zm00001d014456	3	1.203004853	0.403422151	GShoot	H49
Zm00001d014458	39	15.63906309	4.680952735	GShoot	H49
Zm00001d014451	3	1.061461237	0.307848387	GRoot	H49
Zm00001d014456	1	0.353820412	0.11865205	GRoot	H49
Zm00001d014458	15	5.307306187	1.588538218	GRoot	H49
Zm00001d014451	11	3.270996789	0.948664962	L3Base	H49
Zm00001d014456	4	1.189453378	0.398877726	L3Base	H49
Zm00001d014458	64	19.03125405	5.696274782	L3Base	H49
Zm00001d014451	1	0.411621687	0.11937984	GRoot	H84
Zm00001d014456	4	1.646486748	0.552141767	GRoot	H84
Zm00001d014458	13	5.351081931	1.601640805	GRoot	H84
Zm00001d014451	0	0	0	L3Tip	H84
Zm00001d014456	11	7.673878478	2.573399892	L3Tip	H84
Zm00001d014458	78	54.41477466	16.28697236	L3Tip	H84
Zm00001d014451	8	3.901835343	1.131622779	GShoot	H95
Zm00001d014456	2	0.975458836	0.327115639	GShoot	H95
Zm00001d014458	31	15.11961195	4.525474994	GShoot	H95
Zm00001d014451	0	0	0	Kern	Ci7Goodman-Buckler
Zm00001d014456	7	3.442160402	1.154312677	Kern	Ci7Goodman-Buckler
Zm00001d014458	17	8.359532404	2.50210488	Kern	Ci7Goodman-Buckler
Zm00001d014451	1	0.433917421	0.12584612	Kern	B75
Zm00001d014456	5	2.169587106	0.727561069	Kern	B75
Zm00001d014458	4	1.735669685	0.519506042	Kern	B75
Zm00001d014451	0	0	0	LMAD	Ci90CGoodman-Buckler
Zm00001d014456	103	58.42341011	19.59202217	LMAD	Ci90CGoodman-Buckler
Zm00001d014458	110	62.39393313	18.67522692	LMAD	Ci90CGoodman-Buckler
Zm00001d014451	10	4.990941374	1.447488798	L3Base	IDS28
Zm00001d014456	5	2.495470687	0.83684463	L3Base	IDS28
Zm00001d014458	43	21.46104791	6.42354023	L3Base	IDS28
Zm00001d014451	14	4.157966018	1.205906618	GShoot	Ci90CGoodman-Buckler
Zm00001d014456	21	6.236949027	2.091532202	GShoot	Ci90CGoodman-Buckler
Zm00001d014458	47	13.95888592	4.178056246	GShoot	Ci90CGoodman-Buckler
Zm00001d014451	10	3.744081801	1.085870592	GRoot	Ci90CGoodman-Buckler
Zm00001d014456	5	1.872040901	0.627780315	GRoot	Ci90CGoodman-Buckler
Zm00001d014458	20	7.488163602	2.241294104	GRoot	Ci90CGoodman-Buckler
Zm00001d014451	0	0	0	L3Tip	Ci90CGoodman-Buckler
Zm00001d014456	53	50.74322096	17.01650602	L3Tip	Ci90CGoodman-Buckler
Zm00001d014458	75	71.80644475	21.49250067	L3Tip	Ci90CGoodman-Buckler
Zm00001d014451	5	2.334359148	0.677018315	L3Base	Ci90CGoodman-Buckler
Zm00001d014456	14	6.536205616	2.191886524	L3Base	Ci90CGoodman-Buckler
Zm00001d014458	43	20.07548868	6.008826302	L3Base	Ci90CGoodman-Buckler
Zm00001d014451	0	0	0	Kern	Ci90CGoodman-Buckler
Zm00001d014456	22	10.28942671	3.450511975	Kern	Ci90CGoodman-Buckler
Zm00001d014458	6	2.806207284	0.839930345	Kern	Ci90CGoodman-Buckler
Zm00001d014451	0	0	0	L3Tip	IA2132
Zm00001d014456	25	32.46271055	10.88622084	L3Tip	IA2132
Zm00001d014458	44	57.13437057	17.10097892	L3Tip	IA2132
Zm00001d014451	5	2.383265621	0.691202326	GRoot	IA2132
Zm00001d014456	15	7.149796864	2.39765153	GRoot	IA2132
Zm00001d014458	20	9.533062485	2.853356027	GRoot	IA2132
Zm00001d014451	3	1.20689434	0.350027361	GShoot	IA2132
Zm00001d014456	11	4.425279247	1.483997065	GShoot	IA2132
Zm00001d014458	53	21.32180001	6.38186172	GShoot	IA2132
Zm00001d014451	6	2.594655949	0.752510426	LMAD	B76
Zm00001d014456	74	32.0007567	10.73130674	LMAD	B76
Zm00001d014458	200	86.48853163	25.88701935	LMAD	B76
Zm00001d014451	1	0.636570332	0.184620166	LMAN	IA2132
Zm00001d014456	51	32.46508693	10.88701775	LMAN	IA2132
Zm00001d014458	92	58.56447054	17.52902441	LMAN	IA2132
Zm00001d014451	8	3.82272455	1.108678814	GShoot	IDS28
Zm00001d014456	9	4.300565119	1.442174755	GShoot	IDS28
Zm00001d014458	25	11.94601422	3.575580431	GShoot	IDS28
Zm00001d014451	5	3.084871673	0.89468436	LMAN	IDS28
Zm00001d014456	34	20.97712737	7.034583291	LMAN	IDS28
Zm00001d014458	102	62.93138212	18.83609163	LMAN	IDS28
Zm00001d014451	6	3.987582704	1.156491504	L3Base	IA2132
Zm00001d014456	7	4.652179822	1.56008713	L3Base	IA2132
Zm00001d014458	24	15.95033082	4.774118772	L3Base	IA2132
Zm00001d014451	3	0.95435028	0.276783724	GRoot	CML258
Zm00001d014456	13	4.135517878	1.386826921	GRoot	CML258
Zm00001d014458	32	10.17973631	3.046912995	GRoot	CML258
Zm00001d014451	3	2.990725745	0.867379856	L3Base	CML258
Zm00001d014456	12	11.96290298	4.011704554	L3Base	CML258
Zm00001d014458	26	25.91962312	7.758043437	L3Base	CML258
Zm00001d014451	0	0	0	L3Base	CML254
Zm00001d014456	2	0.818735253	0.274559106	L3Base	CML254
Zm00001d014458	49	20.0590137	6.003895153	L3Base	CML254
Zm00001d014451	3	1.580679679	0.458433782	GShoot	CML258
Zm00001d014456	8	4.215145811	1.413529782	GShoot	CML258
Zm00001d014458	41	21.60262228	6.46591508	GShoot	CML258
Zm00001d014451	0	0	0	L3Tip	CML254
Zm00001d014456	33	31.45328332	10.54771406	L3Tip	CML254
Zm00001d014458	32	30.50015352	9.129049243	L3Tip	CML254
Zm00001d014451	0	0	0	L3Tip	CML247
Zm00001d014456	111	88.00037826	29.51052256	L3Tip	CML247
Zm00001d014458	36	28.54066322	8.542551099	L3Tip	CML247
Zm00001d014451	0	0	0	L3Tip	B75
Zm00001d014456	4	5.331804644	1.787996192	L3Tip	B75
Zm00001d014458	35	46.65329064	13.96387029	L3Tip	B75
Zm00001d014451	6	3.497147935	1.014254042	GShoot	CML254
Zm00001d014456	2	1.165715978	0.390917498	GShoot	CML254
Zm00001d014458	33	19.23431364	5.757052872	GShoot	CML254
Zm00001d014451	22	6.02302963	1.746818338	L3Base	CML247
Zm00001d014456	16	4.380385186	1.468942048	L3Base	CML247
Zm00001d014458	61	16.70021852	4.998568848	L3Base	CML247
Zm00001d014451	5	3.065650194	0.889109685	GShoot	K148
Zm00001d014456	6	3.678780232	1.23366205	GShoot	K148
Zm00001d014458	35	21.45955136	6.423092295	GShoot	K148
Zm00001d014451	1	0.886855261	0.257208603	LMAD	K148
Zm00001d014456	59	52.32446043	17.54676741	LMAD	K148
Zm00001d014458	46	40.79534203	12.21051842	LMAD	K148
Zm00001d014451	1	0.819094416	0.237556385	L3Tip	K148
Zm00001d014456	66	54.06023147	18.12885026	L3Tip	K148
Zm00001d014458	127	104.0249909	31.13588472	L3Tip	K148
Zm00001d014451	13	3.370747882	0.977595093	GRoot	K148
Zm00001d014456	10	2.592882986	0.869511397	GRoot	K148
Zm00001d014458	32	8.297225556	2.483455719	GRoot	K148
Zm00001d014451	0	0	0	Kern	Il14H
Zm00001d014456	8	1.746406743	0.585649478	Kern	Il14H
Zm00001d014458	18	3.929415171	1.176119477	Kern	Il14H
Zm00001d014451	0	0	0	L3Base	Il14H
Zm00001d014456	9	4.637238934	1.555076772	L3Base	Il14H
Zm00001d014458	44	22.6709459	6.785676713	L3Base	Il14H
Zm00001d014451	3	1.426098713	0.413601715	LMAN	K148
Zm00001d014456	50	23.76831189	7.970594196	LMAN	K148
Zm00001d014458	203	96.49934628	28.88337213	LMAN	K148
Zm00001d014451	0	0	0	Kern	K148
Zm00001d014456	13	7.321935487	2.455377427	Kern	K148
Zm00001d014458	16	9.011612907	2.697280128	Kern	K148
Zm00001d014451	21	6.214785976	1.802432128	GShoot	B68
Zm00001d014456	3	0.887826568	0.297728561	GShoot	B68
Zm00001d014458	35	10.35797663	3.100262385	GShoot	B68
Zm00001d014451	6	2.432934883	0.705607565	L3Base	K148
Zm00001d014456	15	6.082337207	2.039683839	L3Base	K148
Zm00001d014458	81	32.84462092	9.830775492	L3Base	K148
Zm00001d014451	3	1.878875205	0.544917403	LMAD	CML333
Zm00001d014456	102	63.88175696	21.42245371	LMAD	CML333
Zm00001d014458	109	68.26579911	20.43274442	LMAD	CML333
Zm00001d014451	1	0.791390404	0.229521579	L3Tip	CML332
Zm00001d014456	26	20.57615052	6.900117544	L3Tip	CML332
Zm00001d014458	46	36.40395861	10.89612649	L3Tip	CML332
Zm00001d014451	7	3.818829598	1.107549187	L3Base	CML332
Zm00001d014456	4	2.182188341	0.731786835	L3Base	CML332
Zm00001d014458	31	16.91195965	5.061945419	L3Base	CML332
Zm00001d014451	7	2.488249296	0.721650028	GShoot	CML332
Zm00001d014456	5	1.777320926	0.596016407	GShoot	CML332
Zm00001d014458	39	13.86310322	4.149387375	GShoot	CML332
Zm00001d014451	5	1.533592662	0.444777454	L3Base	CML331
Zm00001d014456	15	4.600777987	1.542849761	L3Base	CML331
Zm00001d014458	85	26.07107526	7.803374815	L3Base	CML331
Zm00001d014451	0	0	0	L3Tip	CML331
Zm00001d014456	63	46.27734001	15.51889336	L3Tip	CML331
Zm00001d014458	57	41.8699743	12.5321683	L3Tip	CML331
Zm00001d014451	7	3.450589604	1.000751045	GShoot	CML333
Zm00001d014456	8	3.943530976	1.322444995	GShoot	CML333
Zm00001d014458	31	15.28118253	4.573834939	GShoot	CML333
Zm00001d014451	2	0.970172309	0.281372479	LMAN	CML333
Zm00001d014456	50	24.25430772	8.133570663	LMAN	CML333
Zm00001d014458	72	34.92620311	10.45381715	LMAN	CML333
Zm00001d014451	0	0	0	LMAN	Ci90CGoodman-Buckler
Zm00001d014456	54	27.23308159	9.132488797	LMAN	Ci90CGoodman-Buckler
Zm00001d014458	91	45.89278565	13.73624234	LMAN	Ci90CGoodman-Buckler
Zm00001d014451	8	4.097066002	1.1882442	GShoot	CM37
Zm00001d014456	4	2.048533001	0.68696613	GShoot	CM37
Zm00001d014458	37	18.94893026	5.671634318	GShoot	CM37
Zm00001d014451	5	1.2936307	0.375182918	GRoot	IDS28
Zm00001d014456	3	0.77617842	0.260287867	GRoot	IDS28
Zm00001d014458	15	3.880892101	1.16159596	GRoot	IDS28
Zm00001d014451	0	0	0	LMAD	Ci91BGoodman-Buckler
Zm00001d014456	33	28.83727798	9.670448685	LMAD	Ci91BGoodman-Buckler
Zm00001d014458	75	65.53926813	19.61666212	LMAD	Ci91BGoodman-Buckler
Zm00001d014451	1	0.382941209	0.111061836	LMAN	Ci91BGoodman-Buckler
Zm00001d014456	29	11.10529506	3.724109678	LMAN	Ci91BGoodman-Buckler
Zm00001d014458	83	31.78412034	9.513355385	LMAN	Ci91BGoodman-Buckler
Zm00001d014451	2	0.936044343	0.271474577	LMAN	GA209
Zm00001d014456	38	17.78484252	5.964065231	LMAN	GA209
Zm00001d014458	80	37.44177372	11.20675658	LMAN	GA209
Zm00001d014451	1	0.657162846	0.190592473	LMAD	GA209
Zm00001d014456	96	63.0876332	21.15614796	LMAD	GA209
Zm00001d014458	63	41.40125929	12.39187647	LMAD	GA209
Zm00001d014451	10	3.656992744	1.060612745	GRoot	GA209
Zm00001d014456	6	2.194195647	0.735813429	GRoot	GA209
Zm00001d014458	25	9.142481861	2.736450722	GRoot	GA209
Zm00001d014451	12	6.093202751	1.767170171	GShoot	GA209
Zm00001d014456	3	1.523300688	0.510831887	GShoot	GA209
Zm00001d014458	33	16.75630756	5.015356948	GShoot	GA209
Zm00001d014451	10	4.315745754	1.251666402	L3Base	GA209
Zm00001d014456	6	2.589447452	0.868359307	L3Base	GA209
Zm00001d014458	37	15.96825929	4.779484972	L3Base	GA209
Zm00001d014451	3	2.066527853	0.599341025	L3Tip	GA209
Zm00001d014456	78	53.72972417	18.01801616	L3Tip	GA209
Zm00001d014458	76	52.35203894	15.66957167	L3Tip	GA209
Zm00001d014451	1	0.574806299	0.166707163	LMAD	GT112
Zm00001d014456	108	62.07908026	20.81793436	LMAD	GT112
Zm00001d014458	95	54.60659838	16.34438742	LMAD	GT112
Zm00001d014451	9	6.164007447	1.787705176	GRoot	CM37
Zm00001d014456	1	0.684889716	0.22967462	GRoot	CM37
Zm00001d014458	10	6.848897164	2.049954254	GRoot	CM37
Zm00001d014451	1	0.377228477	0.109405011	Kern	GA209
Zm00001d014456	12	4.526741726	1.518022041	Kern	GA209
Zm00001d014458	10	3.772284772	1.129088528	Kern	GA209
Zm00001d014451	2	1.014086515	0.294108618	GShoot	GT112
Zm00001d014456	10	5.070432576	1.70034627	GShoot	GT112
Zm00001d014458	40	20.2817303	6.07055681	GShoot	GT112
Zm00001d014451	2	0.760001792	0.220418153	LMAN	GT112
Zm00001d014456	112	42.56010034	14.27233412	LMAN	GT112
Zm00001d014458	59	22.42005286	6.71058152	LMAN	GT112
Zm00001d014451	23	5.684761984	1.648712872	GRoot	Hi27Goodman-Buckler
Zm00001d014456	6	1.482981387	0.497310995	GRoot	Hi27Goodman-Buckler
Zm00001d014458	21	5.190434855	1.553557275	GRoot	Hi27Goodman-Buckler
Zm00001d014451	5	2.102044556	0.609641692	L3Tip	Hi27Goodman-Buckler
Zm00001d014456	75	31.53066833	10.57366477	L3Tip	Hi27Goodman-Buckler
Zm00001d014458	51	21.44085447	6.417496099	L3Tip	Hi27Goodman-Buckler
Zm00001d014451	13	4.140391619	1.200809634	L3Base	Hi27Goodman-Buckler
Zm00001d014456	12	3.821899956	1.281656592	L3Base	Hi27Goodman-Buckler
Zm00001d014458	27	8.599274901	2.573862586	L3Base	Hi27Goodman-Buckler
Zm00001d014451	2	1.05033772	0.304622309	Kern	Hi27Goodman-Buckler
Zm00001d014456	8	4.20135088	1.408903715	Kern	Hi27Goodman-Buckler
Zm00001d014458	9	4.726519739	1.414702107	Kern	Hi27Goodman-Buckler
Zm00001d014451	0	0	0	L3Tip	CO106
Zm00001d014456	9	12.47717414	4.184163023	L3Tip	CO106
Zm00001d014458	49	67.93128141	20.3326194	L3Tip	CO106
Zm00001d014451	1	0.381422979	0.110621514	Kern	CO106
Zm00001d014456	25	9.535574483	3.197711094	Kern	CO106
Zm00001d014458	11	4.195652773	1.255807475	Kern	CO106
Zm00001d014451	1	0.431755346	0.125219068	Kern	CMV3
Zm00001d014456	41	17.70196919	5.936274042	Kern	CMV3
Zm00001d014458	6	2.590532077	0.775376258	Kern	CMV3
Zm00001d014451	3	1.639056198	0.475364326	LMAN	CM105
Zm00001d014456	34	18.57597024	6.229366277	LMAN	CM105
Zm00001d014458	155	84.6845702	25.34707279	LMAN	CM105
Zm00001d014451	2	1.140834447	0.330868459	LMAD	CO106
Zm00001d014456	36	20.53502004	6.886324628	LMAD	CO106
Zm00001d014458	83	47.34462954	14.17079603	LMAD	CO106
Zm00001d014451	5	1.60236546	0.464723161	GRoot	CMV3
Zm00001d014456	16	5.127569472	1.719506865	GRoot	CMV3
Zm00001d014458	41	13.13939677	3.932773653	GRoot	CMV3
Zm00001d014451	0	0	0	L3Tip	CMV3
Zm00001d014456	60	43.15039158	14.47028557	L3Tip	CMV3
Zm00001d014458	77	55.37633586	16.57477877	L3Tip	CMV3
Zm00001d014451	2	1.360243481	0.39450217	GRoot	CO106
Zm00001d014456	0	0	0	GRoot	CO106
Zm00001d014458	8	5.440973926	1.628546521	GRoot	CO106
Zm00001d014451	6	3.398210981	0.985560029	L3Base	CO106
Zm00001d014456	0	0	0	L3Base	CO106
Zm00001d014458	28	15.85831791	4.746578244	L3Base	CO106
Zm00001d014451	6	5.523144444	1.601840036	LMAN	CO106
Zm00001d014456	10	9.20524074	3.086935191	LMAN	CO106
Zm00001d014458	69	63.5161611	19.01112275	LMAN	CO106
Zm00001d014451	6	2.314918557	0.671380092	GShoot	CO106
Zm00001d014456	10	3.858197594	1.293828838	GShoot	CO106
Zm00001d014458	36	13.88951134	4.157291631	GShoot	CO106
Zm00001d014451	3	1.358357399	0.393955162	GShoot	CML264
Zm00001d014456	5	2.263928999	0.759198189	GShoot	CML264
Zm00001d014458	17	7.697358595	2.303908589	GShoot	CML264
Zm00001d014451	0	0	0	L3Tip	CML261
Zm00001d014456	86	52.92703705	17.74883872	L3Tip	CML261
Zm00001d014458	100	61.54306634	18.42055263	L3Tip	CML261
Zm00001d014451	6	2.163690537	0.627520457	L3Base	CML261
Zm00001d014456	10	3.606150895	1.209306135	L3Base	CML261
Zm00001d014458	64	23.07936573	6.907921499	L3Base	CML261
Zm00001d014451	6	2.905984644	0.842802971	GShoot	CM105
Zm00001d014456	2	0.968661548	0.3248362	GShoot	CM105
Zm00001d014458	25	12.10826935	3.624145271	GShoot	CM105
Zm00001d014451	2	2.295111064	0.665635459	LMAN	CML261
Zm00001d014456	32	36.72177702	12.31447921	LMAN	CML261
Zm00001d014458	37	42.45955468	12.70863654	LMAN	CML261
Zm00001d014451	9	4.129050164	1.197520349	LMAD	CML261
Zm00001d014456	156	71.57020285	24.00073872	LMAD	CML261
Zm00001d014458	167	76.61681972	22.93230162	LMAD	CML261
Zm00001d014451	3	4.185220389	1.213811018	L3Tip	CML258
Zm00001d014456	20	27.90146926	9.356629532	L3Tip	CML258
Zm00001d014458	13	18.13595502	5.428301413	L3Tip	CML258
Zm00001d014451	10	3.795012484	1.100641672	LMAD	CML277
Zm00001d014456	76	28.84209488	9.67206401	LMAD	CML277
Zm00001d014458	109	41.36563607	12.38121403	LMAD	CML277
Zm00001d014451	3	1.639935246	0.475619271	GRoot	CML264
Zm00001d014456	1	0.546645082	0.183314917	GRoot	CML264
Zm00001d014458	9	4.919805739	1.472554846	GRoot	CML264
Zm00001d014451	1	0.669760916	0.194246205	LMAN	CML154Q
Zm00001d014456	24	16.07426198	5.390429906	LMAN	CML154Q
Zm00001d014458	72	48.22278594	14.43363841	LMAN	CML154Q
Zm00001d014451	8	2.860405338	0.829583915	GShoot	CML154Q
Zm00001d014456	4	1.430202669	0.479611894	GShoot	CML154Q
Zm00001d014458	49	17.5199827	5.243933761	GShoot	CML154Q
Zm00001d014451	9	5.854244383	1.6978667	L3Base	CML14
Zm00001d014456	5	3.252357991	1.09066331	L3Base	CML14
Zm00001d014458	43	27.97027872	8.371828411	L3Base	CML14
Zm00001d014451	4	2.533599329	0.73480259	LMAD	CML154Q
Zm00001d014456	41	25.96939312	8.708716673	LMAD	CML154Q
Zm00001d014458	66	41.80438893	12.51253784	LMAD	CML154Q
Zm00001d014451	18	5.408576383	1.56861264	L3Base	CML154Q
Zm00001d014456	10	3.004764657	1.007634023	L3Base	CML154Q
Zm00001d014458	53	15.92525268	4.766612596	L3Base	CML154Q
Zm00001d014451	1	1.006942566	0.292036707	L3Tip	B105
Zm00001d014456	53	53.367956	17.89669886	L3Tip	B105
Zm00001d014458	52	52.36101344	15.67225784	L3Tip	B105
Zm00001d014451	10	4.959586124	1.438395048	L3Base	CM105
Zm00001d014456	3	1.487875837	0.498952326	L3Base	CM105
Zm00001d014458	40	19.8383445	5.937846303	L3Base	CM105
Zm00001d014451	0	0	0	Kern	CML154Q
Zm00001d014456	2	1.283258132	0.430334719	Kern	CML154Q
