gid	ReadCount	CPM	FPKM	Tissue	Genotype
Zm00001d014446	0	0	0	Kern	IDS69
Zm00001d014447	0	0	0	Kern	IDS69
Zm00001d014449	54	22.4273583	13.10009247	Kern	IDS69
Zm00001d014451	0	0	0	Kern	IDS69
Zm00001d014455	1	0.41532145	0.333859687	Kern	IDS69
Zm00001d014456	4	1.6612858	0.557104561	Kern	IDS69
Zm00001d014458	11	4.568535951	1.367415729	Kern	IDS69
Zm00001d014459	0	0	0	Kern	IDS69
Zm00001d014460	5	2.07660725	0.966313285	Kern	IDS69
Zm00001d014461	0	0	0	Kern	IDS69
Zm00001d014462	7	2.90725015	3.584772072	Kern	IDS69
Zm00001d014463	19	7.891107551	7.465570058	Kern	IDS69
Zm00001d014464	0	0	0	Kern	IDS69
Zm00001d014442	83	53.20190955	20.36826553	LMAN	IDS91
Zm00001d014443	0	0	0	LMAN	IDS91
Zm00001d014444	6	3.845921173	4.360454844	LMAN	IDS91
Zm00001d014445	108	69.22658111	61.4255378	LMAN	IDS91
Zm00001d014446	2	1.281973724	0.86038505	LMAN	IDS91
Zm00001d014447	2	1.281973724	0.656412557	LMAN	IDS91
Zm00001d014449	60	38.45921173	22.46449283	LMAN	IDS91
Zm00001d014451	6	3.845921173	1.115406373	LMAN	IDS91
Zm00001d014455	3	1.922960586	1.545788253	LMAN	IDS91
Zm00001d014456	76	48.71500152	16.33635195	LMAN	IDS91
Zm00001d014458	85	54.48388328	16.30765737	LMAN	IDS91
Zm00001d014459	1	0.640986862	0.426471631	LMAN	IDS91
Zm00001d014460	1	0.640986862	0.298272155	LMAN	IDS91
Zm00001d014461	0	0	0	LMAN	IDS91
Zm00001d014462	1	0.640986862	0.790366044	LMAN	IDS91
Zm00001d014463	152	97.43000304	92.1759726	LMAN	IDS91
Zm00001d014464	0	0	0	LMAN	IDS91
Zm00001d014442	50	21.14359337	8.094790722	GShoot	IDS91
Zm00001d014443	2	0.845743735	0.391366837	GShoot	IDS91
Zm00001d014444	8	3.382974939	3.835572493	GShoot	IDS91
Zm00001d014445	22	9.303181082	8.254819061	GShoot	IDS91
Zm00001d014446	1	0.422871867	0.283806622	GShoot	IDS91
Zm00001d014447	0	0	0	GShoot	IDS91
Zm00001d014449	90	38.05846806	22.23041359	GShoot	IDS91
Zm00001d014451	9	3.805846806	1.103783876	GShoot	IDS91
Zm00001d014455	18	7.611693612	6.118724769	GShoot	IDS91
Zm00001d014456	3	1.268615602	0.425424414	GShoot	IDS91
Zm00001d014458	53	22.41220897	6.708233753	GShoot	IDS91
Zm00001d014459	15	6.34307801	4.220278117	GShoot	IDS91
Zm00001d014460	4	1.691487469	0.787104453	GShoot	IDS91
Zm00001d014461	0	0	0	GShoot	IDS91
Zm00001d014462	23	9.726052949	11.99266701	GShoot	IDS91
Zm00001d014463	7	2.960103071	2.800475943	GShoot	IDS91
Zm00001d014464	0	0	0	GShoot	IDS91
Zm00001d014442	60	20.87989257	7.993833297	GRoot	IDS91
Zm00001d014443	3	1.043994629	0.483107186	GRoot	IDS91
Zm00001d014444	10	3.479982095	3.945557931	GRoot	IDS91
Zm00001d014445	17	5.915969562	5.249307509	GRoot	IDS91
Zm00001d014446	0	0	0	GRoot	IDS91
Zm00001d014447	2	0.695996419	0.356372974	GRoot	IDS91
Zm00001d014449	43	14.96392301	8.740609235	GRoot	IDS91
Zm00001d014451	9	3.131983886	0.908347995	GRoot	IDS91
Zm00001d014455	1	0.34799821	0.279741326	GRoot	IDS91
Zm00001d014456	3	1.043994629	0.350098802	GRoot	IDS91
Zm00001d014458	24	8.351957029	2.499837482	GRoot	IDS91
Zm00001d014459	0	0	0	GRoot	IDS91
Zm00001d014460	2	0.695996419	0.323869902	GRoot	IDS91
Zm00001d014461	0	0	0	GRoot	IDS91
Zm00001d014462	37	12.87593375	15.87661375	GRoot	IDS91
Zm00001d014463	16	5.567971353	5.267711781	GRoot	IDS91
Zm00001d014464	0	0	0	GRoot	IDS91
Zm00001d014442	45	15.58442577	5.966472348	L3Base	CML61
Zm00001d014443	0	0	0	L3Base	CML61
Zm00001d014444	0	0	0	L3Base	CML61
Zm00001d014445	15	5.194808591	4.609413124	L3Base	CML61
Zm00001d014446	0	0	0	L3Base	CML61
Zm00001d014447	0	0	0	L3Base	CML61
Zm00001d014449	130	45.02167446	26.29770704	L3Base	CML61
Zm00001d014451	0	0	0	L3Base	CML61
Zm00001d014455	42	14.54546406	11.69249522	L3Base	CML61
Zm00001d014456	5	1.731602864	0.580685065	L3Base	CML61
Zm00001d014458	32	11.08225833	3.317048287	L3Base	CML61
Zm00001d014459	21	7.272732028	4.838810398	L3Base	CML61
Zm00001d014460	0	0	0	L3Base	CML61
Zm00001d014461	0	0	0	L3Base	CML61
Zm00001d014462	11	3.8095263	4.697319729	L3Base	CML61
Zm00001d014463	8	2.770564582	2.621158545	L3Base	CML61
Zm00001d014464	0	0	0	L3Base	CML61
Zm00001d014442	29	26.04265128	9.970387168	LMAD	CML69
Zm00001d014443	0	0	0	LMAD	CML69
Zm00001d014444	2	1.796044916	2.036332104	LMAD	CML69
Zm00001d014445	156	140.0915035	124.3047945	LMAD	CML69
Zm00001d014446	5	4.49011229	3.013498181	LMAD	CML69
Zm00001d014447	0	0	0	LMAD	CML69
Zm00001d014449	41	36.81892078	21.50637896	LMAD	CML69
Zm00001d014451	1	0.898022458	0.260447349	LMAD	CML69
Zm00001d014455	1	0.898022458	0.721883005	LMAD	CML69
Zm00001d014456	31	27.8386962	9.335578873	LMAD	CML69
Zm00001d014458	68	61.06552715	18.27761962	LMAD	CML69
Zm00001d014459	0	0	0	LMAD	CML69
Zm00001d014460	0	0	0	LMAD	CML69
Zm00001d014461	0	0	0	LMAD	CML69
Zm00001d014462	8	7.184179664	8.858421288	LMAD	CML69
Zm00001d014463	13	11.67429195	11.04474168	LMAD	CML69
Zm00001d014464	0	0	0	LMAD	CML69
Zm00001d014442	50	42.43825488	16.24741764	L3Tip	CML61
Zm00001d014443	0	0	0	L3Tip	CML61
Zm00001d014444	0	0	0	L3Tip	CML61
Zm00001d014445	143	121.373409	107.696015	L3Tip	CML61
Zm00001d014446	7	5.941355683	3.987487036	L3Tip	CML61
Zm00001d014447	2	1.697530195	0.869191088	L3Tip	CML61
Zm00001d014449	51	43.28701998	25.28447428	L3Tip	CML61
Zm00001d014451	1	0.848765098	0.246161571	L3Tip	CML61
Zm00001d014455	3	2.546295293	2.046861168	L3Tip	CML61
Zm00001d014456	40	33.9506039	11.38517904	L3Tip	CML61
Zm00001d014458	15	12.73147646	3.810678379	L3Tip	CML61
Zm00001d014459	0	0	0	L3Tip	CML61
Zm00001d014460	0	0	0	L3Tip	CML61
Zm00001d014461	0	0	0	L3Tip	CML61
Zm00001d014462	0	0	0	L3Tip	CML61
Zm00001d014463	34	28.85801332	27.30181014	L3Tip	CML61
Zm00001d014464	0	0	0	L3Tip	CML61
Zm00001d014442	66	17.58208615	6.731273413	L3Base	CML5
Zm00001d014443	0	0	0	L3Base	CML5
Zm00001d014444	0	0	0	L3Base	CML5
Zm00001d014445	36	9.590228811	8.509519797	L3Base	CML5
Zm00001d014446	1	0.266395245	0.178788755	L3Base	CML5
Zm00001d014447	0	0	0	L3Base	CML5
Zm00001d014449	145	38.62731049	22.56268136	L3Base	CML5
Zm00001d014451	28	7.459066853	2.163302452	L3Base	CML5
Zm00001d014455	52	13.85255273	11.13549255	L3Base	CML5
Zm00001d014456	20	5.327904895	1.786688429	L3Base	CML5
Zm00001d014458	71	18.91406238	5.661197958	L3Base	CML5
Zm00001d014459	75	19.97964336	13.29317589	L3Base	CML5
Zm00001d014460	2	0.53279049	0.247924844	L3Base	CML5
Zm00001d014461	0	0	0	L3Base	CML5
Zm00001d014462	8	2.131161958	2.627819924	L3Base	CML5
Zm00001d014463	4	1.065580979	1.008118239	L3Base	CML5
Zm00001d014464	0	0	0	L3Base	CML5
Zm00001d014442	36	18.35103331	7.025663595	GShoot	CML52
Zm00001d014443	1	0.509750925	0.235886592	GShoot	CML52
Zm00001d014444	0	0	0	GShoot	CML52
Zm00001d014445	23	11.72427128	10.40308011	GShoot	CML52
Zm00001d014446	1	0.509750925	0.342114715	GShoot	CML52
Zm00001d014447	0	0	0	GShoot	CML52
Zm00001d014449	112	57.09210364	33.34819138	GShoot	CML52
Zm00001d014451	0	0	0	GShoot	CML52
Zm00001d014455	4	2.039003701	1.639070499	GShoot	CML52
Zm00001d014456	3	1.529252776	0.512827893	GShoot	CML52
Zm00001d014458	35	17.84128239	5.34010248	GShoot	CML52
Zm00001d014459	11	5.607260178	3.730712028	GShoot	CML52
Zm00001d014460	0	0	0	GShoot	CML52
Zm00001d014461	0	0	0	GShoot	CML52
Zm00001d014462	8	4.078007403	5.028369177	GShoot	CML52
Zm00001d014463	1	0.509750925	0.482261992	GShoot	CML52
Zm00001d014464	0	0	0	GShoot	CML52
Zm00001d014442	49	22.64384554	8.669159854	GShoot	CML5
Zm00001d014443	1	0.462119297	0.213845116	GShoot	CML5
Zm00001d014444	0	0	0	GShoot	CML5
Zm00001d014445	24	11.09086312	9.841049797	GShoot	CML5
Zm00001d014446	0	0	0	GShoot	CML5
Zm00001d014447	0	0	0	GShoot	CML5
Zm00001d014449	88	40.66649811	23.75379563	GShoot	CML5
Zm00001d014451	5	2.310596484	0.67012659	GShoot	CML5
Zm00001d014455	5	2.310596484	1.857392672	GShoot	CML5
Zm00001d014456	11	5.083312264	1.704665414	GShoot	CML5
Zm00001d014458	32	14.78781749	4.426165069	GShoot	CML5
Zm00001d014459	10	4.621192967	3.074646019	GShoot	CML5
Zm00001d014460	7	3.234835077	1.505274582	GShoot	CML5
Zm00001d014461	0	0	0	GShoot	CML5
Zm00001d014462	10	4.621192967	5.69814176	GShoot	CML5
Zm00001d014463	5	2.310596484	2.185994781	GShoot	CML5
Zm00001d014464	0	0	0	GShoot	CML5
Zm00001d014442	33	23.78974446	9.107865415	L3Tip	A654
Zm00001d014443	3	2.162704042	1.000788543	L3Tip	A654
Zm00001d014444	0	0	0	L3Tip	A654
Zm00001d014445	194	139.8548614	124.0948193	L3Tip	A654
Zm00001d014446	3	2.162704042	1.451479223	L3Tip	A654
Zm00001d014447	1	0.720901347	0.369125114	L3Tip	A654
Zm00001d014449	26	18.74343503	10.94826813	L3Tip	A654
Zm00001d014451	2	1.441802695	0.418156234	L3Tip	A654
Zm00001d014455	1	0.720901347	0.579502691	L3Tip	A654
Zm00001d014456	8	5.767210779	1.934007639	L3Tip	A654
Zm00001d014458	88	63.43931857	18.98812289	L3Tip	A654
Zm00001d014459	0	0	0	L3Tip	A654
Zm00001d014460	0	0	0	L3Tip	A654
Zm00001d014461	0	0	0	L3Tip	A654
Zm00001d014462	0	0	0	L3Tip	A654
Zm00001d014463	7	5.046309432	4.774181108	L3Tip	A654
Zm00001d014464	0	0	0	L3Tip	A654
Zm00001d014442	23	28.40305096	10.87406239	L3Tip	CML5
Zm00001d014443	0	0	0	L3Tip	CML5
Zm00001d014444	0	0	0	L3Tip	CML5
Zm00001d014445	131	161.7738989	143.5438323	L3Tip	CML5
Zm00001d014446	3	3.704745777	2.486406562	L3Tip	CML5
Zm00001d014447	0	0	0	L3Tip	CML5
Zm00001d014449	14	17.28881363	10.09860609	L3Tip	CML5
Zm00001d014451	3	3.704745777	1.074462232	L3Tip	CML5
Zm00001d014455	6	7.409491555	5.956182922	L3Tip	CML5
Zm00001d014456	29	35.81254251	12.0095716	L3Tip	CML5
Zm00001d014458	53	65.45050873	19.5900954	L3Tip	CML5
Zm00001d014459	0	0	0	L3Tip	CML5
Zm00001d014460	0	0	0	L3Tip	CML5
Zm00001d014461	0	0	0	L3Tip	CML5
Zm00001d014462	0	0	0	L3Tip	CML5
Zm00001d014463	0	0	0	L3Tip	CML5
Zm00001d014464	0	0	0	L3Tip	CML5
Zm00001d014442	64	37.86888024	14.49803991	L3Tip	CML45
Zm00001d014443	7	4.141908776	1.916663015	L3Tip	CML45
Zm00001d014444	0	0	0	L3Tip	CML45
Zm00001d014445	300	177.5103761	157.5069886	L3Tip	CML45
Zm00001d014446	2	1.183402507	0.794229871	L3Tip	CML45
Zm00001d014447	2	1.183402507	0.605940864	L3Tip	CML45
Zm00001d014449	58	34.31867271	20.04595369	L3Tip	CML45
Zm00001d014451	2	1.183402507	0.343214184	L3Tip	CML45
Zm00001d014455	7	4.141908776	3.329508662	L3Tip	CML45
Zm00001d014456	119	70.41244919	23.61249134	L3Tip	CML45
Zm00001d014458	84	49.70290531	14.87665529	L3Tip	CML45
Zm00001d014459	0	0	0	L3Tip	CML45
Zm00001d014460	1	0.591701254	0.27533795	L3Tip	CML45
Zm00001d014461	0	0	0	L3Tip	CML45
Zm00001d014462	1	0.591701254	0.729594641	L3Tip	CML45
Zm00001d014463	30	17.75103761	16.7937915	L3Tip	CML45
Zm00001d014464	0	0	0	L3Tip	CML45
Zm00001d014442	79	30.49141046	11.67358747	Kern	GT112
Zm00001d014443	1	0.385967221	0.17860584	Kern	GT112
Zm00001d014444	6	2.315803326	2.625627354	Kern	GT112
Zm00001d014445	22	8.491278862	7.534408928	Kern	GT112
Zm00001d014446	1	0.385967221	0.259038403	Kern	GT112
Zm00001d014447	0	0	0	Kern	GT112
Zm00001d014449	110	42.45639431	24.79929574	Kern	GT112
Zm00001d014451	1	0.385967221	0.111939449	Kern	GT112
Zm00001d014455	1	0.385967221	0.310263039	Kern	GT112
Zm00001d014456	9	3.473704989	1.164891009	Kern	GT112
Zm00001d014458	10	3.85967221	1.1552446	Kern	GT112
Zm00001d014459	0	0	0	Kern	GT112
Zm00001d014460	7	2.701770547	1.257222218	Kern	GT112
Zm00001d014461	0	0	0	Kern	GT112
Zm00001d014462	18	6.947409978	8.566473463	Kern	GT112
Zm00001d014463	48	18.52642661	17.52736671	Kern	GT112
Zm00001d014464	0	0	0	Kern	GT112
Zm00001d014442	41	19.39452333	7.425162071	L3Base	GT112
Zm00001d014443	0	0	0	L3Base	GT112
Zm00001d014444	9	4.257334389	4.826909738	L3Base	GT112
Zm00001d014445	11	5.203408698	4.617044098	L3Base	GT112
Zm00001d014446	0	0	0	L3Base	GT112
Zm00001d014447	0	0	0	L3Base	GT112
Zm00001d014449	111	52.50712413	30.67004914	L3Base	GT112
Zm00001d014451	11	5.203408698	1.509109251	L3Base	GT112
Zm00001d014455	17	8.041631624	6.464334103	L3Base	GT112
Zm00001d014456	12	5.676445852	1.903570038	L3Base	GT112
Zm00001d014458	38	17.97541187	5.380248987	L3Base	GT112
Zm00001d014459	26	12.29896601	8.182944786	L3Base	GT112
Zm00001d014460	0	0	0	L3Base	GT112
Zm00001d014461	0	0	0	L3Base	GT112
Zm00001d014462	36	17.02933756	20.99795013	L3Base	GT112
Zm00001d014463	9	4.257334389	4.027752497	L3Base	GT112
Zm00001d014464	0	0	0	L3Base	GT112
Zm00001d014442	31	36.44881857	13.95437158	L3Tip	GT112
Zm00001d014443	2	2.351536682	1.088170607	L3Tip	GT112
Zm00001d014444	1	1.175768341	1.333070682	L3Tip	GT112
Zm00001d014445	146	171.6621778	152.3178153	L3Tip	GT112
Zm00001d014446	6	7.054610047	4.734637615	L3Tip	GT112
Zm00001d014447	1	1.175768341	0.602031921	L3Tip	GT112
Zm00001d014449	38	44.67919696	26.09766178	L3Tip	GT112
Zm00001d014451	2	2.351536682	0.682000198	L3Tip	GT112
Zm00001d014455	8	9.406146729	7.561211197	L3Tip	GT112
Zm00001d014456	48	56.43688037	18.92584855	L3Tip	GT112
Zm00001d014458	42	49.38227033	14.78068552	L3Tip	GT112
Zm00001d014459	0	0	0	L3Tip	GT112
Zm00001d014460	2	2.351536682	1.094246944	L3Tip	GT112
Zm00001d014461	0	0	0	L3Tip	GT112
Zm00001d014462	1	1.175768341	1.449776006	L3Tip	GT112
Zm00001d014463	2	2.351536682	2.22472723	L3Tip	GT112
Zm00001d014464	0	0	0	L3Tip	GT112
Zm00001d014442	56	22.789476	8.724914242	GRoot	GT112
Zm00001d014443	3	1.220864786	0.564953626	GRoot	GT112
Zm00001d014444	5	2.034774643	2.307000729	GRoot	GT112
Zm00001d014445	15	6.104323929	5.416436494	GRoot	GT112
Zm00001d014446	1	0.406954929	0.273124113	GRoot	GT112
Zm00001d014447	5	2.034774643	1.041871297	GRoot	GT112
Zm00001d014449	31	12.61560279	7.368926861	GRoot	GT112
Zm00001d014451	8	3.255639429	0.944210971	GRoot	GT112
Zm00001d014455	2	0.813909857	0.654268374	GRoot	GT112
Zm00001d014456	1	0.406954929	0.136470466	GRoot	GT112
Zm00001d014458	14	5.697369	1.705288536	GRoot	GT112
Zm00001d014459	0	0	0	GRoot	GT112
Zm00001d014460	1	0.406954929	0.189369441	GRoot	GT112
Zm00001d014461	0	0	0	GRoot	GT112
Zm00001d014462	29	11.80169293	14.55202581	GRoot	GT112
Zm00001d014463	26	10.58082814	10.01024422	GRoot	GT112
Zm00001d014464	0	0	0	GRoot	GT112
Zm00001d014442	52	22.01630591	8.428907318	L3Base	H105W
Zm00001d014443	0	0	0	L3Base	H105W
Zm00001d014444	0	0	0	L3Base	H105W
Zm00001d014445	12	5.08068598	4.508150825	L3Base	H105W
Zm00001d014446	1	0.423390498	0.284154697	L3Base	H105W
Zm00001d014447	0	0	0	L3Base	H105W
Zm00001d014449	86	36.41158286	21.26844793	L3Base	H105W
Zm00001d014451	5	2.116952492	0.61396534	L3Base	H105W
Zm00001d014455	38	16.08883894	12.93315027	L3Base	H105W
Zm00001d014456	7	2.963733488	0.993874409	L3Base	H105W
Zm00001d014458	34	14.39527694	4.308673135	L3Base	H105W
Zm00001d014459	15	6.350857475	4.225454075	L3Base	H105W
Zm00001d014460	5	2.116952492	0.985087246	L3Base	H105W
Zm00001d014461	0	0	0	L3Base	H105W
Zm00001d014462	31	13.12510545	16.18385382	L3Base	H105W
Zm00001d014463	14	5.927466977	5.60782117	L3Base	H105W
Zm00001d014464	0	0	0	L3Base	H105W
Zm00001d014442	59	23.34274181	8.936731167	GRoot	H105W
Zm00001d014443	1	0.395639692	0.183081764	GRoot	H105W
Zm00001d014444	0	0	0	GRoot	H105W
Zm00001d014445	6	2.37383815	2.106333762	GRoot	H105W
Zm00001d014446	1	0.395639692	0.265529994	GRoot	H105W
Zm00001d014447	5	1.978198458	1.012902436	GRoot	H105W
Zm00001d014449	35	13.84738921	8.088428276	GRoot	H105W
Zm00001d014451	0	0	0	GRoot	H105W
Zm00001d014455	3	1.186919075	0.954115012	GRoot	H105W
Zm00001d014456	2	0.791279383	0.265351906	GRoot	H105W
Zm00001d014458	13	5.143315992	1.539454053	GRoot	H105W
Zm00001d014459	0	0	0	GRoot	H105W
Zm00001d014460	5	1.978198458	0.920520455	GRoot	H105W
Zm00001d014461	0	0	0	GRoot	H105W
Zm00001d014462	19	7.517154142	9.26899401	GRoot	H105W
Zm00001d014463	24	9.4953526	8.983304257	GRoot	H105W
Zm00001d014464	0	0	0	GRoot	H105W
Zm00001d014442	56	18.97042526	7.262796805	GShoot	H105W
Zm00001d014443	0	0	0	GShoot	H105W
Zm00001d014444	0	0	0	GShoot	H105W
Zm00001d014445	13	4.40384872	3.907585377	GShoot	H105W
Zm00001d014446	2	0.677515188	0.45470818	GShoot	H105W
Zm00001d014447	0	0	0	GShoot	H105W
Zm00001d014449	88	29.81066826	17.41277352	GShoot	H105W
Zm00001d014451	6	2.032545563	0.589485372	GShoot	H105W
Zm00001d014455	7	2.371303157	1.906192248	GShoot	H105W
Zm00001d014456	5	1.693787969	0.568004014	GShoot	H105W
Zm00001d014458	47	15.92160691	4.765521374	GShoot	H105W
Zm00001d014459	11	3.726333532	2.479263827	GShoot	H105W
Zm00001d014460	1	0.338757594	0.15763499	GShoot	H105W
Zm00001d014461	0	0	0	GShoot	H105W
Zm00001d014462	38	12.87278857	15.87273559	GShoot	H105W
Zm00001d014463	17	5.758879095	5.448324594	GShoot	H105W
Zm00001d014464	0	0	0	GShoot	H105W
Zm00001d014442	37	28.74749227	11.00593119	LMAN	H105W
Zm00001d014443	0	0	0	LMAN	H105W
Zm00001d014444	0	0	0	LMAN	H105W
Zm00001d014445	109	84.6885583	75.14512715	LMAN	H105W
Zm00001d014446	31	24.08573676	16.164924	LMAN	H105W
Zm00001d014447	0	0	0	LMAN	H105W
Zm00001d014449	41	31.85532927	18.60708485	LMAN	H105W
Zm00001d014451	2	1.553918501	0.450672419	LMAN	H105W
Zm00001d014455	0	0	0	LMAN	H105W
Zm00001d014456	14	10.87742951	3.647696012	LMAN	H105W
Zm00001d014458	103	80.0268028	23.95294906	LMAN	H105W
Zm00001d014459	0	0	0	LMAN	H105W
Zm00001d014460	2	1.553918501	0.723089112	LMAN	H105W
Zm00001d014461	0	0	0	LMAN	H105W
Zm00001d014462	5	3.884796252	4.790131014	LMAN	H105W
Zm00001d014463	22	17.09310351	16.17133729	LMAN	H105W
Zm00001d014464	0	0	0	LMAN	H105W
Zm00001d014442	34	14.79624144	5.664717245	L3Base	A654
Zm00001d014443	0	0	0	L3Base	A654
Zm00001d014444	0	0	0	L3Base	A654
Zm00001d014445	22	9.574038581	8.495154021	L3Base	A654
Zm00001d014446	1	0.435183572	0.292069511	L3Base	A654
Zm00001d014447	0	0	0	L3Base	A654
Zm00001d014449	105	45.69427505	26.69058122	L3Base	A654
Zm00001d014451	7	3.046285003	0.88349333	L3Base	A654
Zm00001d014455	15	6.527753578	5.247390336	L3Base	A654
Zm00001d014456	8	3.481468575	1.167494492	L3Base	A654
Zm00001d014458	36	15.66660859	4.689197422	L3Base	A654
Zm00001d014459	13	5.657386434	3.764062831	L3Base	A654
Zm00001d014460	0	0	0	L3Base	A654
Zm00001d014461	0	0	0	L3Base	A654
Zm00001d014462	17	7.398120722	9.122220372	L3Base	A654
Zm00001d014463	10	4.351835719	4.117157728	L3Base	A654
Zm00001d014464	0	0	0	L3Base	A654
Zm00001d014442	53	21.21437459	8.121889198	Kern	H105W
Zm00001d014443	7	2.80189853	1.296574979	Kern	H105W
Zm00001d014444	0	0	0	Kern	H105W
Zm00001d014445	10	4.002712186	3.551652339	Kern	H105W
Zm00001d014446	3	1.200813656	0.805915205	Kern	H105W
Zm00001d014447	0	0	0	Kern	H105W
Zm00001d014449	40	16.01084874	9.352131276	Kern	H105W
Zm00001d014451	1	0.400271219	0.11608794	Kern	H105W
Zm00001d014455	0	0	0	Kern	H105W
Zm00001d014456	4	1.601084874	0.536916457	Kern	H105W
Zm00001d014458	6	2.401627312	0.718834873	Kern	H105W
Zm00001d014459	0	0	0	Kern	H105W
Zm00001d014460	7	2.80189853	1.303815044	Kern	H105W
Zm00001d014461	0	0	0	Kern	H105W
Zm00001d014462	18	7.204881935	8.883948132	Kern	H105W
Zm00001d014463	35	14.00949265	13.25401386	Kern	H105W
Zm00001d014464	0	0	0	Kern	H105W
Zm00001d014442	45	30.36497242	11.62518087	L3Tip	H105W
Zm00001d014443	0	0	0	L3Tip	H105W
Zm00001d014444	0	0	0	L3Tip	H105W
Zm00001d014445	288	194.3358235	172.4364006	L3Tip	H105W
Zm00001d014446	21	14.17032046	9.510282191	L3Tip	H105W
Zm00001d014447	5	3.373885825	1.727540105	L3Tip	H105W
Zm00001d014449	37	24.9667551	14.58338499	L3Tip	H105W
Zm00001d014451	5	3.373885825	0.97850517	L3Tip	H105W
Zm00001d014455	7	4.723440155	3.796977616	L3Tip	H105W
Zm00001d014456	3	2.024331495	0.678850267	L3Tip	H105W
Zm00001d014458	131	88.39580861	26.45788944	L3Tip	H105W
Zm00001d014459	0	0	0	L3Tip	H105W
Zm00001d014460	5	3.373885825	1.569979444	L3Tip	H105W
Zm00001d014461	0	0	0	L3Tip	H105W
Zm00001d014462	2	1.34955433	1.664062059	L3Tip	H105W
Zm00001d014463	3	2.024331495	1.915166977	L3Tip	H105W
Zm00001d014464	0	0	0	L3Tip	H105W
Zm00001d014442	26	12.92359472	4.947777456	L3Base	D940Y
Zm00001d014443	0	0	0	L3Base	D940Y
Zm00001d014444	10	4.970613352	5.635616045	L3Base	D940Y
Zm00001d014445	15	7.455920028	6.615723184	L3Base	D940Y
Zm00001d014446	0	0	0	L3Base	D940Y
Zm00001d014447	1	0.497061335	0.254511692	L3Base	D940Y
Zm00001d014449	91	45.2325815	26.42090041	L3Base	D940Y
Zm00001d014451	13	6.461797358	1.874071159	L3Base	D940Y
Zm00001d014455	15	7.455920028	5.993504846	L3Base	D940Y
Zm00001d014456	2	0.99412267	0.33337447	L3Base	D940Y
Zm00001d014458	37	18.3912694	5.504719965	L3Base	D940Y
Zm00001d014459	18	8.947104034	5.952830362	L3Base	D940Y
Zm00001d014460	0	0	0	L3Base	D940Y
Zm00001d014461	0	0	0	L3Base	D940Y
Zm00001d014462	29	14.41477872	17.7740798	L3Base	D940Y
Zm00001d014463	4	1.988245341	1.881026812	L3Base	D940Y
Zm00001d014464	0	0	0	L3Base	D940Y
Zm00001d014442	93	21.08942164	8.074051165	GShoot	D940Y
Zm00001d014443	0	0	0	GShoot	D940Y
Zm00001d014444	23	5.215663417	5.913450586	GShoot	D940Y
Zm00001d014445	30	6.803039239	6.036414587	GShoot	D940Y
Zm00001d014446	1	0.226767975	0.152193272	GShoot	D940Y
Zm00001d014447	0	0	0	GShoot	D940Y
Zm00001d014449	185	41.95207531	24.50471689	GShoot	D940Y
Zm00001d014451	12	2.721215696	0.789215689	GShoot	D940Y
Zm00001d014455	27	6.122735315	4.921812955	GShoot	D940Y
Zm00001d014456	9	2.040911772	0.684410386	GShoot	D940Y
Zm00001d014458	81	18.36820595	5.497816805	GShoot	D940Y
Zm00001d014459	3	0.680303924	0.452630688	GShoot	D940Y
Zm00001d014460	1	0.226767975	0.105522557	GShoot	D940Y
Zm00001d014461	0	0	0	GShoot	D940Y
Zm00001d014462	68	15.42022228	19.01383758	GShoot	D940Y
Zm00001d014463	21	4.762127468	4.505324	GShoot	D940Y
Zm00001d014464	0	0	0	GShoot	D940Y
Zm00001d014442	150	38.10188823	14.58724664	LMAN	D940Y
Zm00001d014443	1	0.254012588	0.117544002	LMAN	D940Y
Zm00001d014444	26	6.604327293	7.487899425	LMAN	D940Y
Zm00001d014445	147	37.33985047	33.13207672	LMAN	D940Y
Zm00001d014446	16	4.064201411	2.727651954	LMAN	D940Y
Zm00001d014447	1	0.254012588	0.130062769	LMAN	D940Y
Zm00001d014449	187	47.50035399	27.74553387	LMAN	D940Y
Zm00001d014451	4	1.016050353	0.294678177	LMAN	D940Y
Zm00001d014455	0	0	0	LMAN	D940Y
Zm00001d014456	20	5.080251764	1.703639089	LMAN	D940Y
Zm00001d014458	238	60.45499599	18.09488057	LMAN	D940Y
Zm00001d014459	0	0	0	LMAN	D940Y
Zm00001d014460	1	0.254012588	0.118200367	LMAN	D940Y
Zm00001d014461	0	0	0	LMAN	D940Y
Zm00001d014462	47	11.93859165	14.72082817	LMAN	D940Y
Zm00001d014463	12	3.048151058	2.883775836	LMAN	D940Y
Zm00001d014464	0	0	0	LMAN	D940Y
Zm00001d014442	65	38.7885291	14.850126	LMAD	D940Y
Zm00001d014443	0	0	0	LMAD	D940Y
Zm00001d014444	5	2.983733008	3.382917243	LMAD	D940Y
Zm00001d014445	225	134.2679854	119.1375203	LMAD	D940Y
Zm00001d014446	21	12.53167863	8.410522573	LMAD	D940Y
Zm00001d014447	8	4.773972813	2.444430524	LMAD	D940Y
Zm00001d014449	65	38.7885291	22.65685111	LMAD	D940Y
Zm00001d014451	0	0	0	LMAD	D940Y
Zm00001d014455	1	0.596746602	0.479699841	LMAD	D940Y
Zm00001d014456	48	28.64383688	9.6055791	LMAD	D940Y
Zm00001d014458	79	47.14298153	14.11044044	LMAD	D940Y
Zm00001d014459	0	0	0	LMAD	D940Y
