ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0008483	transaminase activity	11/1391	44/13837	0.00343930720903687	0.0769154157657337	0.0699380652555345	LOC100279332/LOC100279149/LOC100274119/LOC100282625/LOC100384793/LOC103631778/LOC100281255/LOC100193705/LOC100384690/LOC100192017/LOC100282236	11
GO:0016769	transferase activity, transferring nitrogenous groups	11/1391	44/13837	0.00343930720903687	0.0769154157657337	0.0699380652555345	LOC100279332/LOC100279149/LOC100274119/LOC100282625/LOC100384793/LOC103631778/LOC100281255/LOC100193705/LOC100384690/LOC100192017/LOC100282236	11
GO:0004620	phospholipase activity	12/1391	51/13837	0.00393170980501185	0.0787577755850242	0.0716132961566865	LOC103647629/LOC100281800/LOC100191566/LOC542162/LOC103626494/LOC100280265/LOC100501678/LOC100272901/LOC100384643/LOC100280012/LOC100381855/LOC100284535	12
GO:0008236	serine-type peptidase activity	26/1391	150/13837	0.00400191949110895	0.0787577755850242	0.0716132961566865	LOC100272373/LOC100216948/LOC100279875/LOC103626952/LOC100284276/LOC103632239/LOC100191879/LOC100383183/LOC100281514/LOC100286067/LOC100273277/LOC100274260/LOC100382040/LOC100281613/LOC100193473/LOC107197951/LOC100272517/LOC100191502/LOC100279250/LOC100191892/LOC103630156/LOC100282195/LOC100282964/LOC100125655/LOC103639013/LOC100285883	26
GO:0017171	serine hydrolase activity	26/1391	150/13837	0.00400191949110895	0.0787577755850242	0.0716132961566865	LOC100272373/LOC100216948/LOC100279875/LOC103626952/LOC100284276/LOC103632239/LOC100191879/LOC100383183/LOC100281514/LOC100286067/LOC100273277/LOC100274260/LOC100382040/LOC100281613/LOC100193473/LOC107197951/LOC100272517/LOC100191502/LOC100279250/LOC100191892/LOC103630156/LOC100282195/LOC100282964/LOC100125655/LOC103639013/LOC100285883	26
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	13/1391	60/13837	0.00582853023086648	0.103633267289193	0.0942322177961213	LOC542368/LOC100382449/LOC778431/LOC100280719/LOC542229/LOC100280692/LOC542290/LOC541705/LOC100193466/LOC100383412/LOC541914/LOC103638381/LOC100272790	13
GO:0016759	cellulose synthase activity	7/1391	23/13837	0.00589782821971018	0.103633267289193	0.0942322177961213	LOC103647435/LOC542514/LOC103641257/LOC542685/LOC541803/LOC541804/LOC542139	7
GO:0016760	cellulose synthase (UDP-forming) activity	7/1391	23/13837	0.00589782821971018	0.103633267289193	0.0942322177961213	LOC103647435/LOC542514/LOC103641257/LOC542685/LOC541803/LOC541804/LOC542139	7
GO:0019203	carbohydrate phosphatase activity	8/1391	29/13837	0.00638913862999641	0.108395041584767	0.0985620296823403	LOC107546758/LOC541868/LOC103632655/LOC100216767/LOC103643324/LOC541911/LOC732726/LOC103653427	8
GO:0016298	lipase activity	14/1391	68/13837	0.00692462627704735	0.113147066741994	0.102882976819314	LOC103647629/LOC100281800/LOC100191566/LOC542162/LOC103626494/LOC100280265/LOC100501678/LOC100272901/LOC100272277/LOC103649607/LOC100384643/LOC100280012/LOC100381855/LOC100284535	14
GO:0005509	calcium ion binding	39/1391	260/13837	0.00712918509959717	0.113147066741994	0.102882976819314	LOC100191439/LOC103646199/LOC100275632/LOC100284831/LOC103647581/LOC103647629/LOC100304375/LOC107648855/LOC103634668/LOC103635158/LOC100191566/LOC103625979/LOC100191836/LOC542446/LOC100273029/LOC542279/LOC100281118/LOC100272548/LOC100281199/LOC100280265/LOC100280179/LOC100282049/LOC100281340/LOC100383492/LOC606468/LOC100281687/LOC100381434/LOC542533/LOC103650717/LOC100502442/LOC100278794/LOC100381663/LOC100381606/LOC100280308/LOC100286125/LOC103653672/LOC100280730/LOC100284535/LOC100136880	39
GO:0015267	channel activity	23/1391	135/13837	0.00805584417069942	0.11790270283171	0.107207207324512	LOC542434/LOC542644/LOC103647444/LOC541892/LOC103635714/LOC103636089/LOC542452/LOC100281819/LOC100383583/LOC541890/LOC103627748/LOC541795/LOC100284505/LOC103637742/LOC100382679/LOC541897/LOC100502532/LOC103639403/LOC100282722/LOC100280539/LOC541889/LOC541894/LOC100281924	23
GO:0022803	passive transmembrane transporter activity	23/1391	135/13837	0.00805584417069942	0.11790270283171	0.107207207324512	LOC542434/LOC542644/LOC103647444/LOC541892/LOC103635714/LOC103636089/LOC542452/LOC100281819/LOC100383583/LOC541890/LOC103627748/LOC541795/LOC100284505/LOC103637742/LOC100382679/LOC541897/LOC100502532/LOC103639403/LOC100282722/LOC100280539/LOC541889/LOC541894/LOC100281924	23
GO:0016830	carbon-carbon lyase activity	21/1391	120/13837	0.00814774775666291	0.11790270283171	0.107207207324512	LOC100272553/LOC100282823/LOC100192850/LOC100277718/LOC103631225/LOC100194295/LOC542606/LOC100282314/LOC100273754/LOC100282761/LOC100192017/LOC100217119/LOC100304279/LOC103651403/LOC100192815/LOC542372/LOC100279748/LOC542117/LOC100193626/LOC542212/LOC100272845	21
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	10/1391	43/13837	0.00889920511699162	0.121622469932219	0.110589537272557	LOC542368/LOC100382449/LOC778431/LOC100280719/LOC100280692/LOC542290/LOC100193466/LOC541914/LOC103638381/LOC100272790	10
GO:0030247	polysaccharide binding	10/1391	43/13837	0.00889920511699162	0.121622469932219	0.110589537272557	LOC100304375/LOC103634753/LOC103634757/LOC103634767/LOC100273535/LOC100384211/LOC541911/LOC100281606/LOC732726/LOC100280308	10
GO:0016853	isomerase activity	36/1391	240/13837	0.00945779172205049	0.125763068304023	0.114354522955091	LOC103647754/LOC103634647/LOC103634744/LOC100272536/LOC100282887/LOC100285298/LOC100216777/LOC100274298/LOC100382426/LOC100285485/LOC100272860/LOC100273735/LOC100275708/LOC100191222/LOC100285290/LOC100194203/LOC100191144/LOC100281154/LOC103641959/LOC100383103/LOC100193669/LOC100216780/LOC100274365/LOC103634611/LOC100381809/LOC100272703/LOC100285487/LOC100284107/LOC542358/LOC100284263/LOC100381373/LOC100272459/LOC100281841/LOC100284292/LOC100285350/LOC606411	36
GO:0042802	identical protein binding	11/1391	51/13837	0.0111444511187017	0.144291314484244	0.131201986854522	LOC103645931/LOC100281709/LOC100281795/LOC542311/LOC100382705/LOC100383702/LOC100281086/LOC100302579/LOC100272419/LOC100381811/LOC100284812	11
GO:0072341	modified amino acid binding	6/1391	20/13837	0.0114759165194063	0.144773100706356	0.131640068036375	LOC542630/LOC100191169/LOC100284652/LOC542311/LOC100193006/LOC100282353	6
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	7/1391	26/13837	0.0121203224199416	0.149079965765282	0.135556237591452	pcr1/LOC100283007/LOC100192829/LOC100284607/LOC100281890/LOC100272879/LOC100193519	7
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	21/1391	125/13837	0.0128347402275447	0.154016882730536	0.140045304151643	LOC100192579/LOC100280305/LOC100502523/LOC100502524/LOC542630/LOC100191140/LOC100283522/LOC541845/LOC542311/LOC542631/LOC541828/LOC100285808/LOC542634/LOC541848/LOC542438/LOC100191601/LOC100136882/LOC100274372/LOC541836/LOC732789/LOC100284619	21
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	17/1391	97/13837	0.0159825285123805	0.178101694777027	0.16194527231544	LOC100283982/LOC103646448/LOC103647705/LOC100273309/LOC100303864/LOC103640963/LOC103643793/LOC103648196/LOC100281449/LOC100280852/LOC100281926/dhar4/LOC103650187/LOC100193989/LOC542532/LOC103652731/LOC100384430	17
GO:0004497	monooxygenase activity	35/1391	241/13837	0.0166115569125624	0.178101694777027	0.16194527231544	LOC103646260/LOC100281181/LOC103647611/LOC100382204/LOC103634652/LOC100856943/LOC100279887/LOC100284976/LOC103626026/LOC100382079/LOC103632819/LOC103631694/LOC103631716/LOC100193255/LOC103636404/LOC100281112/LOC103643661/LOC100274274/LOC103649794/LOC100274228/LOC103651403/LOC100501753/LOC100382651/LOC542580/LOC103638615/LOC100286851/LOC100381744/LOC103652724/LOC100382554/LOC103652726/LOC100192631/LOC100279427/LOC100272666/LOC542212/LOC100272582	35
GO:0008238	exopeptidase activity	13/1391	68/13837	0.0167157204603499	0.178101694777027	0.16194527231544	LOC100272373/LOC100216948/LOC100383183/LOC100281514/LOC100281613/LOC100193473/LOC100191502/LOC103630156/LOC100282195/LOC100282964/LOC103639013/LOC100272473/LOC100285883	13
GO:0004312	fatty acid synthase activity	5/1391	16/13837	0.0173056128447684	0.178101694777027	0.16194527231544	LOC100192829/LOC100280304/LOC100283964/LOC100383498/LOC100193519	5
GO:0004565	beta-galactosidase activity	5/1391	16/13837	0.0173056128447684	0.178101694777027	0.16194527231544	LOC103635629/LOC100382452/LOC100279948/LOC100285111/LOC100191631	5
GO:0005384	manganese ion transmembrane transporter activity	5/1391	16/13837	0.0173056128447684	0.178101694777027	0.16194527231544	LOC100383083/LOC100273159/LOC100383509/LOC103642220/LOC103629364	5
GO:0005506	iron ion binding	39/1391	276/13837	0.0181570207616463	0.178101694777027	0.16194527231544	LOC103646260/LOC100281181/LOC103647611/LOC100382204/LOC100279887/LOC100284976/LOC542229/LOC103626026/LOC103632819/LOC103631225/LOC103631694/LOC103636404/LOC100282314/LOC100281112/LOC103643661/LOC100282761/LOC103644157/LOC100274274/LOC103649794/LOC100217119/LOC100384864/LOC100274228/LOC103651348/LOC103651403/LOC100501753/LOC100382651/LOC542715/LOC542580/LOC100273421/LOC103638615/LOC100286851/LOC100381744/LOC103652724/LOC100382554/LOC103652726/LOC100192631/LOC100279427/LOC100272666/LOC100272582	39
GO:0005372	water transmembrane transporter activity	7/1391	28/13837	0.0182800502871764	0.178101694777027	0.16194527231544	LOC542434/LOC542644/LOC103635714/LOC541890/LOC541897/LOC541889/LOC541894	7
GO:0015250	water channel activity	7/1391	28/13837	0.0182800502871764	0.178101694777027	0.16194527231544	LOC542434/LOC542644/LOC103635714/LOC541890/LOC541897/LOC541889/LOC541894	7
GO:0016744	transferase activity, transferring aldehyde or ketonic groups	4/1391	11/13837	0.0188237563585476	0.178101694777027	0.16194527231544	LOC606484/LOC100279513/LOC100192890/LOC100274341	4
GO:0030060	L-malate dehydrogenase activity	4/1391	11/13837	0.0188237563585476	0.178101694777027	0.16194527231544	LOC100273428/LOC107305678/LOC542374/LOC542598	4
GO:0019843	rRNA binding	17/1391	100/13837	0.0211586856061267	0.196416477702157	0.178598637191735	LOC100216562/LOC100286220/LOC542469/LOC100285347/LOC100285012/LOC100281431/LOC100285891/LOC100285173/LOC100285964/LOC103643355/LOC100284921/LOC100382451/LOC100283907/LOC100192774/LOC100282171/LOC100284517/LOC100280871	17
GO:0038023	signaling receptor activity	16/1391	93/13837	0.0223963029786814	0.204055204916875	0.185544420388686	LOC103647444/LOC103648309/LOC103627642/LOC103632181/LOC103633335/LOC100279577/LOC542015/LOC100502176/LOC100383702/LOC103640588/LOC100281086/LOC103643528/LOC100383079/LOC103630002/LOC100381811/LOC542670	16
GO:0009055	electron transfer activity	29/1391	197/13837	0.0232241225209756	0.207750332369454	0.188904345864395	LOC100283414/LOC103646199/LOC100191704/LOC100281226/LOC542229/LOC103625981/LOC100303864/LOC100273459/LOC542279/LOC100283229/LOC103640963/LOC103643793/LOC103648196/LOC100191824/LOC100284745/LOC100284140/LOC103644157/LOC101027099/LOC103629356/LOC541612/LOC103650042/LOC103650187/LOC100193989/LOC542532/LOC103652731/LOC103653165/LOC100384430/LOC103653672/LOC100382230	29
GO:0016758	transferase activity, transferring hexosyl groups	35/1391	249/13837	0.0259743372167553	0.228203105547208	0.207501754081222	LOC100283318/LOC100382222/LOC100194073/LOC103647435/LOC103647523/LOC100194354/LOC100274322/LOC542711/LOC100383406/LOC100191584/LOC100191978/LOC103631904/LOC100280143/LOC100125638/LOC542514/LOC100274282/LOC100279371/LOC100284183/LOC100285134/LOC103641257/LOC103641506/LOC100191941/LOC100281273/LOC100282047/LOC542685/LOC541803/LOC100273013/LOC541804/LOC100283852/LOC100217271/LOC100384650/LOC542139/LOC100281407/LOC542247/LOC778434	35
GO:0005507	copper ion binding	11/1391	58/13837	0.0279571625568513	0.240014862375125	0.218242012215293	LOC100281206/LOC100274119/LOC103640860/LOC103641531/LOC100304379/LOC100193025/LOC100136885/LOC103629356/LOC100281551/LOC732787/LOC100273169	11
GO:0016798	hydrolase activity, acting on glycosyl bonds	49/1391	371/13837	0.0282944349954416	0.240014862375125	0.218242012215293	LOC100283318/LOC541711/LOC100304408/LOC542217/LOC100192029/LOC100283011/LOC103635629/LOC100273574/LOC103636298/LOC100283045/LOC103625882/LOC100191584/LOC100191978/LOC100191418/LOC100273029/bk4/LOC100285202/LOC100272861/LOC542472/LOC100285134/LOC100279996/LOC100382452/LOC100279948/LOC100282047/LOC103638174/LOC100282754/LOC100383492/LOC100274288/LOC100284659/LOC100191390/LOC541703/LOC103644219/LOC103644285/LOC100284797/LOC100274400/LOC103630365/LOC100285847/LOC100281517/LOC100501905/LOC103650144/LOC100285111/LOC100279952/LOC100216811/LOC100278152/LOC100283248/LOC100191631/LOC100283770/LOC542318/LOC100272705	49
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	44/1391	328/13837	0.0287847092983586	0.240035202962584	0.218260507614673	LOC100283318/LOC541711/LOC542217/LOC100192029/LOC100283011/LOC103635629/LOC100273574/LOC103636298/LOC100283045/LOC103625882/LOC100191584/LOC100191978/LOC100191418/LOC100273029/bk4/LOC100285202/LOC542472/LOC100285134/LOC100279996/LOC100382452/LOC100279948/LOC100282047/LOC103638174/LOC100383492/LOC100274288/LOC100284659/LOC100191390/LOC541703/LOC103644219/LOC103644285/LOC100284797/LOC100274400/LOC103630365/LOC100281517/LOC100501905/LOC103650144/LOC100285111/LOC100279952/LOC100216811/LOC100278152/LOC100191631/LOC100283770/LOC542318/LOC100272705	44
GO:0060089	molecular transducer activity	16/1391	97/13837	0.0319949697146022	0.262358751659738	0.238558984714139	LOC103647444/LOC103648309/LOC103627642/LOC103632181/LOC103633335/LOC100279577/LOC542015/LOC100502176/LOC100383702/LOC103640588/LOC100281086/LOC103643528/LOC100383079/LOC103630002/LOC100381811/LOC542670	16
GO:0005381	iron ion transmembrane transporter activity	4/1391	13/13837	0.0346757726771022	0.279680002575972	0.254308945431724	LOC100383083/LOC100383509/LOC103642220/LOC103629364	4
GO:0004659	prenyltransferase activity	6/1391	26/13837	0.0405986318931799	0.322169788571685	0.292944287854014	LOC100502523/LOC100502524/LOC100285808/LOC100191601/LOC100136882/LOC100274372	6
GO:0016776	phosphotransferase activity, phosphate group as acceptor	7/1391	33/13837	0.0425339501972046	0.332169896778169	0.302037240331027	LOC100283650/LOC100279565/LOC100283790/LOC100284281/LOC100283341/LOC100281242/LOC100502254	7
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	5/1391	20/13837	0.043899640947488	0.337478489783814	0.306864266491487	LOC100281245/LOC100192652/LOC100191328/LOC100283843/LOC100191672	5
GO:0015171	amino acid transmembrane transporter activity	4/1391	14/13837	0.0447868381524329	0.339001913399954	0.308249493356826	LOC100285848/LOC100285193/LOC100193855/LOC100274361	4
GO:0016829	lyase activity	43/1391	331/13837	0.0476672731348749	0.351600215148815	0.319704945310754	LOC100274185/LOC100281162/LOC100216845/LOC100283011/LOC100272553/LOC100282823/LOC100284318/LOC100192850/LOC100382491/LOC100284052/LOC100286245/LOC100284118/LOC103641187/LOC100277718/LOC103631225/LOC100194295/LOC542606/LOC100282314/LOC100273754/LOC100282761/LOC100283467/LOC100277322/LOC100284797/LOC100191237/LOC100192017/LOC100217119/LOC100279558/LOC100273094/LOC100283397/LOC100304279/LOC103651403/LOC100283248/LOC100192815/LOC732811/LOC542372/LOC100279748/LOC542117/LOC100281532/LOC100193626/LOC100272705/LOC542212/LOC100272845/LOC100193712	43
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	11/1391	63/13837	0.0478805171035988	0.351600215148815	0.319704945310754	pcr1/LOC100500945/LOC100273106/LOC542554/LOC100283007/LOC100192829/LOC100284607/LOC100281890/LOC100282107/LOC100272879/LOC100193519	11
