ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0016830	carbon-carbon lyase activity	24/1346	120/13837	0.000476246279816009	0.0215176728244142	0.0200069011329405	LOC542233/lox6/LOC100272553/LOC100282823/LOC100272516/LOC100304324/LOC103633249/LOC100273196/LOC100277718/LOC100194295/LOC542606/LOC100284394/LOC100273754/LOC100282761/LOC100217119/LOC100304279/LOC103651403/LOC100192815/LOC542372/LOC100279748/LOC541712/LOC100193626/LOC542212/LOC100272845	24
GO:0016829	lyase activity	51/1346	331/13837	0.000623239985191157	0.0258125227200004	0.0240002064472735	LOC542233/lox6/LOC100281042/LOC100280481/LOC100281162/LOC100216845/LOC100283197/LOC100272553/LOC100283232/LOC100282823/LOC100284318/LOC100382491/LOC100284052/LOC100284108/LOC732758/LOC732759/LOC100272516/LOC100304324/LOC100273579/LOC103627433/LOC100381820/LOC100286245/LOC100284118/LOC103633249/LOC100273196/LOC100277718/LOC100194295/LOC542606/LOC100284394/LOC100273754/LOC100282761/LOC100283467/LOC100277322/LOC100191237/LOC100217119/LOC100273094/LOC100383587/LOC100283397/LOC100304279/LOC103651403/LOC100275493/LOC100192815/LOC732811/LOC542372/LOC100279748/LOC541712/LOC100216599/LOC100281532/LOC100193626/LOC542212/LOC100272845	51
GO:0050661	NADP binding	15/1346	63/13837	0.000837587652422554	0.0320216202503084	0.0297733586569637	LOC542368/LOC103646858/LOC100282971/LOC100277777/LOC100273659/LOC100280067/LOC100282632/LOC100279290/LOC100191548/LOC542290/LOC100193466/LOC100277507/LOC100856973/LOC100282207/LOC100191900	15
GO:0046906	tetrapyrrole binding	58/1346	400/13837	0.00126525581783673	0.0449165815332041	0.0417629551902501	LOC100273752/LOC103646260/LOC100382386/LOC100285655/LOC100281181/LOC100382204/LOC100216729/LOC100191715/LOC542716/LOC542530/LOC100194008/LOC100274453/LOC100274367/LOC100285899/LOC100382116/LOC100274356/LOC100286338/LOC100281791/LOC100382160/LOC100283135/LOC100281795/LOC100383210/LOC100281248/LOC542478/LOC100284154/LOC100282512/LOC542321/LOC100383295/LOC100273344/LOC100284001/LOC100282342/LOC100281112/LOC100281879/LOC103643653/LOC103629160/LOC100274274/LOC542221/LOC732720/LOC100193833/LOC100285877/LOC100273258/LOC100501753/LOC100282054/LOC103651577/LOC103651578/LOC100501672/LOC100286851/LOC100282214/LOC100381744/LOC541815/LOC100382554/LOC103652726/LOC100192631/LOC542320/LOC100280410/LOC542264/LOC100272666/LOC100279319	58
GO:0008081	phosphoric diester hydrolase activity	11/1346	41/13837	0.00143557292658887	0.0475653163009779	0.0442257203349133	LOC100382237/LOC100284615/LOC103647629/LOC103626494/LOC100191201/LOC103627358/LOC100275036/LOC100216744/LOC100384643/LOC103653268/LOC100381855	11
GO:0008194	UDP-glycosyltransferase activity	40/1346	256/13837	0.00176059291791769	0.0546884175128182	0.0508487033530175	LOC100272968/LOC100192819/LOC100194073/LOC103647523/LOC103647616/LOC542711/LOC100383406/LOC100282183/LOC103626199/LOC100283727/LOC100283506/LOC100280143/LOC100125638/LOC100274282/LOC100282080/LOC103633204/LOC100279546/LOC103641506/LOC103642134/LOC100274317/LOC100383973/LOC100274523/LOC541803/LOC100384650/LOC103629937/LOC103630127/LOC103649679/LOC100281803/LOC100281775/LOC100382469/LOC100281407/LOC100304381/LOC732800/LOC542247/LOC100281070/LOC103653257/LOC100282827/LOC541656/LOC100283006/LOC100281891	40
GO:0016841	ammonia-lyase activity	5/1346	11/13837	0.00241915311612544	0.0707246528655497	0.0657590227850817	LOC100281042/LOC100273579/LOC103627433/LOC100381820/LOC100281532	5
GO:0042802	identical protein binding	12/1346	51/13837	0.00299761821339768	0.0827675695588137	0.0769563974082796	LOC103645931/LOC100281709/LOC100281795/LOC542311/LOC100382705/LOC100383702/LOC103643245/LOC100281086/LOC103643916/LOC100272431/LOC100381811/LOC100284812	12
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	13/1346	60/13837	0.0044129049068099	0.115432302036027	0.107327714908008	LOC542368/LOC100272834/LOC100382449/LOC542483/LOC100280719/LOC542229/LOC100191548/LOC542290/LOC541705/LOC100193466/LOC541914/LOC103638381/LOC100191900	13
GO:0010181	FMN binding	9/1346	35/13837	0.00520075883500068	0.129238857049767	0.120164901503437	LOC100192687/opr5/LOC100279535/LOC100194295/LOC100281086/opr3/opr6/opr1/LOC100192815	9
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	25/1346	151/13837	0.00566644801270068	0.134105936300583	0.124690259527599	LOC542233/LOC100192687/LOC100191885/LOC100284589/LOC100280775/LOC103652503/LOC100282847/LOC100283366/LOC100193352/LOC100279535/LOC100280067/LOC107305678/LOC100282632/LOC100279290/LOC100283694/LOC542374/LOC542598/LOC100279549/LOC100037812/LOC103651450/LOC100192586/LOC103638381/LOC100281928/LOC100856973/LOC100282207	25
GO:0005261	cation channel activity	11/1346	49/13837	0.0064368726476108	0.139092421994025	0.129326640379915	LOC100281819/LOC103625917/LOC103626452/LOC103626996/LOC103627748/LOC100284505/LOC103637742/LOC100382679/LOC103650266/LOC100280467/LOC100281924	11
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	11/1346	49/13837	0.0064368726476108	0.139092421994025	0.129326640379915	lox6/LOC100284976/LOC103631716/LOC103642039/lox12/LOC100274228/lox1/LOC100502522/LOC100192757/LOC100273421/LOC100501454	11
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	22/1346	130/13837	0.0070194977832682	0.145362099928512	0.135156119598892	LOC542233/LOC100191885/LOC100284589/LOC100280775/LOC103652503/LOC100282847/LOC100193352/LOC100280067/LOC107305678/LOC100282632/LOC100279290/LOC100283694/LOC542374/LOC542598/LOC100279549/LOC100037812/LOC103651450/LOC100192586/LOC103638381/LOC100281928/LOC100856973/LOC100282207	22
GO:0051287	NAD binding	14/1346	71/13837	0.00771093346461512	0.149026806392146	0.138563524316747	LOC542233/LOC100284589/LOC542368/LOC100280775/LOC100277777/LOC100272553/LOC100282847/LOC542290/LOC100279549/LOC100277507/LOC103638381/LOC100281928/LOC100282207/LOC100191900	14
GO:0005216	ion channel activity	17/1346	93/13837	0.00779617095814045	0.149026806392146	0.138563524316747	LOC542002/LOC100281819/LOC103625917/LOC103626452/LOC100383583/LOC103626996/LOC103627748/LOC541795/LOC100284505/LOC103637742/LOC100382679/LOC100273558/LOC103650266/LOC100502532/LOC100282722/LOC100280467/LOC100281924	17
GO:0008483	transaminase activity	10/1346	44/13837	0.00840138233787909	0.149124536497354	0.138654392719132	LOC100279332/LOC100274119/LOC100191283/LOC100282625/LOC100382888/LOC103631778/LOC100281255/LOC100193705/LOC100383587/LOC100282236	10
GO:0016769	transferase activity, transferring nitrogenous groups	10/1346	44/13837	0.00840138233787909	0.149124536497354	0.138654392719132	LOC100279332/LOC100274119/LOC100191283/LOC100282625/LOC100382888/LOC103631778/LOC100281255/LOC100193705/LOC100383587/LOC100282236	10
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	7/1346	26/13837	0.0101900090082933	0.169924512582465	0.157993987130577	pcr1/LOC100381341/LOC100283007/LOC100284607/LOC100281890/LOC100283531/LOC100281078	7
GO:0016879	ligase activity, forming carbon-nitrogen bonds	12/1346	59/13837	0.0102570128319395	0.169924512582465	0.157993987130577	LOC100280064/LOC100383422/LOC100281709/LOC103626660/LOC100285387/LOC100382888/LOC100286133/LOC100192350/LOC542400/LOC542026/LOC100193891/LOC542401	12
GO:0004185	serine-type carboxypeptidase activity	9/1346	39/13837	0.0109713942357144	0.175896223714518	0.163546420016252	LOC100216948/LOC103626306/LOC100383183/LOC100193473/LOC100191502/LOC103630156/LOC100282195/LOC100282964/LOC100285045	9
GO:0042803	protein homodimerization activity	8/1346	33/13837	0.011951904876452	0.185628022612395	0.172594942130343	LOC100281795/LOC542311/LOC100383702/LOC103643245/LOC103643916/LOC100272431/LOC100381811/LOC100284812	8
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	6/1346	21/13837	0.0126330423759382	0.189539874372679	0.176232139891149	LOC103646448/LOC100383599/LOC100303864/LOC100284385/LOC100273659/LOC103640889	6
GO:0070008	serine-type exopeptidase activity	9/1346	40/13837	0.012966510520465	0.189539874372679	0.176232139891149	LOC100216948/LOC103626306/LOC100383183/LOC100193473/LOC100191502/LOC103630156/LOC100282195/LOC100282964/LOC100285045	9
GO:0016831	carboxy-lyase activity	12/1346	64/13837	0.0192078836320304	0.250113706461062	0.23255303851828	LOC542233/LOC100272553/LOC100277718/LOC100194295/LOC542606/LOC100284394/LOC100192815/LOC542372/LOC100279748/LOC541712/LOC100193626/LOC542212	12
GO:0005244	voltage-gated ion channel activity	8/1346	36/13837	0.0200895592109286	0.250113706461062	0.23255303851828	LOC100383583/LOC103626996/LOC541795/LOC100382679/LOC103650266/LOC100502532/LOC100282722/LOC100280467	8
GO:0022832	voltage-gated channel activity	8/1346	36/13837	0.0200895592109286	0.250113706461062	0.23255303851828	LOC100383583/LOC103626996/LOC541795/LOC100382679/LOC103650266/LOC100502532/LOC100282722/LOC100280467	8
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	9/1346	43/13837	0.0205648584205422	0.250113706461062	0.23255303851828	LOC542368/LOC100382449/LOC100280719/LOC100191548/LOC542290/LOC100193466/LOC541914/LOC103638381/LOC100191900	9
GO:0030247	polysaccharide binding	9/1346	43/13837	0.0205648584205422	0.250113706461062	0.23255303851828	LOC100273535/LOC103636195/LOC103643337/LOC541911/LOC100279613/LOC100281606/LOC103649884/LOC732726/LOC100193004	9
GO:0015267	channel activity	21/1346	135/13837	0.0206331226658019	0.250113706461062	0.23255303851828	LOC542644/LOC542002/LOC100281819/LOC103625917/LOC103626452/LOC100383583/LOC103626996/LOC103627748/LOC541795/LOC100284505/LOC541675/LOC103637742/LOC100382679/LOC100273558/LOC103650266/LOC100502532/LOC100282722/LOC541889/LOC541894/LOC100280467/LOC100281924	21
GO:0022803	passive transmembrane transporter activity	21/1346	135/13837	0.0206331226658019	0.250113706461062	0.23255303851828	LOC542644/LOC542002/LOC100281819/LOC103625917/LOC103626452/LOC100383583/LOC103626996/LOC103627748/LOC541795/LOC100284505/LOC541675/LOC103637742/LOC100382679/LOC100273558/LOC103650266/LOC100502532/LOC100282722/LOC541889/LOC541894/LOC100280467/LOC100281924	21
GO:0050660	flavin adenine dinucleotide binding	18/1346	112/13837	0.022679165219804	0.257617979242434	0.239530430768672	LOC100285076/LOC100273106/LOC103646858/LOC100282971/LOC100383599/LOC542229/LOC100283366/LOC100283007/LOC100273659/LOC100273608/LOC541983/LOC100272772/LOC100279244/LOC100280446/LOC103644157/LOC542507/LOC100272856/LOC100382120	18
GO:0004743	pyruvate kinase activity	4/1346	12/13837	0.0233255715611862	0.257617979242434	0.239530430768672	LOC100193244/LOC100282820/LOC103644177/LOC100191365	4
GO:0030955	potassium ion binding	4/1346	12/13837	0.0233255715611862	0.257617979242434	0.239530430768672	LOC100193244/LOC100282820/LOC103644177/LOC100191365	4
GO:0031420	alkali metal ion binding	4/1346	12/13837	0.0233255715611862	0.257617979242434	0.239530430768672	LOC100193244/LOC100282820/LOC103644177/LOC100191365	4
GO:0030246	carbohydrate binding	28/1346	197/13837	0.0262519375631233	0.283635064540702	0.263720837304602	LOC542217/LOC100272381/LOC103648309/LOC100273535/LOC103636195/LOC100127010/LOC103627642/LOC100273735/LOC103632842/LOC100501883/LOC100279577/LOC100216780/LOC100279948/LOC103638174/LOC103643337/LOC100284363/LOC100383079/LOC100274518/LOC103629937/LOC541911/LOC100279613/LOC100281606/LOC100501905/LOC103649884/LOC103651223/LOC732726/LOC100278292/LOC100193004	28
GO:0022843	voltage-gated cation channel activity	4/1346	13/13837	0.0311543117011971	0.329440274797766	0.306310029940102	LOC103626996/LOC100382679/LOC103650266/LOC100280467	4
GO:0042578	phosphoric ester hydrolase activity	43/1346	333/13837	0.0329681312105175	0.339918971957803	0.316053010038072	LOC100382237/LOC100284615/LOC103647629/LOC103647973/LOC100285398/LOC541868/LOC100191227/LOC103625867/LOC103626494/LOC100281836/LOC100283027/LOC100191201/LOC103627358/LOC103632655/LOC103632710/LOC100275036/LOC100284727/LOC100216767/LOC100285685/LOC100216744/LOC100192520/LOC100275460/LOC103643324/LOC103644037/LOC100285379/LOC541911/LOC100284565/LOC100384643/LOC100194257/LOC100273700/shbp1/LOC100284789/LOC732726/LOC100283147/LOC100285316/LOC100281068/LOC100191524/LOC100191189/LOC103653189/LOC103653268/LOC103653427/LOC100381855/LOC100384405	43
GO:0022836	gated channel activity	10/1346	54/13837	0.0335131380803468	0.339918971957803	0.316053010038072	LOC103625917/LOC100383583/LOC103626996/LOC541795/LOC103637742/LOC100382679/LOC103650266/LOC100502532/LOC100282722/LOC100280467	10
GO:0000287	magnesium ion binding	18/1346	118/13837	0.0361880607736183	0.351381760306879	0.326710987556327	LOC100284589/LOC100382114/LOC541868/LOC542721/LOC732758/LOC732759/LOC100383920/LOC100272927/LOC100193244/LOC100282820/LOC100382888/LOC542358/LOC103644177/LOC100194257/LOC103650024/LOC732811/LOC100191365/LOC100283304	18
GO:0016776	phosphotransferase activity, phosphate group as acceptor	7/1346	33/13837	0.0364755916324551	0.351381760306879	0.326710987556327	LOC732785/LOC100282335/LOC100279565/LOC100283790/LOC100283341/LOC100281242/LOC100382527	7
GO:0009881	photoreceptor activity	5/1346	20/13837	0.0388470808101277	0.351381760306879	0.326710987556327	LOC100383702/LOC100281086/LOC103643916/LOC100216966/LOC100381811	5
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	5/1346	20/13837	0.0388470808101277	0.351381760306879	0.326710987556327	LOC100281245/LOC100191328/LOC100283843/LOC100191672/LOC100283566	5
GO:0072341	modified amino acid binding	5/1346	20/13837	0.0388470808101277	0.351381760306879	0.326710987556327	LOC100191169/LOC100284652/LOC542311/LOC100193006/LOC542740	5
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	11/1346	63/13837	0.0391374407851391	0.351381760306879	0.326710987556327	pcr1/LOC100500945/LOC100273106/LOC542554/LOC100381341/LOC100283007/LOC100279244/LOC100284607/LOC100281890/LOC100283531/LOC100281078	11
GO:0004180	carboxypeptidase activity	9/1346	48/13837	0.0395923110204934	0.351381760306879	0.326710987556327	LOC100216948/LOC103626306/LOC100383183/LOC100193473/LOC100191502/LOC103630156/LOC100282195/LOC100282964/LOC100285045	9
GO:0004017	adenylate kinase activity	4/1346	14/13837	0.0403436805348127	0.351768582908806	0.327070651057854	LOC100282335/LOC100283341/LOC100281242/LOC100382527	4
GO:0015923	mannosidase activity	5/1346	21/13837	0.0470389678208119	0.403075293223164	0.374775079370897	LOC542217/LOC103638174/LOC103644285/LOC100279398/LOC103638326	5
