Chr	Start	End	pos	XPCLR	r2
5	47485001	47535000	47510000.5	57.27167749	0.228514222961433
5	47490001	47540000	47515000.5	0.782250953	0.223886899500932
5	47495001	47545000	47520000.5	25.05889399	0.225280789833071
5	47500001	47550000	47525000.5	4.141947459	0.223193866497844
5	47505001	47555000	47530000.5	11.50251337	0.21558353198497
5	47510001	47560000	47535000.5	0.611469283	0.215760433524996
5	47515001	47565000	47540000.5	10.69199053	0.219103294542187
5	47520001	47570000	47545000.5	0.023685463	0.219573599526911
5	47525001	47575000	47550000.5	23.68081457	0.222418352812497
5	47530001	47580000	47555000.5	0	0.223792423323544
5	47535001	47585000	47560000.5	2.492861632	0.220647254489453
5	47540001	47590000	47565000.5	6.198891516	0.225408557383283
5	47545001	47595000	47570000.5	0	0.239697699395311
5	47550001	47600000	47575000.5	3.777428989	0.242956229537212
5	47555001	47605000	47580000.5	3.562050431	0.254651300662106
5	47560001	47610000	47585000.5	24.30576457	0.252667722498065
5	47565001	47615000	47590000.5	0	0.247391803683174
5	47570001	47620000	47595000.5	16.08983433	0.246629421764864
5	47575001	47625000	47600000.5	9.881466537	0.246582556760846
5	47580001	47630000	47605000.5	20.79511061	0.248260692836413
5	47585001	47635000	47610000.5	51.99136285	0.263627000941202
5	47590001	47640000	47615000.5	0	0.265881181469542
5	47600001	47650000	47625000.5	0	0.240283725397462
5	47605001	47655000	47630000.5	0	0.241842101618093
5	47610001	47660000	47635000.5	0	0.248105038362962
5	47615001	47665000	47640000.5	0	0.253232807276608
5	47620001	47670000	47645000.5	5.832554327	0.249710747591643
5	47625001	47675000	47650000.5	5.900664155	0.250108350509568
5	47630001	47680000	47655000.5	0	0.254392561022166
5	47635001	47685000	47660000.5	4.291123786	0.239813422684647
5	47640001	47690000	47665000.5	3.849481072	0.247753476936909
5	47645001	47695000	47670000.5	0.106246343	0.256728055739377
5	47650001	47700000	47675000.5	47.61279027	0.246678225817714
5	47655001	47705000	47680000.5	0	0.242694365037978
5	47660001	47710000	47685000.5	2.160797538	0.237103522067412
5	47665001	47715000	47690000.5	27.06445516	0.23746137656709
5	47670001	47720000	47695000.5	0	0.239143714243641
5	47675001	47725000	47700000.5	35.6671562	0.239127719728217
5	47680001	47730000	47705000.5	27.29101526	0.245962722203363
5	47685001	47735000	47710000.5	0.192309034	0.253066931588904
5	47690001	47740000	47715000.5	3.506796021	0.250035297816864
5	47695001	47745000	47720000.5	11.56696271	0.240515931826079
5	47700001	47750000	47725000.5	13.23943922	0.239956486409282
5	47705001	47755000	47730000.5	0	0.242579003067182
5	47710001	47760000	47735000.5	6.166922379	0.245260007456982
5	47715001	47765000	47740000.5	68.53527017	0.246034589039472
5	47720001	47770000	47745000.5	57.33531177	0.242339466549394
5	47725001	47775000	47750000.5	5.317733062	0.240077029470103
5	47730001	47780000	47755000.5	55.51243923	0.240103114649448
5	47735001	47785000	47760000.5	17.3922183	0.242076167704662
5	47740001	47790000	47765000.5	0	0.245969321378739
5	47745001	47795000	47770000.5	2.786006611	0.248754252028471
5	47750001	47800000	47775000.5	0.630164463	0.257361683023136
5	47755001	47805000	47780000.5	6.745993796	0.255373082819732
5	47760001	47810000	47785000.5	3.461930835	0.252033141142255
5	47765001	47815000	47790000.5	0	0.251543488266662
5	47770001	47820000	47795000.5	0	0.254108294413441
5	47775001	47825000	47800000.5	0	0.257133157836151
5	47780001	47830000	47805000.5	55.91768929	0.254569834494165
5	47785001	47835000	47810000.5	15.24419219	0.253268830360963
5	47790001	47840000	47815000.5	0	0.248276951011002
5	47795001	47845000	47820000.5	26.92644883	0.247991391098963
5	47800001	47850000	47825000.5	0	0.237240179613966
5	47805001	47855000	47830000.5	17.52170505	0.230782872788582
5	47825001	47875000	47850000.5	35.29943489	0.25456933842205
5	47830001	47880000	47855000.5	68.78630362	0.251408478598102
5	47835001	47885000	47860000.5	0	0.248043797744735
5	47840001	47890000	47865000.5	72.68979486	0.248713850068429
5	47845001	47895000	47870000.5	16.08656546	0.252340881947005
5	47850001	47900000	47875000.5	9.936922656	0.252494002979981
5	47855001	47905000	47880000.5	15.09704217	0.252955584187952
5	47860001	47910000	47885000.5	0	0.261704306320556
5	47865001	47915000	47890000.5	0	0.255230758111098
5	47870001	47920000	47895000.5	25.25868518	0.254228926743079
5	47875001	47925000	47900000.5	6.392749425	0.25178964528181
5	47880001	47930000	47905000.5	4.51e-07	0.253207501747344
5	47885001	47935000	47910000.5	0	0.259513288389057
5	47890001	47940000	47915000.5	0	0.264009568275089
5	47895001	47945000	47920000.5	41.72136213	0.263469236759009
5	47900001	47950000	47925000.5	8.267566379	0.265514114951616
5	47905001	47955000	47930000.5	16.65461715	0.269052631226717
5	47910001	47960000	47935000.5	18.89058965	0.269459384128879
5	47915001	47965000	47940000.5	20.11112779	0.277413836387548
5	47920001	47970000	47945000.5	75.33676615	0.280005784395713
5	47925001	47975000	47950000.5	0	0.280796310224312
5	47930001	47980000	47955000.5	0	0.292634590104333
5	47935001	47985000	47960000.5	23.08892197	0.288929372857163
5	47940001	47990000	47965000.5	102.0998718	1
5	47945001	47995000	47970000.5	2.73932565	0.29661200688923
5	47950001	48000000	47975000.5	0	0.289733821353719
5	47955001	48005000	47980000.5	0.572825687	0.293663211123523
5	47960001	48010000	47985000.5	6.716318977	0.249314868469943
5	47965001	48015000	47990000.5	80.94979061	0.241053204177056
5	47970001	48020000	47995000.5	3.918371533	0.262795345511767
5	47975001	48025000	48000000.5	20.22929793	0.308164105724324
5	47980001	48030000	48005000.5	0	0.331209850208192
5	47985001	48035000	48010000.5	31.68440813	0.388493738258145
5	47900001	47950000	47925000.5	8.267566379	0.608232608571429
5	47905001	47955000	47930000.5	16.65461715	0.328285687013023
5	47910001	47960000	47935000.5	18.89058965	0.34569491408635
5	47915001	47965000	47940000.5	20.11112779	0.336063196279233
5	47920001	47970000	47945000.5	75.33676615	0.320747295358354
5	47925001	47975000	47950000.5	0	0.30015098113213
5	47930001	47980000	47955000.5	0	0.295347208057151
5	47935001	47985000	47960000.5	23.08892197	0.290784947037157
5	47945001	47995000	47970000.5	2.73932565	0.302205349859135
5	47950001	48000000	47975000.5	0	0.308871250231162
5	47955001	48005000	47980000.5	0.572825687	0.301621315906745
5	47960001	48010000	47985000.5	6.716318977	0.290126366654295
5	47965001	48015000	47990000.5	80.94979061	0.292709294171026
5	47970001	48020000	47995000.5	3.918371533	0.294735840830188
5	47975001	48025000	48000000.5	20.22929793	0.293794173781923
5	47980001	48030000	48005000.5	0	0.290552774968273
5	47985001	48035000	48010000.5	31.68440813	0.302948181228944
5	47990001	48040000	48015000.5	0.327655587	0.295949709409479
5	47995001	48045000	48020000.5	76.56072698	0.299190417493646
5	48000001	48050000	48025000.5	1.305586821	0.288019280723055
5	48005001	48055000	48030000.5	17.21307701	0.289873653374397
5	48010001	48060000	48035000.5	0	0.292046327504049
5	48015001	48065000	48040000.5	8.580069199	0.291445097846112
5	48020001	48070000	48045000.5	0	0.292718140040039
5	48025001	48075000	48050000.5	0	0.294107791857043
5	48030001	48080000	48055000.5	47.37198955	0.294911318613046
5	48035001	48085000	48060000.5	0	0.288709057817555
5	48040001	48090000	48065000.5	11.54824059	0.290481575741823
5	48045001	48095000	48070000.5	15.22094655	0.284376373724676
5	48050001	48100000	48075000.5	4.581181118	0.286421264468056
5	48055001	48105000	48080000.5	45.32465844	0.284635629504478
5	48060001	48110000	48085000.5	41.39675308	0.280812105727222
5	48090001	48140000	48115000.5	0.004695305	0.27013110780413
5	48095001	48145000	48120000.5	23.63210398	0.279960787350505
5	48100001	48150000	48125000.5	0	0.282126440993011
5	48105001	48155000	48130000.5	0	0.283570817458142
5	48110001	48160000	48135000.5	0.402971308	0.286805260777934
5	48115001	48165000	48140000.5	0	0.282752830786082
5	48120001	48170000	48145000.5	27.7710785	0.285770702162578
5	48125001	48175000	48150000.5	0.001950633	0.289501480986918
5	48130001	48180000	48155000.5	19.55401943	0.293214810590106
5	48135001	48185000	48160000.5	0.716379117	0.294229482103332
5	48140001	48190000	48165000.5	0.906189812	0.293662282435436
5	48145001	48195000	48170000.5	0	0.291729622099715
5	48150001	48200000	48175000.5	0.008005604	0.292203413914591
5	48155001	48205000	48180000.5	13.0463786	0.293317551613064
5	48160001	48210000	48185000.5	12.25016509	0.28557227273544
5	48165001	48215000	48190000.5	24.79993484	0.289218372867715
5	48170001	48220000	48195000.5	0	0.288473788489522
5	48175001	48225000	48200000.5	0	0.280637004121189
5	48190001	48240000	48215000.5	0	0.307831713760435
5	48195001	48245000	48220000.5	23.19766308	0.307296791500045
5	48200001	48250000	48225000.5	0	0.308496453064826
5	48205001	48255000	48230000.5	0.89549247	0.306390430147602
5	48210001	48260000	48235000.5	10.82566353	0.310769176556534
5	48215001	48265000	48240000.5	16.8284271	0.310614018490278
5	48220001	48270000	48245000.5	0.081992096	0.310125917194309
5	48225001	48275000	48250000.5	0	0.310722243932659
5	48230001	48280000	48255000.5	6.933407372	0.307864300214575
5	48235001	48285000	48260000.5	0	0.304460830122997
5	48240001	48290000	48265000.5	6.691062132	0.283957305659226
5	48245001	48295000	48270000.5	2.188647692	0.270548157631022
5	48250001	48300000	48275000.5	0	0.263367682144091
5	48255001	48305000	48280000.5	0	0.248655312348841
5	48260001	48310000	48285000.5	12.02306276	0.233673086012553
5	48265001	48315000	48290000.5	0	0.220241506284194
5	48270001	48320000	48295000.5	0	0.19902195368593
5	48275001	48325000	48300000.5	2.10552302	0.198663985741125
5	48280001	48330000	48305000.5	3.951295715	0.190688622764303
5	48285001	48335000	48310000.5	6.008977772	0.188903728627474
5	48290001	48340000	48315000.5	2.323816048	0.189524880258531
5	48295001	48345000	48320000.5	9.451012996	0.193132096103304
5	48300001	48350000	48325000.5	6.22636723	0.194850554654615
5	48305001	48355000	48330000.5	1.11629369	0.198138855113936
5	48310001	48360000	48335000.5	0	0.197805891391501
5	48315001	48365000	48340000.5	0	0.197750833180794
5	48320001	48370000	48345000.5	14.40798265	0.197377037471027
5	48325001	48375000	48350000.5	5.96988228	0.197269491291922
5	48330001	48380000	48355000.5	0	0.196265295980212
5	48335001	48385000	48360000.5	0	0.180308698071198
5	48340001	48390000	48365000.5	0	0.178787860863274
5	48345001	48395000	48370000.5	0	0.181464323205904
5	48350001	48400000	48375000.5	0	0.176096726156752
5	48355001	48405000	48380000.5	0	0.176262326525575
5	48360001	48410000	48385000.5	0	0.179293509273076
5	48365001	48415000	48390000.5	0.401394093	0.173879219040753
5	48370001	48420000	48395000.5	39.82858938	0.160915078223805
5	48375001	48425000	48400000.5	0.962582003	0.156844054742501
5	48380001	48430000	48405000.5	3.220771379	0.155379209679126
5	48385001	48435000	48410000.5	5.146952823	0.161866482567963
5	48390001	48440000	48415000.5	1.732310333	0.152542657534509
5	48395001	48445000	48420000.5	0.092306215	0.135648045370006
5	48400001	48450000	48425000.5	6.184407993	0.111794775046415
5	48405001	48455000	48430000.5	0.364711032	0.096471258603899
5	48410001	48460000	48435000.5	0.940898227	0.0925403423098787
5	48415001	48465000	48440000.5	5.842135642	0.0872879407319485
5	48420001	48470000	48445000.5	1.187701458	0.0660614631953164
5	48425001	48475000	48450000.5	0	0.0561954216729716
5	48430001	48480000	48455000.5	0	0.0560914324494232
5	48435001	48485000	48460000.5	0	0.0561881808377169
5	48440001	48490000	48465000.5	0	0.0497369391230038
5	48480001	48530000	48505000.5	0	0.0559226771299381
5	48485001	48535000	48510000.5	0.038692269	0.0528243334600722
5	48490001	48540000	48515000.5	0.002660471	0.0532359039376136
5	48495001	48545000	48520000.5	0.629238741	0.0531740343506357
5	48500001	48550000	48525000.5	0.213950491	0.0519940311623263
5	48505001	48555000	48530000.5	0	0.0554248917249309
5	48510001	48560000	48535000.5	0	0.0596056589992067
5	48515001	48565000	48540000.5	0	0.0591006602609519
5	48520001	48570000	48545000.5	0.013229929	0.0599997978162672
5	48525001	48575000	48550000.5	0.506939857	0.0589847610166335
5	48530001	48580000	48555000.5	0.301167374	0.0524458563717428
5	48535001	48585000	48560000.5	1.098260669	0.0476777961023765
5	48540001	48590000	48565000.5	0.255092843	0.0421817335076664
5	48545001	48595000	48570000.5	0.037846181	0.0385831530966996
5	48550001	48600000	48575000.5	0	0.0387758860122892
5	48555001	48605000	48580000.5	0	0.0388106403428042
5	48560001	48610000	48585000.5	0	0.0369573175878023
5	48565001	48615000	48590000.5	0.032468452	0.0357273563630711
5	48570001	48620000	48595000.5	0	0.0346529125153706
5	48575001	48625000	48600000.5	0.067653863	0.0332688295772305
5	48580001	48630000	48605000.5	0	0.0314613895440052
5	48585001	48635000	48610000.5	6.84e-05	0.0325147988253223
5	48590001	48640000	48615000.5	0.017843058	0.0334697770650423
5	48595001	48645000	48620000.5	0	0.0351530513512696
5	48600001	48650000	48625000.5	0	0.0333408565237389
5	48605001	48655000	48630000.5	0	0.0319056731441116
5	48610001	48660000	48635000.5	1.893691313	0.0309838429028624
5	48615001	48665000	48640000.5	1.243425033	0.0305596703769217
5	48620001	48670000	48645000.5	0	0.0313190632296127
5	48625001	48675000	48650000.5	0	0.0326840058959441
5	48630001	48680000	48655000.5	0	0.0337702413708383
5	48635001	48685000	48660000.5	0	0.0330500422546042
5	48640001	48690000	48665000.5	0	0.032146514586987
5	48645001	48695000	48670000.5	0	0.0321479574925589
5	48650001	48700000	48675000.5	0.210334306	0.0334437882497761
5	48655001	48705000	48680000.5	0.029961129	0.03613348223615
5	48685001	48735000	48710000.5	0.089697525	0.0438857498203174
5	48695001	48745000	48720000.5	0.001973701	0.0496761888052345
5	48700001	48750000	48725000.5	0.13279268	0.0502718783790195
5	48705001	48755000	48730000.5	0.002376162	0.0507490404027647
5	48710001	48760000	48735000.5	0	0.0499553931450733
5	48715001	48765000	48740000.5	2.129226716	0.0498319875598661
5	48775001	48825000	48800000.5	0.338235997	0.0461309106687078
5	48780001	48830000	48805000.5	0	0.0473087943912613
5	48785001	48835000	48810000.5	0.838000245	0.0475549728269712
5	48790001	48840000	48815000.5	0.245417209	0.0486772091825106
5	48795001	48845000	48820000.5	0.00369794	0.0513880825248702
5	48800001	48850000	48825000.5	0.027929816	0.0540918770525985
5	48825001	48875000	48850000.5	0.93320352	0.0545880282879528
5	48830001	48880000	48855000.5	1.860124466	0.053925221350489
5	48835001	48885000	48860000.5	0.769900468	0.0530386794371278
5	48840001	48890000	48865000.5	0.009843635	0.0505808312533082
5	48845001	48895000	48870000.5	0.018940661	0.0511167784845691
5	48850001	48900000	48875000.5	0	0.0524043581830552
5	48855001	48905000	48880000.5	4.153673463	0.0525370205819584
5	48860001	48910000	48885000.5	0.679186367	0.0520984984815516
5	48865001	48915000	48890000.5	1.569335151	0.0516687564811647
5	48870001	48920000	48895000.5	0	0.0529834646958129
5	48875001	48925000	48900000.5	0	0.0537504610544023
5	48880001	48930000	48905000.5	0	0.0530374406829499
5	48885001	48935000	48910000.5	0.001743619	0.0529163992210439
5	48890001	48940000	48915000.5	0.024641592	0.0564609453741058
5	48895001	48945000	48920000.5	0	0.0563355467060322
5	48905001	48955000	48930000.5	0	0.0508776484519723
5	48915001	48965000	48940000.5	0.316836467	0.0531556802016251
5	48920001	48970000	48945000.5	3.113229406	0.0529580510164813
5	48970001	49020000	48995000.5	0	0.0677569520146545
