2	204790001	205015000	2	204790001	205015000	0.0802861	FST	224999
2	206280001	206345000	.	-1	-1	.	.	0
2	206475001	206590000	.	-1	-1	.	.	0
2	206830001	207505000	2	206935001	207505000	0.0941153	FST	569999
2	208445001	209845000	2	208445001	209840000	0.180161	FST	1394999
2	210160001	210740000	2	210160001	210660000	0.107777	FST	499999
2	220000001	220195000	2	220000001	220195000	0.08555	FST	194999
2	221470001	221760000	2	221470001	221760000	0.0958327	FST	289999
2	224465001	224760000	2	224465001	224715000	0.0824971	FST	249999
2	226600001	226670000	2	226600001	226670000	0.0929927	FST	69999
2	231865001	232090000	.	-1	-1	.	.	0
2	244415001	244490000	2	244415001	244490000	0.139018	FST	74999
3	830001	950000	.	-1	-1	.	.	0
3	1260001	1335000	.	-1	-1	.	.	0
3	2145001	2330000	3	2145001	2330000	0.118346	FST	184999
3	3050001	3165000	3	3050001	3165000	0.120861	FST	114999
3	3200001	3530000	.	-1	-1	.	.	0
3	4985001	5145000	.	-1	-1	.	.	0
3	5840001	5935000	3	5840001	5935000	0.106329	FST	94999
3	8430001	8560000	.	-1	-1	.	.	0
3	10855001	11060000	.	-1	-1	.	.	0
3	12390001	12515000	3	12390001	12515000	0.0913925	FST	124999
3	14040001	14165000	3	14040001	14165000	0.0885549	FST	124999
3	15535001	15625000	.	-1	-1	.	.	0
3	15910001	16050000	.	-1	-1	.	.	0
3	25380001	25600000	3	25380001	25545000	0.118609	FST	164999
3	37880001	38070000	3	37880001	38070000	0.090709	FST	189999
3	59335001	59450000	.	-1	-1	.	.	0
3	60330001	60550000	.	-1	-1	.	.	0
3	65875001	66455000	3	65875001	66455000	0.0796237	FST	579999
3	68740001	68790000	.	-1	-1	.	.	0
3	115125001	115280000	.	-1	-1	.	.	0
3	118065001	118300000	3	118065001	118300000	0.14467	FST	234999
3	124225001	125080000	3	124225001	124620000	0.0811525	FST	394999
3	125835001	126080000	3	125885001	126080000	0.0810025	FST	194999
3	132590001	132685000	3	132590001	132685000	0.084243	FST	94999
3	147015001	147315000	3	147015001	147315000	0.111583	FST	299999
3	147380001	147690000	3	147380001	147580000	0.114064	FST	199999
3	147745001	148000000	3	147745001	147880000	0.0832686	FST	134999
3	151280001	151375000	3	151280001	151375000	0.0826512	FST	94999
3	153450001	153590000	3	153450001	153590000	0.081252	FST	139999
3	158265001	158650000	3	158265001	158650000	0.127418	FST	384999
3	161915001	162150000	3	161915001	162150000	0.0924877	FST	234999
3	163790001	163845000	.	-1	-1	.	.	0
3	165955001	166105000	3	165955001	166105000	0.0800621	FST	149999
3	166200001	166715000	3	166200001	166715000	0.100193	FST	514999
3	169020001	169180000	.	-1	-1	.	.	0
3	171410001	171550000	3	171410001	171550000	0.0949063	FST	139999
3	174535001	174750000	3	174585001	174750000	0.115169	FST	164999
3	176140001	176250000	3	176140001	176250000	0.103756	FST	109999
3	176900001	177095000	.	-1	-1	.	.	0
3	177350001	177510000	.	-1	-1	.	.	0
3	180850001	180985000	.	-1	-1	.	.	0
3	181385001	181660000	3	181385001	181650000	0.100566	FST	264999
3	186805001	186990000	3	186805001	186990000	0.100854	FST	184999
3	187460001	187570000	3	187460001	187570000	0.0861791	FST	109999
3	191920001	192365000	3	191920001	192140000	0.0972959	FST	219999
3	191920001	192365000	3	192255001	192365000	0.106911	FST	109999
3	193925001	194005000	.	-1	-1	.	.	0
3	197015001	197065000	.	-1	-1	.	.	0
3	197205001	198045000	3	197205001	198045000	0.101428	FST	839999
3	198485001	198760000	3	198485001	198760000	0.122983	FST	274999
3	199115001	199485000	3	199115001	199485000	0.160086	FST	369999
3	200030001	200145000	3	200030001	200145000	0.0862135	FST	114999
3	200735001	201420000	3	200735001	201420000	0.149737	FST	684999
3	201450001	201605000	.	-1	-1	.	.	0
3	203265001	203335000	.	-1	-1	.	.	0
3	206285001	206425000	3	206285001	206425000	0.088335	FST	139999
3	212805001	213210000	3	212805001	213210000	0.0876708	FST	404999
3	217730001	217940000	3	217730001	217940000	0.116594	FST	209999
3	218245001	218470000	3	218245001	218470000	0.170246	FST	224999
3	219310001	219870000	3	219310001	219870000	0.136685	FST	559999
3	224635001	225155000	3	224635001	225155000	0.174724	FST	519999
3	225460001	225590000	.	-1	-1	.	.	0
3	226405001	226545000	3	226405001	226545000	0.115714	FST	139999
3	226805001	226950000	.	-1	-1	.	.	0
3	227845001	228250000	3	227845001	228250000	0.153575	FST	404999
3	229155001	229280000	.	-1	-1	.	.	0
3	229915001	230050000	3	229915001	230050000	0.0807657	FST	134999
3	230480001	230720000	3	230480001	230720000	0.137204	FST	239999
3	230860001	231070000	.	-1	-1	.	.	0
3	231440001	231490000	.	-1	-1	.	.	0
3	232345001	232590000	.	-1	-1	.	.	0
3	232955001	233675000	3	232955001	233675000	0.108	FST	719999
4	5165001	5470000	.	-1	-1	.	.	0
4	8945001	9315000	.	-1	-1	.	.	0
4	10575001	10950000	.	-1	-1	.	.	0
4	14820001	14965000	.	-1	-1	.	.	0
4	31005001	31260000	.	-1	-1	.	.	0
4	32875001	32970000	.	-1	-1	.	.	0
4	33665001	33960000	.	-1	-1	.	.	0
4	35620001	35735000	4	35620001	35735000	0.0898723	FST	114999
4	36515001	36720000	4	36515001	36720000	0.0899721	FST	204999
4	39910001	39975000	.	-1	-1	.	.	0
4	47730001	47850000	.	-1	-1	.	.	0
4	101275001	101480000	4	101275001	101480000	0.102843	FST	204999
4	116870001	117920000	4	116870001	117920000	0.100736	FST	1049999
4	127395001	127540000	4	127395001	127540000	0.0809588	FST	144999
4	133790001	133890000	.	-1	-1	.	.	0
4	134115001	134325000	.	-1	-1	.	.	0
4	134835001	135285000	4	134835001	135285000	0.104662	FST	449999
4	142165001	143550000	4	142165001	143550000	0.102167	FST	1384999
4	144405001	144845000	4	144405001	144750000	0.107457	FST	344999
4	145080001	145565000	4	145080001	145560000	0.0818362	FST	479999
4	145675001	145815000	4	145675001	145815000	0.0851778	FST	139999
4	147125001	147235000	.	-1	-1	.	.	0
4	153230001	153990000	.	-1	-1	.	.	0
4	154815001	154950000	4	154815001	154950000	0.123002	FST	134999
4	157625001	157775000	.	-1	-1	.	.	0
4	158070001	158520000	4	158070001	158520000	0.0810092	FST	449999
4	159195001	159595000	4	159195001	159595000	0.0790949	FST	399999
4	160865001	161125000	.	-1	-1	.	.	0
4	163320001	163670000	4	163320001	163620000	0.0856614	FST	299999
4	165295001	165570000	4	165295001	165570000	0.106674	FST	274999
4	171655001	173280000	4	171655001	173280000	0.141776	FST	1624999
4	173365001	173665000	4	173365001	173665000	0.107783	FST	299999
4	176840001	177030000	4	176840001	177030000	0.119128	FST	189999
4	181545001	181635000	.	-1	-1	.	.	0
4	181685001	181755000	.	-1	-1	.	.	0
4	183825001	184040000	4	183825001	184040000	0.128827	FST	214999
4	184975001	185180000	4	184975001	185180000	0.0838131	FST	204999
4	190395001	190535000	4	190395001	190535000	0.135489	FST	139999
4	190625001	190695000	4	190625001	190695000	0.083836	FST	69999
4	195940001	196020000	.	-1	-1	.	.	0
4	196090001	196225000	.	-1	-1	.	.	0
4	199080001	199300000	4	199080001	199300000	0.16254	FST	219999
4	199370001	199495000	4	199370001	199495000	0.0895727	FST	124999
4	199590001	199705000	.	-1	-1	.	.	0
4	199780001	200060000	4	199780001	199960000	0.0812464	FST	179999
4	201785001	202010000	4	201785001	202010000	0.0814914	FST	224999
4	204140001	204305000	.	-1	-1	.	.	0
4	206300001	206565000	4	206300001	206565000	0.105709	FST	264999
4	207135001	207215000	4	207135001	207215000	0.0794251	FST	79999
4	207295001	207360000	.	-1	-1	.	.	0
4	208590001	208730000	4	208590001	208730000	0.0960685	FST	139999
4	212280001	212650000	.	-1	-1	.	.	0
4	219985001	220060000	.	-1	-1	.	.	0
4	220695001	220800000	4	220695001	220800000	0.0886815	FST	104999
4	222625001	222825000	.	-1	-1	.	.	0
4	228900001	229100000	4	228900001	229100000	0.0926599	FST	199999
4	232590001	232825000	4	232590001	232825000	0.0921043	FST	234999
5	2975001	3210000	5	2975001	3210000	0.0882265	FST	234999
5	4805001	5045000	5	4835001	5045000	0.143102	FST	209999
5	5650001	5735000	.	-1	-1	.	.	0
5	7375001	7510000	5	7375001	7510000	0.0830534	FST	134999
5	8190001	8290000	5	8190001	8290000	0.0805189	FST	99999
5	10640001	10710000	5	10640001	10710000	0.0816228	FST	69999
5	14000001	14235000	5	14095001	14230000	0.0842658	FST	134999
5	16515001	16675000	5	16515001	16670000	0.127616	FST	154999
5	27900001	28250000	5	27900001	28250000	0.0806562	FST	349999
5	32975001	33075000	5	32975001	33075000	0.0838374	FST	99999
5	33325001	33665000	5	33325001	33665000	0.0894258	FST	339999
5	33835001	34085000	5	33835001	34085000	0.0835449	FST	249999
5	35135001	35425000	5	35140001	35310000	0.0841146	FST	169999
5	36130001	36630000	5	36130001	36630000	0.0845902	FST	499999
5	43965001	44065000	.	-1	-1	.	.	0
5	44210001	44390000	5	44255001	44380000	0.122398	FST	124999
5	44860001	45995000	5	45045001	45980000	0.0985735	FST	934999
5	46075001	46225000	5	46075001	46225000	0.126904	FST	149999
5	46400001	48470000	5	46400001	48470000	0.291291	FST	2069999
5	50035001	50285000	5	50100001	50285000	0.138595	FST	184999
5	50350001	50700000	5	50350001	50700000	0.0828134	FST	349999
5	58755001	61100000	5	58755001	61100000	0.234222	FST	2344999
5	72880001	74825000	5	72880001	74825000	0.12509	FST	1944999
5	74915001	75400000	5	75020001	75400000	0.195326	FST	379999
5	81340001	82610000	5	81340001	82610000	0.176442	FST	1269999
5	85000001	85120000	5	85000001	85120000	0.0854814	FST	119999
5	87370001	87530000	.	-1	-1	.	.	0
5	95915001	96050000	5	95915001	96050000	0.10865	FST	134999
5	97460001	97720000	5	97460001	97720000	0.0924019	FST	259999
5	99255001	100280000	5	99255001	100280000	0.0936067	FST	1024999
5	139445001	139775000	5	139470001	139775000	0.152653	FST	304999
5	139830001	139950000	.	-1	-1	.	.	0
5	140665001	141205000	5	140665001	141205000	0.142421	FST	539999
5	151510001	151670000	5	151510001	151670000	0.0854922	FST	159999
5	151795001	152300000	5	151795001	152300000	0.0895343	FST	504999
5	154235001	154810000	5	154235001	154810000	0.142708	FST	574999
5	173605001	173745000	5	173605001	173745000	0.145074	FST	139999
5	178370001	178630000	5	178370001	178630000	0.0964603	FST	259999
5	182780001	182925000	5	182780001	182925000	0.0884509	FST	144999
5	183010001	183115000	5	183010001	183115000	0.12478	FST	104999
5	186075001	186580000	5	186075001	186580000	0.11075	FST	504999
5	186655001	187440000	5	186655001	187440000	0.0949015	FST	784999
5	192355001	192445000	.	-1	-1	.	.	0
5	194665001	195005000	5	194665001	195005000	0.153077	FST	339999
5	206455001	206550000	.	-1	-1	.	.	0
5	213910001	214075000	5	213910001	214075000	0.0896943	FST	164999
5	216135001	216220000	.	-1	-1	.	.	0
5	218485001	218760000	5	218485001	218615000	0.0953674	FST	129999
5	221285001	221345000	5	221285001	221345000	0.0808341	FST	59999
6	64985001	65225000	6	65070001	65215000	0.130617	FST	144999
6	69855001	69960000	.	-1	-1	.	.	0
6	79815001	79965000	.	-1	-1	.	.	0
6	80390001	80475000	.	-1	-1	.	.	0
6	90925001	91060000	.	-1	-1	.	.	0
6	95720001	95830000	.	-1	-1	.	.	0
6	96580001	97145000	6	96580001	97145000	0.104354	FST	564999
6	99375001	99440000	.	-1	-1	.	.	0
6	99520001	99775000	6	99520001	99775000	0.0807853	FST	254999
6	99940001	100225000	6	99940001	100225000	0.244288	FST	284999
6	100620001	100765000	6	100620001	100765000	0.122105	FST	144999
6	102925001	103385000	6	102925001	103385000	0.182789	FST	459999
6	110480001	110625000	6	110480001	110625000	0.116666	FST	144999
6	118875001	118935000	.	-1	-1	.	.	0
6	121020001	121085000	.	-1	-1	.	.	0
6	129125001	129370000	6	129125001	129275000	0.0955941	FST	149999
6	137930001	137980000	.	-1	-1	.	.	0
6	143000001	143155000	6	143000001	143155000	0.101264	FST	154999
6	147915001	148085000	6	147915001	148085000	0.0904556	FST	169999
6	148385001	149235000	6	148385001	149235000	0.153134	FST	849999
6	151080001	151455000	6	151080001	151455000	0.123034	FST	374999
6	161200001	161305000	.	-1	-1	.	.	0
7	1815001	1915000	.	-1	-1	.	.	0
7	3005001	3200000	.	-1	-1	.	.	0
7	5065001	5245000	7	5065001	5245000	0.135663	FST	179999
7	7455001	7835000	7	7455001	7835000	0.148548	FST	379999
7	9655001	10070000	7	9655001	10070000	0.107094	FST	414999
7	14420001	14515000	.	-1	-1	.	.	0
7	18280001	18515000	.	-1	-1	.	.	0
7	19460001	20015000	7	19460001	20015000	0.155236	FST	554999
7	40750001	41065000	7	40750001	41050000	0.114755	FST	299999
7	92510001	93080000	.	-1	-1	.	.	0
7	93800001	94185000	.	-1	-1	.	.	0
7	94245001	94955000	7	94325001	94955000	0.0850794	FST	629999
7	96180001	96700000	.	-1	-1	.	.	0
7	98665001	99750000	7	98665001	99750000	0.12561	FST	1084999
7	99990001	100340000	7	99990001	100340000	0.0843956	FST	349999
7	102190001	102330000	7	102190001	102330000	0.0854385	FST	139999
7	103140001	103640000	7	103140001	103640000	0.165079	FST	499999
7	107860001	108045000	.	-1	-1	.	.	0
7	111465001	111675000	7	111515001	111675000	0.107344	FST	159999
7	123260001	123435000	7	123260001	123435000	0.084372	FST	174999
7	130010001	130175000	7	130010001	130175000	0.0869642	FST	164999
7	132025001	132075000	7	132025001	132075000	0.12208	FST	49999
7	137350001	137525000	7	137350001	137525000	0.0931006	FST	174999
7	169490001	169765000	7	169490001	169765000	0.0795012	FST	274999
7	171895001	172200000	.	-1	-1	.	.	0
7	172330001	172475000	7	172330001	172475000	0.103412	FST	144999
7	174125001	174320000	7	174125001	174320000	0.143441	FST	194999
8	840001	910000	.	-1	-1	.	.	0
8	4985001	5400000	8	5235001	5400000	0.106792	FST	164999
8	8085001	8320000	8	8085001	8320000	0.123257	FST	234999
8	9635001	9820000	.	-1	-1	.	.	0
8	11415001	11945000	8	11415001	11770000	0.0992823	FST	354999
8	12510001	12635000	.	-1	-1	.	.	0
8	12640001	13030000	8	12640001	13030000	0.132112	FST	389999
8	13580001	13750000	.	-1	-1	.	.	0
8	14975001	15380000	8	14975001	15380000	0.126053	FST	404999
8	20205001	20405000	8	20205001	20405000	0.100302	FST	199999
8	28570001	29075000	8	28570001	29075000	0.0996288	FST	504999
8	30325001	30520000	.	-1	-1	.	.	0
8	75045001	75945000	8	75110001	75920000	0.130361	FST	809999
8	77030001	77345000	8	77030001	77345000	0.100219	FST	314999
8	77900001	78910000	8	77900001	78910000	0.0830033	FST	1009999
8	80245001	80445000	8	80245001	80445000	0.0813807	FST	199999
8	80940001	81035000	.	-1	-1	.	.	0
8	81360001	81985000	8	81360001	81960000	0.0964368	FST	599999
8	82175001	82225000	8	82175001	82225000	0.292511	FST	49999
8	83860001	84100000	8	83905001	84100000	0.108457	FST	194999
8	85490001	86775000	8	85490001	86775000	0.120814	FST	1284999
8	88170001	88220000	8	88170001	88220000	0.0980973	FST	49999
8	92395001	92580000	8	92395001	92580000	0.0994612	FST	184999
8	93235001	93695000	8	93235001	93695000	0.0915738	FST	459999
8	104405001	104635000	8	104405001	104635000	0.133199	FST	229999
8	105520001	105660000	.	-1	-1	.	.	0
8	107055001	107585000	8	107055001	107580000	0.166631	FST	524999
8	109225001	109280000	.	-1	-1	.	.	0
8	109445001	110665000	8	109445001	110665000	0.114647	FST	1219999
8	112485001	112770000	8	112485001	112770000	0.120887	FST	284999
8	112910001	113430000	8	112910001	113420000	0.0926097	FST	509999
8	113640001	113830000	8	113640001	113830000	0.126862	FST	189999
8	116585001	117905000	8	116585001	117905000	0.129306	FST	1319999
8	119125001	119685000	8	119125001	119685000	0.135003	FST	559999
8	119780001	120000000	8	119780001	120000000	0.0868249	FST	219999
8	125635001	125820000	8	125635001	125820000	0.0805159	FST	184999
8	132460001	132710000	8	132460001	132710000	0.107103	FST	249999
8	133695001	134010000	8	133695001	134010000	0.101526	FST	314999
8	134475001	134625000	8	134475001	134625000	0.100763	FST	149999
8	136310001	136510000	8	136310001	136510000	0.15325	FST	199999
8	137950001	138095000	8	137950001	138095000	0.0892362	FST	144999
8	149135001	149185000	8	149135001	149185000	0.136364	FST	49999
8	150085001	150205000	8	150085001	150205000	0.0914945	FST	119999
8	170035001	170340000	8	170035001	170340000	0.131955	FST	304999
8	175305001	175420000	.	-1	-1	.	.	0
8	177495001	177575000	.	-1	-1	.	.	0
9	440001	520000	9	440001	520000	0.118074	FST	79999
9	1750001	1935000	9	1750001	1935000	0.0799	FST	184999
9	2395001	2725000	9	2395001	2725000	0.0817721	FST	329999
9	2780001	2890000	9	2780001	2890000	0.0798095	FST	109999
9	3205001	3760000	9	3205001	3760000	0.118338	FST	554999
9	10120001	10195000	.	-1	-1	.	.	0
9	10635001	10765000	9	10635001	10765000	0.124358	FST	129999
9	16595001	16735000	9	16595001	16735000	0.100058	FST	139999
9	22265001	22545000	9	22265001	22545000	0.0877331	FST	279999
9	102355001	102490000	9	102355001	102490000	0.140204	FST	134999
9	102735001	103685000	9	102815001	103625000	0.14	FST	809999
9	105915001	106090000	9	105915001	106090000	0.0945817	FST	174999
9	107085001	108280000	9	107085001	107835000	0.144715	FST	749999
9	107085001	108280000	9	107915001	108280000	0.100574	FST	364999
9	110675001	111075000	9	110685001	111075000	0.0839662	FST	389999
9	112005001	112150000	9	112005001	112150000	0.0984314	FST	144999
9	127015001	127360000	9	127015001	127360000	0.0981214	FST	344999
9	127435001	127950000	9	127485001	127950000	0.272209	FST	464999
9	129455001	129550000	.	-1	-1	.	.	0
9	129625001	129905000	.	-1	-1	.	.	0
9	132055001	132290000	.	-1	-1	.	.	0
9	132400001	132705000	9	132400001	132705000	0.115084	FST	304999
9	139260001	139415000	.	-1	-1	.	.	0
9	139480001	139655000	9	139480001	139655000	0.0918017	FST	174999
9	139750001	140115000	9	139750001	139855000	0.0810594	FST	104999
9	140555001	140905000	9	140580001	140785000	0.0936071	FST	204999
9	146695001	146755000	.	-1	-1	.	.	0
9	154000001	154410000	9	154030001	154410000	0.0870697	FST	379999
9	155325001	155405000	.	-1	-1	.	.	0
9	156175001	156525000	9	156175001	156525000	0.156433	FST	349999
9	157645001	157830000	.	-1	-1	.	.	0
10	6910001	8060000	10	6910001	8060000	0.119979	FST	1149999
10	8275001	8365000	.	-1	-1	.	.	0
10	8785001	8875000	.	-1	-1	.	.	0
10	9595001	10405000	10	9595001	10405000	0.175015	FST	809999
10	10880001	11110000	.	-1	-1	.	.	0
10	11180001	11810000	10	11190001	11810000	0.265547	FST	619999
10	12155001	12360000	10	12185001	12340000	0.140274	FST	154999
10	17800001	17900000	10	17800001	17900000	0.0837076	FST	99999
10	19250001	19350000	.	-1	-1	.	.	0
10	31560001	31710000	10	31560001	31710000	0.0880759	FST	149999
10	34055001	34320000	10	34055001	34320000	0.107867	FST	264999
10	59980001	60030000	10	59980001	60030000	0.0858723	FST	49999
10	61600001	62335000	10	61600001	62335000	0.138718	FST	734999
10	62865001	63370000	10	62865001	63370000	0.0910604	FST	504999
10	77720001	78600000	10	77720001	78600000	0.154403	FST	879999
10	78670001	78855000	10	78670001	78805000	0.135351	FST	134999
10	81290001	81400000	.	-1	-1	.	.	0
10	82580001	82975000	10	82580001	82975000	0.0846895	FST	394999
10	84590001	84870000	.	-1	-1	.	.	0
10	85310001	85475000	.	-1	-1	.	.	0
10	104175001	106025000	10	104175001	106025000	0.0953745	FST	1849999
10	106145001	106715000	10	106145001	106715000	0.150249	FST	569999
