chrom	start	stop	xpclr
8	75045001	75405000	17.8019800227896
8	75485001	75945000	30.1235453207656
8	80940001	81035000	10.3095943837013
8	81820001	81985000	17.177213300631
8	83860001	84100000	16.3494663213705
8	105520001	105660000	10.6806857029469
8	107075001	107150000	13.0000305998769
8	107270001	107585000	21.8306843096283
8	109225001	109280000	12.7304620915684
8	109450001	110095000	20.30223981908
8	113235001	113430000	15.0511357819904
8	117570001	117725000	13.140725091455
8	170065001	170250000	16.1575343021332
8	175305001	175420000	9.4024692202226
8	177495001	177575000	9.43683764682078
9	3300001	3715000	13.2727807605426
9	10120001	10195000	14.9853529344987
9	10685001	10745000	9.81376541808169
9	102735001	102950000	17.0676970387837
9	103280001	103685000	10.895092283179
9	107095001	107425000	32.3471202441827
9	107745001	108250000	16.6386397863512
9	110675001	110790000	9.37150049235242
9	127070001	127340000	22.552460408815
9	127435001	127890000	59.5107035408372
9	129455001	129550000	11.0529490449491
9	129625001	129905000	19.2735713975653
9	132055001	132290000	10.1096168644665
9	139260001	139415000	14.0516171927945
9	139840001	140115000	13.3503827684852
9	140555001	140905000	12.3053831496962
9	146695001	146755000	10.8109015702228
9	154000001	154395000	26.2955981185436
9	155325001	155405000	15.7170470598466
9	156270001	156515000	39.452636600377
9	157645001	157830000	11.3632014290139
10	7440001	7850000	20.2400564458554
10	8275001	8365000	15.0799360588528
10	8785001	8875000	14.0368599350286
10	9640001	9995000	21.5765881240314
10	10880001	11110000	13.7768168016353
10	11180001	11350000	73.1894427023819
10	11420001	11485000	56.5749257179814
10	11620001	11770000	10.4249298391043
10	12155001	12360000	33.38285061005
10	19250001	19350000	11.5088121123764
10	61655001	62095000	14.1525409333271
10	78700001	78855000	41.6978816678642
10	81290001	81400000	9.42046536911224
10	84590001	84870000	12.1013725078978
10	85310001	85475000	11.868693697073
10	107055001	107120000	9.69177475287
10	116780001	117080000	23.3405917634643
10	118220001	118370000	29.799151017466
10	118570001	118730000	20.9208952620543
10	125535001	125810000	19.9395968490816
10	139590001	139830000	21.3890332913018
10	144995001	145045000	10.1564329390176
10	145170001	145325000	12.5342970884494
10	145700001	145850000	11.7685800955982
