trait	p12	p13	p23	eff12	std12	eff13	std13	eff23	std23	Nhap1	hap1	Nhap2	hap2	Nhap3	hap3
HN.S	0.468833212354636	0.580809804428639	0.459859375660556	-0.00140177345316935	0.00193129749866351	0.00156905066873214	0.00283345517887448	0.00247130938454317	0.00333359630431827	93	0.185622883688172	104	0.182716383932692	28	0.185968186285714
HN.Zn	0.124084000822628	0.344795153011814	0.0514830549215277	-1.43012334210014	0.92550139966609	1.54264775112158	1.62580525628799	2.88451749920121	1.46562687239034	88	28.6985346718182	93	26.6672613227957	26	27.2770802803846
LN.B	0.58433549636189	0.871553030866219	0.372836957767982	-0.200818488664703	0.36642260417196	0.0919387056477025	0.567287763753471	0.554213186038104	0.619488090976647	89	14.9045180851685	96	14.3329191771875	25	14.774881736
LN.Ca	0.555406343953422	0.911685746327173	0.420073000783246	-0.0062615855131722	0.01059920808178	0.0019886779836915	0.0178900418570488	0.0155522667049917	0.0192233557718186	90	0.335586140844444	99	0.322295285414141	28	0.350962016142857
LN.CHL	0.462244854094152	0.656616226249845	0.679443291909139	-3.58333661766858	4.86427418021413	-3.79704932711441	8.51834701563443	-3.08117799618682	7.43886647606344	92	285.493777978261	101	274.527336980198	28	288.780490321429
LN.Cu	0.794926797494793	0.7598190246231	0.952927568578246	0.0640900968621584	0.246171899492057	0.109185879765773	0.356118613916159	-0.0243384814377158	0.411362092120409	76	6.79019424418421	91	6.65206636063736	24	6.72999039333333
LN.DW	0.195994231841024	0.21058680844245	0.763452300943205	0.186437149355022	0.143666317462692	0.292008171801927	0.231880919381549	0.0679380911954991	0.225253148021357	88	5.70188146548864	103	6.07003732778641	27	6.05994531381481
LN.Fe	0.0703998616434893	0.559118320809947	0.915101819874144	-1.782585500674	0.979679033914534	-0.907176834806889	1.54845597204989	-0.177364565535143	1.66040885907192	92	76.2929614905435	103	73.8783590873786	28	75.673493755
LN.FW	0.174983092595051	0.146872496601546	0.402452886294078	0.905668431929208	0.665182265437856	1.53268602127909	1.04928124939779	0.861459684908093	1.02541768184378	90	22.9771150233333	102	24.920242622451	28	24.5329964271429
LN.K	0.503545001877839	0.212738658542525	0.309969709525279	0.022441593917974	0.0334856602825081	0.0629453482575182	0.0502371572781331	0.0562154105871549	0.0551477151741429	93	2.18109826792473	104	2.26098378793269	28	2.16111285753571
LN.LA	0.353160074000429	0.135273222423194	0.378761790523607	22.8160300380891	24.5130783172359	58.6827887280325	39.0079278899699	32.4504286423555	36.7391580827347	90	1041.14122883778	104	1102.00247143173	28	1091.70688052143
LN.Mg	0.964934790829142	0.421134894727601	0.111415461038998	-0.000262212505371228	0.00595664314000387	0.00855261000814033	0.0105931772918769	0.0146670394866611	0.00914914666194661	91	0.15660559832967	103	0.154297249504854	28	0.160952293
LN.Mn	0.948768733636002	0.212062431247977	0.356035929116195	-0.179782299059556	2.79367574761447	6.87838197617753	5.47519082701687	4.45854993687561	4.81045698324622	76	55.3575494569737	90	54.4904771828889	25	58.6967381852
LN.N	0.0614720460732604	0.53693666785487	0.929860182013942	-0.0419548282576341	0.0222983866450579	-0.0232443122302377	0.0375315602552717	0.00312622767143569	0.0354436687629896	91	2.03732848693407	99	1.9693752580404	28	2.01657069092857
LN.P	0.609335903017769	0.0686018575905884	0.0647787825179097	-0.00198333032937667	0.00387467027492033	0.0112605763753168	0.00612509583412173	0.0123507008943542	0.00662870056012478	92	0.29766780501087	103	0.294668210339806	27	0.304116605148148
LN.S	0.110242515539776	0.802614011964959	0.424875005962594	-0.00502536472692031	0.00313161094277392	0.00135091910384264	0.00539161706655025	0.00418212394401904	0.00522379095060741	89	0.162320291797753	103	0.152166887417476	28	0.164136239035714
LN.Zn	0.260584380841314	0.672304112663407	0.983718737616432	-1.02624951365408	0.908721566795204	-0.61945636124282	1.45946382003004	-0.0280750265538161	1.37235541794297	69	21.940246457971	84	20.6122219816667	22	20.4381008581818
HN_LN.B	0.815694716473789	0.713622549632748	0.494738788193635	-0.00909470044118589	0.038956752725945	-0.0247096789960066	0.0671496672161644	-0.039766300345009	0.0580336072620752	87	1.17123257683908	84	1.12240229692857	24	1.13557075120833
HN_LN.Ca	0.533153579511538	0.889112762571639	0.584116385553824	0.0219996471433049	0.0352330909301238	-0.00683456468502461	0.0489075336957733	-0.0378879104021047	0.0690244813217593	90	1.25207899914444	95	1.30450487851579	27	1.23695964177778
HN_LN.CHL	0.637203631999264	0.776864983009487	0.955385250157333	0.0113299921302903	0.0239851296275198	-0.0106506508689167	0.0374918306824525	-0.00231505359422292	0.0412969342957297	92	1.41631260933696	102	1.45572261683333	27	1.4084477842963
HN_LN.Cu	0.211392600279651	0.127589887691927	0.2269368524424	0.0625954819812957	0.0498822517178586	0.128246579783178	0.0834094507840675	0.110351579010702	0.0907888237053976	75	1.66095369245333	87	1.74447130097701	22	1.79150256145455
HN_LN.DW	0.498142571912001	0.100370251513338	0.0740602020668401	0.0214240948261361	0.0315610861088798	-0.0813389601233628	0.0490805481573396	-0.0981669876859222	0.0544609706392924	87	1.21812618485057	95	1.27567607632632	26	1.16791642153846
HN_LN.Fe	0.109692055419429	0.65617104458057	0.758357534700792	0.0267821782851534	0.0166644521223529	0.0115234573014243	0.0258160653240676	-0.0096653374625423	0.031349129339609	92	1.33961935788043	102	1.37517688317647	28	1.34828087696429
HN_LN.FW	0.502907662710293	0.236891583937358	0.141149305474283	0.0245607188693199	0.0365862082903313	-0.0627008883439217	0.0527218604721009	-0.0928515171711487	0.062668356876708	87	1.27229381217241	93	1.33993921449462	28	1.25804802403571
HN_LN.K	0.620536486177374	0.18566711235283	0.133466838601789	-0.00635097904125632	0.0128071348794002	0.026612388085329	0.019988233974165	0.0327365979616743	0.0216764532369867	93	1.05678054443011	104	1.03104884088462	28	1.08674833935714
HN_LN.LA	0.784242138465709	0.521715783259356	0.656045436265684	-0.00613071733100945	0.0223598095981531	-0.0220858356453066	0.0343637373093596	-0.0170702831632991	0.0382371328438608	90	1.14866215642222	104	1.15870617886538	28	1.14810158382143
HN_LN.Mg	0.983471179174351	0.876840015553844	0.659077225499416	-0.000757817735606284	0.0365301145460181	-0.00832110984576557	0.0535723467125111	-0.0274894517836377	0.0621578836617899	91	1.34751246556044	101	1.37662431668317	28	1.33201586417857
HN_LN.Mn	0.498295181092869	0.733981454737175	0.57970415052642	0.0397584988290983	0.0585667310333555	-0.027326330847519	0.0801562524264177	-0.0571202485546782	0.102795630877118	71	1.338178118	81	1.42884808644444	22	1.31133505454545
HN_LN.N	0.182280366549797	0.254025731064994	0.501160236789032	0.0201153028231763	0.0150246285457067	0.0277570899657176	0.0242121630549969	0.0172490598205218	0.0255659280876471	91	1.39389122876923	98	1.42505939588776	28	1.41247413796429
HN_LN.P	0.19974473672733	0.429048376000499	0.167217104027829	0.0142049726431326	0.0110391600921137	-0.0150153415266412	0.0189187629732592	-0.0246304854654876	0.0177289403128146	91	1.00452384454945	103	1.0075612692233	27	0.984829660888889
HN_LN.S	0.116623759836879	0.683610022300057	0.876794206042462	0.0304531932218671	0.0193172128554298	0.0135322690909881	0.0331182461577409	-0.00506535284451888	0.0326050565932313	89	1.15669528693258	101	1.21237313869307	28	1.15086458328571
HN_LN.Zn	0.989455966109874	0.0544946188406969	0.037953096892369	-0.000617969712152815	0.0466749041359735	0.161995193053791	0.0830248317650748	0.166430713566437	0.0790248922990929	65	1.32950682647692	75	1.325372508	21	1.363544734
G_N	0.040482631248514	0.06371748692604	0.426242325833374	-0.165981931944315	0.0803767377755061	-0.255558748075809	0.136237876895354	-0.123422951333497	0.154548840553811	78	3.37987179487179	92	3.0575	23	3.05826086956522
G_CHL	0.571395539012182	0.94851476368615	0.700635613453741	7.81300929000403	13.7761925955754	-1.46828683257152	22.67936268841	10.2227844589184	26.519859692393	78	518.914102564103	91	488.294505494505	23	520.630434782609
G_FW	0.263441466028705	0.748792632563562	0.862661167226734	-2.77321946538599	2.47135805040015	-1.21244285668263	3.77516782510269	0.781021531011399	4.50434183198282	77	31.3935064935065	92	34.4798913043478	23	33.3173913043478
G_LA	0.102930671061452	0.482802468380075	0.966271907526452	-149.091500559534	90.91179718047	-96.0517776016247	136.327085399374	-7.19507933354206	169.771847532951	77	1290.19553246753	92	1371.37820978261	23	1306.75739130435
G_DW	0.275547395422281	0.951353051371882	0.904621815873985	-0.539648579373338	0.493278075849736	-0.0471607990546409	0.771011921100361	0.109083287950843	0.908259005716356	78	7.40461538461538	92	7.90945652173913	23	8.0004347826087
G_LWC	0.812237961998205	0.948614450154429	0.676110651892604	0.00147965482301372	0.0062190542672351	0.000706500559036437	0.0109336051796069	0.00455690034452601	0.0108784174897869	77	0.75577012987013	92	0.765048913043478	23	0.75654347826087
G_Thickness	0.0816068759912984	0.24356994971149	0.797873680417404	2.8540995413942	1.62885803758769	3.08835858988396	2.63197966558402	0.756780594916649	2.94787139369049	77	58.2881818181818	92	59.1919565217391	23	62.1560869565217
G_P	0.604787321990991	0.742545456489684	0.92750213892698	-0.0134067253636234	0.0258555490359767	-0.0137613531936073	0.0417727334032291	0.00435330456399535	0.047735314513372	78	0.461025641025641	92	0.417065217391304	23	0.42304347826087
G_K	0.462864440573648	0.00623654468391314	0.0144788042414517	0.0705164617039822	0.0958294423761715	0.425919371134478	0.152291011408573	0.519582890415528	0.209126999088311	78	2.50525641025641	92	2.50380434782609	23	2.71695652173913
G_Mg	0.457518118978183	0.596651856102735	0.694100712276516	0.016295657854657	0.0218824540655085	0.0173262515901557	0.0326300720160182	0.0161997858607107	0.0410817762492431	78	0.256410256410256	92	0.271630434782609	23	0.240434782608696
G_Ca	0.668652949006238	0.86022918145791	0.988414185513308	0.0274655563385929	0.0640572527117751	-0.0185548648394262	0.105093435637651	0.00172759661836693	0.118700717910669	78	0.808205128205128	92	0.764782608695652	23	0.697826086956522
G_S	0.814463686223196	0.729392146513409	0.689622449778241	-0.00597188817534222	0.0254072062556595	-0.0166992159316221	0.0481321927730682	-0.0159984148823765	0.039953901274743	78	0.387307692307692	92	0.327282608695652	23	0.338260869565217
G_Na	0.39459514784685	0.793020164375432	0.876480883953512	0.00015531474419357	0.000181964556172214	-7.58167199322395e-05	0.000288142435563613	-5.82244075514147e-05	0.000373726705195512	78	0.00171794871794872	92	0.00184782608695652	23	0.00191304347826087
G_Fe	0.862369203507482	0.355354296947463	0.654008351121689	0.682032274171539	3.92808195050816	-6.02491147636026	6.48720346476253	-3.13026133015916	6.96501372651371	78	97.9230769230769	92	93.9130434782609	23	91.1304347826087
G_Mn	0.264257461472249	0.860903518517298	0.722539763722907	7.79404461831454	6.95774113152515	1.98498095273352	11.297870193322	-4.42746869393119	12.4375215044435	78	60.0897435897436	92	54.6521739130435	23	47.9130434782609
G_B	0.473238077645745	0.355602041812211	0.0739686444657129	-5.31913274853195	7.3993012381487	14.5834709133555	15.7105865767204	18.2218046563	10.1008000245935	78	71.9871794871795	92	52.5652173913044	23	58.6521739130435
G_Cu	0.452721598890212	0.536694601646338	0.77159746401388	-0.714676978429705	0.949524186473142	-1.19762363120248	1.93149847339959	0.367450951059561	1.26270762243152	78	13.4871794871795	92	11.2934782608696	23	11.1739130434783
G_Zn	0.70278487389298	0.304660939263575	0.558619107353117	-3.11365808569465	8.14609715239674	-13.6530061129504	13.2295442947664	-8.12273191833329	13.845193431325	78	99.2051282051282	92	79.2608695652174	23	68.0434782608696
CobDiameter	0.168902243418828	0.637265187660632	0.75139598370264	0.478797751826481	0.346930210044198	0.236732030856823	0.500893524563816	-0.193402372717172	0.609384719686488	107	25.1970744788785	127	25.6058878390551	30	26.002109909
CobWeight	0.122396898180098	0.766906276779442	0.378118260927879	0.875429414765676	0.564602627697876	-0.265002407115892	0.892157205592497	-0.879714592442147	0.99520652111978	107	15.7000607837383	127	15.9972054485906	30	16.1008113311667
DaystoSilk	0.637898711415708	0.373735448058162	0.496978671962333	0.449551778788277	0.953921586563002	-1.25395770847117	1.40495423445262	-1.07956327906106	1.5855239326483	107	76.7606522284112	127	81.8462756997638	30	76.5453516093333
DaysToTassel	0.42247850100335	0.462532159685268	0.487970497632618	0.718490097709911	0.89412228297615	-0.961117296254917	1.30439149006464	-1.04544288822593	1.50372928841678	107	75.059987404486	127	80.4701823940158	30	75.2207442053333
EarDiameter	0.374828823685848	0.79216739223435	0.743430603597378	0.412038687364418	0.463377474269554	0.182241106767138	0.690224787338955	-0.263076103892234	0.802270629847614	107	36.5602725129907	126	36.6848048465079	30	37.7722562313333
EarHeight	0.836570180851126	0.576450165484362	0.434779072338273	0.464248816976111	2.24798758631792	-1.66904715151967	2.98061049794392	-3.11430575167904	3.97682694873306	107	60.8376900566355	127	67.7112626532283	30	63.6446342513333
EarLength	0.107286377011935	0.112148268948098	0.0158807528122856	3.48178909836739	2.15343384812128	-5.46274898017529	3.41574557230948	-8.89634268910167	3.64757998577141	107	128.161722631028	127	129.000585845039	30	123.245164782333
EarRankNumber	0.0740398158756386	0.793483124674326	0.240388721745135	0.556050762738948	0.309805515527247	0.137169009824357	0.522864047468037	-0.623168534243297	0.528696679546523	102	21.2605323268627	125	21.45365190024	30	21.5973034216667
EarRowNumber	0.00420543755242981	0.100440887090466	0.914397089062372	0.595751952894861	0.206039190309238	0.559033273874961	0.337925669699859	0.040098880301317	0.372409443857254	107	13.2418326578505	126	13.3975375788889	30	14.3534292666667
EarWeight	0.0183810466771269	0.231064261714928	0.00721561223235192	5.01333777120716	2.11087651286238	-3.98866924856523	3.31513517909424	-9.96135643103136	3.65688093487389	107	64.2032050651402	125	65.85978490024	30	64.5125895816667
GDDAnthesis.SilkingInterval	0.282920903517179	0.185059797988584	0.957469408996273	-2.10522000454643	1.9559593101821	-4.14765812896513	3.1131750957901	-0.181637302187224	3.40033366914646	107	25.3568050801776	127	22.1871424568189	30	20.9478230222333
GDDDaystoSilk	0.830546960550566	0.291285572225974	0.464622326759835	2.59472379211016	12.1110343920403	-19.9014858991204	18.7830091055918	-14.1544208425916	19.3074439740889	107	902.31993748972	127	954.534085148819	30	899.990583693333
GDDDaystoTassel	0.568542555939264	0.513807729857502	0.546665349804614	6.7290617052494	11.7841779400231	-11.6718823525606	17.8281562419617	-11.5084262438165	19.0499426533016	107	879.681811664486	127	941.348480271654	30	885.02030028
GerminationCount	0.946598315608985	0.137510082103678	0.697422054302338	-0.0121431056802719	0.181098146426447	0.453952578509546	0.303809832076048	0.109906458680258	0.282144305370687	107	6.58683094202804	127	6.25602312340158	30	7.03613201606667
LeafLength	0.327306252063375	0.802222391607232	0.364943617965879	12.3386172095971	12.5692107804411	-4.49703781271698	17.9181492538282	-19.6925483864689	21.6709666700291	107	713.192596456075	127	766.585370852756	30	718.66049823
LeafWidth	0.829323875259611	0.964237338341369	0.527494711290029	0.380917668186628	1.76501749295575	0.128741155300471	2.86587970618681	-1.72822032553114	2.72894724883606	107	83.8788604730841	127	87.1910253799213	30	84.3337347496667
MainSpikeLength	0.221638529018462	0.153518550936724	0.0735614114573678	6.28672407230738	5.12984508575069	-10.6493924817568	7.41874893912979	-16.1279269498366	8.9510939427959	107	227.814250425234	127	235.637947955118	30	214.544758806667
MiddleLeafAngle	0.0364414647104373	0.719607899638104	0.170968576187003	1.95009177170927	0.926512545087817	0.556850868335133	1.54785122244831	-2.24180952674098	1.62931941656027	106	60.3029989978302	120	63.85921763225	30	61.6506865773333
NIROil	0.550099390386584	0.971557217679194	0.975411225809296	-0.0562917925711343	0.0940526690307117	-0.00582034071304697	0.162927549281953	0.00443067526719985	0.143504344607322	107	4.34597341980374	123	4.39852268054472	29	4.18247252648276
NIRProtein	0.766343818299048	0.281665533647938	0.568736764715963	-0.0440853835343054	0.148176045409727	0.24168519231853	0.22356734902169	0.15296910362152	0.26780335359137	107	14.1837741426168	123	14.0433565243089	29	14.1708113744828
NIRStarch	0.591760051164282	0.629411112831076	0.54332170021656	-0.15079151912302	0.280774623464388	0.213041699377305	0.440447925807172	0.304955993231869	0.5005712437056	107	66.575198431215	123	66.3992579433333	29	67.2012379527586
NumberofTilleringPlants	0.338123044931283	0.911335987224461	0.253599674829837	0.0351899221691572	0.0366603762003577	0.00611315662464092	0.0547934540689506	-0.0652851134738639	0.0569682402032746	107	1.27611075153271	127	1.29151521529921	30	1.2580020118
PlantHeight	0.871637018627182	0.817900732034877	0.616971516325963	0.454978565118097	2.81266632931391	-0.92414904164988	4.00575085565079	-2.47950081973951	4.94735445962824	107	131.755521589813	127	137.856950311811	30	137.312181428333
RowQuality	0.58257613340773	0.732149635621296	0.87969121787007	0.00792864023046327	0.0144049367109107	0.00835070480991896	0.0243462085110435	-0.0037925718084467	0.0250143996884458	106	2.19052703819811	127	2.19617910070866	30	2.1901924483
SecondaryBranchNumber	0.397777829165084	0.0145354038483905	0.0636333673361495	0.136730034929125	0.161393806877561	0.562393397236126	0.227098538482814	0.583918580998312	0.312526136087334	107	1.67282679403738	127	2.29206928761417	30	2.0405054876
SeedSetLength	0.0894115691800247	0.233251489267414	0.0267126964239905	2.94040938393677	1.72379554272684	-3.31671844390668	2.76966519115423	-6.72921220881024	3.00736961787054	107	111.398101672897	126	112.187726375794	30	107.794007912667
SouthernLeafBlight	0.386751415679073	0.639390773838992	0.765155352220668	0.112957480402295	0.130258476050444	-0.108927099088175	0.231939966462757	-0.0643673247539092	0.215092914009991	107	6.41154815568224	127	6.96991324185039	30	6.58772647763333
Spikelets.MainSpike	0.391281076873328	0.0134095274051083	0.0392646451579409	0.404794260945444	0.471277176960621	2.00952036812736	0.801739526309013	1.79184394035901	0.861682500258943	107	23.5468048245794	126	23.235114852619	30	25.0233149373333
Spikelets.PrimaryBranch	0.294894991819088	0.900696258881046	0.602213529246424	-0.437010703626465	0.416257018990501	0.0844768874773164	0.6756956550757	0.356291333074897	0.682133313908616	107	15.8060276343271	126	15.0450479376349	30	14.9215269363333
StandCount	0.402732523468348	0.418319222361627	0.935923947910486	0.0625658431658279	0.0746335804009941	0.089975017865256	0.110822349466263	-0.0105292607891798	0.130754201970718	107	7.58904466591589	127	7.62804639802362	30	7.73976013933333
TasselBranchLength	0.260057552324184	0.80274976989257	0.937313273204031	4.74528833619011	4.20289887831896	1.88978522112447	7.55028650545005	-0.559682100078347	7.10460000881146	107	195.459204597196	127	210.067857992126	30	189.541419176667
TasselLength	0.186003801703534	0.946167331554237	0.509760512123744	7.25171015420233	5.4669038014536	-0.624485035787866	9.23123943529268	-6.18794918513591	9.36476537230142	107	317.343745365421	127	336.056117316535	30	307.99161135
TasselPrimaryBranches	0.46007591848719	0.000675798968287002	0.000267082279953377	-0.437683820932563	0.591488326289431	3.20500398970091	0.920500365267018	4.02753234788891	1.07895804168677	107	10.1938966364673	127	11.5015817201339	30	11.6385556623
TilleringIndex	0.163054352700407	0.585774348955104	0.24636969701382	-0.0109435883256268	0.00782035313057249	0.00817939263823804	0.014972043115332	0.0139428422222954	0.0119814911880239	107	0.579538527420561	127	0.578467500007874	30	0.585791489466667
TotalKernelVolume	0.0442160053677256	0.525275874320033	0.480723245233461	2.22516882365749	1.09952646001058	1.19369718355102	1.87383052741906	-1.38296781013496	1.95627482512092	100	59.6751951236	123	61.1145255047154	29	61.4681668951724
UpperLeafAngle	0.0517371304509632	0.781152566474795	0.0203980680926323	3.0210553043343	1.5448801255484	-0.763770817706437	2.74357904642793	-5.52631029014202	2.35812946768728	107	53.8927064790654	127	61.752348541811	30	60.7836667363333
X20KernelWeight	0.422554503265899	0.0791359925082993	0.118411727013777	-0.079306298579411	0.0987070525200762	-0.282253464148576	0.159509619159343	-0.247975158690042	0.15790423425621	106	4.61242498669811	126	4.54743986466667	30	4.38565651723333
X.1060..pyruvic.acid..6.714.	0.204528272401149	0.595264762620823	0.696594707079982	-0.00036058095863378	0.000283076645216962	-0.000303393964135656	0.000569276314413812	-7.28269124405843e-05	0.000186289109095026	79	0.000454876139240506	91	7.35802417582418e-05	25	0
X.971..oxalic.acid..7.883.	0.702955650713271	0.00420888953858186	0.100829853412108	-8.56590787575086e-06	2.24230931632866e-05	-0.000105965839131845	3.61577125556925e-05	-5.65212238189267e-05	3.41520095395831e-05	78	0.000264366282051282	88	0.000237557113636364	25	0.00018984836
X.6287..L.valine.2..9.151.	0.923505512671344	0.0709680560951172	0.0455455291372729	0.000169841488221779	0.00176609691313686	-0.00517298619809684	0.00283370416876409	-0.00538761790310427	0.00266377367668921	78	0.016737943	90	0.0166104969555556	25	0.0133736646
X.700..ethanolamine..9.879.	0.618070792435923	0.381252009826275	0.415149115947689	-0.000435327294037167	0.00087144145440136	-0.00118723755940196	0.00134968862622098	-0.00118322210464931	0.00144650459697341	77	0.00636761627272727	90	0.00626836677777778	24	0.00536591008333333
X.6106..L.leucine.2..9.945.	0.686808329296479	0.0141259187501617	0.34460472401996	0.000541130775042986	0.00133974566993998	-0.0033315131966317	0.00133326426879338	-0.00243969523524874	0.00257039178368369	78	0.00545943066666667	91	0.00622805298901099	25	0.00423664768
X.938..nicotinic.acid..10.27.	0.274595792580193	0.927925718327498	0.354351242949393	-0.000120022326559835	0.000109467524224248	1.5930585432204e-05	0.000175639635518894	0.000163185286056674	0.000175396892049324	75	0.000978016453333333	85	0.000832999694117647	23	0.000801746739130435
X.791..DL.isoleucine.2..10.225.	0.884629077493613	0.0953956230280619	0.348729712559411	-0.00011411147369136	0.00078517557539338	-0.00237663757148058	0.00141115371038669	-0.00110286608126832	0.00117187839648307	77	0.00553393214285714	90	0.00520816598888889	24	0.00481755058333333
X.444266..maleic.acid..10.323.	0.028499339439379	0.00754288845331419	0.339109475958682	1.56841230228605e-05	7.09613486605178e-06	2.81481320939659e-05	1.03165527042051e-05	1.3741010759069e-05	1.43108730971353e-05	78	4.28961923076923e-05	88	5.67290227272727e-05	25	5.756736e-05
X.439194..glyceric.acid..10.735.	0.353858850772885	0.602854396368802	0.82531107465987	-0.00105106054312017	0.00113045722827013	-0.000979490468438658	0.00187651212401766	0.000441165050773499	0.00199400242856429	79	0.0140459876075949	90	0.0138585324777778	25	0.01176903836
X.444972..fumaric.acid..10.94.	0.747582686327818	0.75600225602145	0.214074235276533	0.00023750504476051	0.000736745810146417	0.00041036581354584	0.00131697726499773	0.00166144452599474	0.00132951170658129	79	0.0076392602278481	90	0.007177513	25	0.00869675412
X.439742..beta.cyano.L.alanine..11.288.	0.43327936758323	0.979972202649386	0.786631816005378	0.00155384459021784	0.00197812718729382	4.92747922089431e-05	0.00195789177805308	-0.00105018715455161	0.00387034175750174	79	0.0044742906835443	91	0.00700535936263736	25	0.00386434984
X.6288..L.threonine.2..11.464.	0.595025919277042	0.39174525120239	0.397785580874729	0.000662839493123526	0.00124451678339121	0.00223122078972346	0.0025937740846966	0.00232645890148243	0.00274058628014574	79	0.0143297680632911	90	0.0151590947111111	25	0.01615945052
X.239..Beta..alanine..1..12.044.	0.858461680370076	0.498245048655604	0.170919289003539	0.000110170730036309	0.000616810906777211	0.00131997261538655	0.00194183156260474	0.002692703598636	0.00195369468472693	79	0.00547906820253165	90	0.00528189686666667	25	0.00621253316
X.12647..L.homoserine.2..12.359.	0.448136544386335	0.65536617959862	0.581912692926739	0.000168919097353792	0.000222156090144113	0.000211313456888491	0.00047201016607643	0.000302239220077175	0.000547309103430215	78	0.00234409880769231	90	0.00240869006666667	25	0.00239922504
X.5960..aspartic.acid.2..13.207.	0.155749987337122	0.921262180556295	0.909819298144348	0.00359579344033287	0.00252140587464373	0.000398115377852103	0.00401745908013558	0.000537680668100402	0.00473602677262576	79	0.0721339979240506	89	0.0758720508988764	25	0.07157907376
X.5810..trans.4.hydroxy.L.proline.2..13.267.	0.719313097185188	0.385035663202686	0.280813375947852	-0.0001061483898512	0.000294859691016239	-0.000453829890006531	0.000520136535641648	-0.000383592406013008	0.000353925479428729	79	0.00117290287341772	90	0.00120170787777778	25	0.0008286624
X.119..gamma.aminobutyric.acid..GABA...13.326.	0.32478973862678	0.713038381704684	0.892872192247191	0.0042620047590863	0.00431555147356972	-0.001390121682108	0.00376895351172516	-0.00125069550852511	0.00926597738441044	79	0.0121829112658228	92	0.0159185651521739	25	0.01491057528
X.5460407..threonic.acid..13.652.	0.230613266847132	0.696038607308229	0.568284232259445	-0.000623105628347376	0.000517851726549795	-0.000316697944485684	0.00080828872724837	0.000499232758913364	0.000872321765166043	79	0.00815392392405063	90	0.00798166168888889	25	0.00769508952
X.1001..phenethylamine..13.742.	0.171889077135225	0.315626281237619	0.755373297855975	-0.000493609662330524	0.000359733147822172	-0.000704910787563837	0.000698901649390583	0.000153848068273936	0.000492565674389201	79	0.0018882893164557	90	0.00100452995555556	25	0.0026327516
