trait	p12	eff12	std12	Nhap1	hap1	Nhap2	hap2
GDDDaystoTassel	0.404450284395371	-12.0615859433607	14.4437831444903	34	902.343476673529	229	908.617087727948
GerminationCount	0.192525398844401	0.297362307599093	0.227591632243566	34	6.30492666920588	229	6.50288058263319
LeafLength	0.444530275706306	11.949932120207	15.6057062971943	34	711.274472202941	229	740.530624719214
LeafWidth	0.344152719113769	-2.07609252761079	2.19059022379578	34	86.4475933394118	229	85.3342048082096
MainSpikeLength	0.365002770166646	5.77704852187408	6.36607295224448	34	223.252623888235	229	230.197616269432
MiddleLeafAngle	0.981178591553001	-0.0291048879964561	1.23247765982559	33	61.4691235484848	222	62.1476258054054
NIROil	0.676993283047467	0.0480147074299206	0.115128546551247	34	4.28877871329412	224	4.36293516775446
NIRProtein	0.411289091306592	-0.153751827325014	0.186821165635147	34	14.2580333873529	224	14.1041887710714
NIRStarch	0.756277587376957	-0.109466784077202	0.352312747527785	34	66.7018248867647	224	66.5087916592411
NumberofTilleringPlants	0.529512319375241	-0.0278414526684949	0.0442207362841851	34	1.31153809735294	229	1.27716788522271
PlantHeight	0.777914727196802	0.985786014406829	3.49157504760837	34	133.062980325882	229	135.428572340437
RowQuality	0.0606955671634682	0.0350576403686915	0.0186082199570673	33	2.16577813069697	229	2.19693192408297
SecondaryBranchNumber	0.519377112884752	-0.134015520985715	0.207714676251893	34	1.93798508835294	229	2.00256922868996
SeedSetLength	0.563795110776627	-1.27555065928506	2.20697608068333	34	112.780683773235	228	111.071245884474
SouthernLeafBlight	0.270757137887671	0.18532953673521	0.167918517186754	34	6.46846593376471	229	6.73471169540611
Spikelets.MainSpike	0.272739366054325	0.682134178375373	0.620612089938022	34	23.1692554970588	228	23.6576841044298
Spikelets.PrimaryBranch	0.379099621807171	0.456194124194412	0.517769004993581	34	14.9184217112647	228	15.4131938956228
StandCount	0.280351784427335	0.10050499233752	0.0929053920953258	34	7.53163962926471	229	7.63236150727948
TasselBranchLength	0.603082103855839	2.88123103468035	5.53429292828029	34	194.199135894118	229	201.940286632751
TasselLength	0.64939607560738	3.2129876463792	7.05944255086385	34	317.111721464706	229	325.301780950218
TasselPrimaryBranches	0.981984295803876	-0.0175153456182808	0.774906994670184	34	10.4728545644118	229	11.110522099559
TilleringIndex	0.411307238344595	0.00834861853930328	0.0101449808626248	34	0.572126421205882	229	0.581120403048035
TotalKernelVolume	0.0880646663397742	-2.45569487956864	1.43398251040903	32	62.8550720234375	219	60.2942907422831
UpperLeafAngle	0.708221959749961	0.750844380669559	2.00407479391853	34	57.5989142891176	229	58.3621179027074
X20KernelWeight	0.388161972318881	-0.106334599505073	0.123011493798998	34	4.63160295664706	227	4.54426494189868
X.1060..pyruvic.acid..6.714.	0.990643253272671	3.77892139781053e-06	0.000321809271025969	28	0.000239135785714286	166	0.000216477198795181
X.971..oxalic.acid..7.883.	0.0116962411322884	-6.64537155625411e-05	2.60963152317928e-05	27	0.000298077296296296	163	0.000233366049079755
X.6287..L.valine.2..9.151.	0.391213589899752	-0.00174338757027549	0.00202858173475881	28	0.0176666994285714	164	0.0157740890914634
X.700..ethanolamine..9.879.	0.55681011901122	-0.000603053464129579	0.00102445828818058	27	0.00673864814814815	163	0.00615437636809816
X.6106..L.leucine.2..9.945.	0.337799291813844	-0.00148262783871547	0.0015428377994417	28	0.006958879	165	0.00543416589090909
X.938..nicotinic.acid..10.27.	0.948030477922691	-8.33669665642596e-06	0.000127720876842134	27	0.000846407666666667	155	0.000890050412903226
X.791..DL.isoleucine.2..10.225.	0.0638557631480995	-0.00172507217993757	0.000925290861459677	28	0.00695581207142857	162	0.00500298898148148
X.444266..maleic.acid..10.323.	0.408604160918635	7.44556836620828e-06	8.98967195134854e-06	27	4.33585555555556e-05	163	5.22856441717791e-05
X.439194..glyceric.acid..10.735.	0.459518868005668	-0.00101552501137253	0.00137017610686912	28	0.01419951475	165	0.0135348681212121
X.444972..fumaric.acid..10.94.	0.30955863834576	0.000917016105689889	0.000900003740058393	28	0.00679060742857143	165	0.00761103974545455
X.439742..beta.cyano.L.alanine..11.288.	0.94772162772827	-0.000151290487018066	0.00230431365308646	28	0.00539562267857143	166	0.00564514305421687
X.6288..L.threonine.2..11.464.	0.0390145252841041	-0.00358961494345437	0.001726963230918	28	0.0180341407142857	165	0.0143758970727273
X.239..Beta..alanine..1..12.044.	0.000225446473946858	-0.0042392176592889	0.00112698443756437	28	0.00927309153571429	165	0.00488169635757576
X.12647..L.homoserine.2..12.359.	0.186532195581391	-0.000435608558549425	0.0003285695323439	28	0.00275773721428571	164	0.00232175947560976
X.5960..aspartic.acid.2..13.207.	0.0653449901100941	-0.00570010667942743	0.00307484733353525	28	0.0782493826785714	164	0.0726343399878049
X.5810..trans.4.hydroxy.L.proline.2..13.267.	0.724887825922292	0.000118857760813202	0.000337223023481834	28	0.00103243142857143	165	0.00118408643636364
X.119..gamma.aminobutyric.acid..GABA...13.326.	0.0743981650056909	-0.00913974875881651	0.00509453099423464	28	0.0219104579285714	167	0.0131381257964072
X.5460407..threonic.acid..13.652.	0.651535101753955	0.000276124171611775	0.000610415361484911	28	0.00758245967857143	165	0.00805753672727273
X.1001..phenethylamine..13.742.	0.26774659537659	0.000484537416231132	0.000435907323383915	28	0.00135962671428571	165	0.00162087035757576
X.51..alpha.ketoglutaric.acid..13.859.	0.585046749144587	-0.000329475482394083	0.000602362809724093	28	0.00701383364285714	165	0.0069441776
X.738..L.glutamine.2..14.083.	0.463558883104648	-8.45200745070916e-05	0.000115068963657772	28	0.000843092535714286	163	0.000738898791411043
X.236..L.asparagine.2..14.984.	0.799587021969823	0.00437726556204691	0.0172171030653253	28	0.0243939796785714	166	0.0317639061084337
X.2724705..1.6.anhydro.glucose..15.326.	0.0815762909035663	-0.000284635605432446	0.000162551018078345	28	0.00191813010714286	164	0.00163855768902439
X.6912..xylitol..15.376.	0.813582410235831	8.29244391882282e-05	0.00035094901212856	19	0.00213497794736842	116	0.00212906013793103
X.827..ribitol..15.66.	0.467832983029162	0.00017871552399395	0.000245661638050127	27	0.0195076265555556	166	0.0196716405722892
X.754..glycerol.1.phosphate..16.056.	0.964022014370894	0.000251335553512382	0.00556460395836119	28	0.01741954275	166	0.0184744394337349
X.439183..3.phosphoglyceric.acid..16.504.	0.967704006850463	2.46124846497221e-05	0.000607085370919297	28	0.00496416842857143	165	0.00490327444848485
X.6262..L.ornithine.2..16.632.	0.726369369299001	-0.000396007479803448	0.00112989387077438	28	0.00628541728571429	165	0.00583026330909091
X.9750..citrulline.2..16.691.	0.806149759646245	-0.000131346381475164	0.000534488185129297	28	0.00267069460714286	165	0.002512885
X.835..dehydroascorbic.acid..1..16.863.	0.439449046554056	0.000241273012106608	0.000311416026115203	28	0.00168448260714286	166	0.00197360440963855
X.204..allantoin.1..17.293.	0.72184860497503	-0.00125465390098119	0.00351916487020808	28	0.0147552806071429	166	0.0136960446626506
X.448388..D.allose.1..17.278.	0.120293004098532	-0.000113358828658437	7.26330512601557e-05	28	0.000969192035714286	163	0.000842692208588957
X.5962..L.lysine.2..17.643.	0.459073578831689	-0.000197568973803687	0.000266298305769435	27	0.00130160881481481	165	0.00112781134545455
X.637542..4.hydroxycinnamic.acid..17.854.	0.461819114930125	-0.000282775515778219	0.000383494129961973	28	0.00296997075	165	0.00278125143030303
X.6057..tyrosine.2..17.871.	0.656590830622686	-0.000898895876591101	0.00201847619248115	28	0.0215536683214286	165	0.0204481004848485
X.128869..galactonic.acid.2..18.504.	0.683808097513186	-2.31660530542772e-05	5.67919176719896e-05	27	0.000571174111111111	164	0.000552144859756098
X.5460673..D.saccharic.acid..18.614.	0.00185340854414861	-0.000649634994425067	0.000205672807296975	26	0.00184891596153846	163	0.00117605896319018
X.3037582..mucic.acid..18.907.	0.821635801624274	-0.000199890925778039	0.000885425875062326	28	0.00516318728571429	165	0.00499210458787879
X.1549111..caffeic.acid..19.755.	0.609944595098781	0.000511960801623116	0.00100182679954832	28	0.00964338689285714	161	0.00975309434782609
X.5280450..linoleic.acid..20.399.	0.813716674872764	5.28030234355485e-05	0.000223753365876542	25	0.0008922796	156	0.000975456115384615
X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65.	0.836277562241577	-1.96468924771586e-05	9.49375038822511e-05	28	0.000309663178571429	164	0.000288355804878049
X.439958..D.glucose.6.phosphate.1..21.394.	0.69638485484573	-0.000502217732521733	0.00128508956468645	28	0.0182514169285714	165	0.0175195188909091
X.60961..adenosine..23.825.	0.000278340044902604	-0.000270583836571549	7.30413036460799e-05	28	0.00056294875	165	0.000295989515151515
X.5460935..turanose.1..24.81.	0.963858402462451	2.68895092316042e-05	0.000592591994622272	25	0.00203723652	158	0.00226890493037975
X.6255..maltose.1..24.702.	0.31714785968286	0.000290276944507482	0.000289407390962124	28	0.00350125460714286	165	0.00377572912727273
X.6255..maltose..2..24.915.	0.99723083535524	-1.49115739073079e-06	0.000429032217868142	26	0.00343797130769231	153	0.00349666476470588
X.642609..trans.caftaric.acid.2..25.529.	0.485088405192945	0.000586044603357222	0.000837588091562841	27	0.00115910222222222	147	0.00183018149659864
X.6537496..chlorogenic.acid.1..26.37.	0.00283208726898665	-0.00302906596797242	0.00100126685777218	28	0.00457833653571429	165	0.00128825073939394
X.439451..galactinol.2..26.479.	0.786504915020793	-0.000696585223530061	0.00256818094352075	28	0.0176508557857143	166	0.0164802444879518
X.2116..alpha.tocophereol..27.379.	0.646348984801249	0.000103566539306002	0.000225297464091303	25	0.00115802776	144	0.00126416911111111
X.6537496..chlorogenic.acid.2..27.18._alt	0.730741515755373	-0.00125274572948201	0.00363484577609113	28	0.0187860255357143	166	0.0172650696626506
X.5321515..stigmasterol..28.442.	0.67494556100951	4.46901423027726e-05	0.000106345944323282	22	0.000846212181818182	126	0.000877867293650794
X.5321342..beta.sitosterol..28.848.	0.982745493545312	-9.61638553922203e-06	0.000443891261876203	22	0.00382435513636364	130	0.00377170078461538
X.439242..Raffinose..29.282.	0.955294532373034	0.000259632924522658	0.00462525295798506	28	0.0176100897857143	166	0.0183527709698795
X.750..glycine..10.456..s100	0.643685662923264	0.0116046172687159	0.0250479848273273	28	0.158346416571429	166	0.16601089160241
X.5951..L.serine.2..11.174..s100	0.0664032247138107	-0.0253664862731336	0.0137381942332142	28	0.129989787535714	165	0.101840962478788
X.92824..D.malic.acid..12.794..s100	0.708231792406888	0.00108099396779578	0.00288416671498505	28	0.0258640815357143	164	0.0272436692682927
X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	0.512409196941937	-0.000581277537495744	0.000885572293025907	26	0.0117258475	160	0.01112371125625
X.444212..trans.aconitic.acid..15.842..s100	0.947671629867442	0.000142566980199785	0.00216935237774189	28	0.0160810165357143	165	0.0170885261515152
X.8742..shikimic.acid..16.433..s100	0.197913354144323	0.00462629103008642	0.00358048210098872	28	0.0312716231785714	165	0.0351665441272727
X.311..citric.acid..16.615..s100	0.808225170424676	0.000524449765076876	0.00215767852388193	28	0.0222158657142857	163	0.0229608787361963
X.6508..quinic.acid..17.076..s100	0.136205011103662	0.0140807901725238	0.00940904521196989	28	0.02228332575	164	0.0350441682134146
X.5984..fructose.1..17.18..s100	0.570086052691538	-0.00447571777563874	0.0078670462076269	28	0.0754753172857143	166	0.0709448874036145
X.892..myo.inositol..19.354..s100	0.0876618099258474	-0.00695280234769485	0.00404985032622534	28	0.0590193240714286	165	0.0531072574545455
X.5988..Sucrose..23.988..s100	0.609080838850566	0.0495017931264137	0.0966378162465485	28	0.840711015214286	166	0.890491271
X.6537496..chlorogenic.acid.2..27.18..s100	0.0553012199369464	-0.00640809284316445	0.00332181980573385	27	0.0162619901481481	157	0.00826721260509554
HN.X20KW	0.184484985005537	-0.153777321816389	0.115469053371809	27	4.89052462525926	174	4.78939317467241
HN.CL	0.0595695039801095	0.438907230382891	0.23170811312463	29	11.909976533931	186	12.3551443145645
HN.CW	0.812672747773777	-0.107745662865549	0.45408006049953	28	13.5522563373929	183	13.4120395231803
HN.CD	0.659473791367051	0.171321578741471	0.388238634435341	28	22.5071820289286	183	22.5559704487432
LN.X20KW	0.995616847240862	-0.000813217071806074	0.14782952592783	26	4.61859321630769	161	4.65352873507453
LN.CL	0.0898209614712474	0.266690051318902	0.156485500913266	28	11.7184909232143	186	11.9960137817742
LN.CW	0.632326128101289	-0.13304146568429	0.277643838064784	28	12.7208403650357	180	12.5502834814444
LN.CD	0.819988895793431	0.077008874437919	0.337974293351833	28	22.5997801157143	180	22.610374702
HN_LN.X20KW	0.245783063765561	-0.0322250084075508	0.0276709161452066	25	1.06980232352	154	1.0413195643961
HN_LN.CL	0.283719127410793	0.0159626627668266	0.0148514872808691	28	1.01519884278571	182	1.03056016443407
HN_LN.CW	0.908061159586983	0.0032317677486655	0.0279482971928188	28	1.06504040171429	173	1.06924524688439
HN_LN.CD	0.627339284591456	0.00503517613705264	0.0103553028538953	28	0.996601377035714	173	0.999741574381503
canopy.HN.6.Jul	0.343545847790697	2.09055607646824	2.20141134533151	23	32.7739628954783	165	35.2151128816667
canopy.HN.23.Aug	0.899375752146969	0.574337936547753	4.53571733710753	23	56.6646010675652	165	57.8799010534545
canopy.HN.1.Sep	0.821026281413257	1.18830828848551	5.2452288347365	23	48.3088374664348	165	50.8556123898545
canopy.HN.22.Aug	0.901762364237298	0.546921043902353	4.42468866964443	23	51.2162380277826	165	52.6250129344909
canopy.HN.12.Aug	0.877292040270282	0.70217042528893	4.54129288473861	23	54.2303909664783	165	55.7331463959091
canopy.HN.26.Aug	0.962660674114343	0.209201440616793	4.46257005836517	23	57.7085062447826	165	58.7341068499394
canopy.HN.3.Sep	0.649196862243778	1.84746368641532	4.05475326075627	23	38.9175601265217	165	41.6295085469879
canopy.HN.14.Aug	0.773925838936759	1.37173266286408	4.76844552949203	23	48.151093042913	165	50.7452204655394
canopy.HN.20.Aug	0.685927599503185	1.90775846448396	4.71015112447087	23	48.463337791	165	51.6104939291273
canopy.HN.30.Aug	0.881356844298369	-0.699300043224956	4.67890720374621	23	50.6328509551304	165	51.1280417076545
canopy.HN.5.Sep	0.693626236058354	1.76759008827816	4.47988880130217	23	37.4109399504348	165	40.2808986376364
canopy.HN.16.Aug	0.835267772319966	0.992237297276063	4.76471558439516	23	48.6138474304348	165	50.3985255844424
canopy.LN.6.Jul	0.598172845516125	-1.00664982536887	1.90667345354636	23	29.6393796144348	163	28.7751583393497
canopy.LN.23.Aug	0.489784255302941	-2.76601919186112	3.99677045270406	23	56.2793926266522	163	54.2177041601902
canopy.LN.1.Sep	0.302478269061116	-4.75650517411136	4.59974441613984	23	50.6574162739565	163	46.9735127590307
canopy.LN.22.Aug	0.290559925081658	-4.19191956950333	3.95466480321927	23	52.4922755021739	163	49.0568370664233
canopy.LN.12.Aug	0.321381249241574	-4.05111138726774	4.07414118329707	23	56.5058468447826	163	53.1765181039509
canopy.LN.26.Aug	0.301464955246909	-4.00304519778685	3.86298693355458	23	57.7651686784783	163	54.516940230681
canopy.LN.3.Sep	0.696811081697361	-1.36657079082125	3.50178916956291	23	40.6250257257826	163	40.0643223791288
canopy.LN.14.Aug	0.427878490782278	-3.41734457079842	4.30063249430455	23	53.4490929186087	163	50.6731803445092
canopy.LN.20.Aug	0.445206389295029	-3.1266280101549	4.08654281292075	23	51.312279634913	163	49.0202903505644
canopy.LN.30.Aug	0.441512659555118	-3.36096878418148	4.35732533804534	23	51.8647475231304	163	49.3898411676258
canopy.LN.5.Sep	0.49334444382539	-2.81307864203876	4.09835713740734	23	40.9072192335652	163	39.287710176773
canopy.LN.16.Aug	0.418048650997798	-3.23492900513432	3.98553545563651	23	50.998111358913	163	48.3948588920245
ExG.HN.6.Jul	0.801042821904128	-0.00252258763716643	0.00999541556473239	23	0.258289082173913	160	0.25637937920625
ExG.HN.23.Aug	0.816240235900254	0.00154392168891026	0.00663429449491259	23	0.317873163304348	165	0.319509326836364
ExG.HN.1.Sep	0.794874053987928	0.00188834099680792	0.00725263539848293	23	0.245033160173913	165	0.2479770458
ExG.HN.22.Aug	0.484368897825843	0.00389326838838463	0.00555611171414724	23	0.294763236086957	165	0.299342860490909
ExG.HN.12.Aug	0.371745866164337	0.00555601213779023	0.00620501384273655	23	0.347999840217391	165	0.354173729842424
ExG.HN.26.Aug	0.889584656260747	0.00165635950993189	0.0119142633477163	23	0.389717464913043	165	0.391969952181818
ExG.HN.3.Sep	0.863881187036162	0.00220669438485091	0.0128537591033023	23	0.367122987043478	165	0.370638699842424
ExG.HN.14.Aug	0.37716243156905	0.00474312855796446	0.0053577165073454	23	0.263597015521739	165	0.268811260824242
ExG.HN.20.Aug	0.749207436131912	-0.00231199860549599	0.00722124007130785	23	0.279609899478261	165	0.277576668436364
ExG.HN.30.Aug	0.858666128616126	0.00107651346281338	0.00603685489282125	23	0.283880749043478	165	0.286235361654545
ExG.HN.5.Sep	0.594451518130889	0.00339010627337819	0.0063564755588054	23	0.247706133913043	165	0.252654787060606
ExG.HN.16.Aug	0.511636593784828	0.00639227032310373	0.0097209540214041	23	0.508418072	165	0.514836226587879
ExG.LN.6.Jul	0.208793559242318	-0.0108896191012272	0.00863219052514167	23	0.251239582608696	158	0.240980373417722
ExG.LN.23.Aug	0.95825737141536	-0.000252984418229967	0.00482674421783442	23	0.294473341304348	163	0.293989902760736
ExG.LN.1.Sep	0.770321656511554	-0.00168307059252124	0.00575620870006391	23	0.245510719565217	163	0.243601400920245
ExG.LN.22.Aug	0.911032837418722	-0.000532256178512166	0.00475686405262897	23	0.275596843478261	163	0.275485556748466
ExG.LN.12.Aug	0.782928702148335	-0.00126145235670651	0.00457190013353676	23	0.328878334782609	163	0.327454445705521
ExG.LN.26.Aug	0.712699927060263	-0.00297517520918189	0.0080669455506728	23	0.368327167391304	163	0.363733296932515
ExG.LN.3.Sep	0.600230125691225	-0.00462050371588097	0.00880106741470912	23	0.343142897826087	163	0.337909450306748
ExG.LN.14.Aug	0.258102147849474	-0.00484255910103111	0.00426860555480732	23	0.248348456521739	163	0.243526250920245
ExG.LN.20.Aug	0.62261926229995	-0.00262057188159422	0.00531570084441333	23	0.254591567391304	163	0.253201113803681
ExG.LN.30.Aug	0.638883931817996	-0.002268058905482	0.0048251264668683	23	0.264003791304348	163	0.261788061656442
ExG.LN.5.Sep	0.625450967781873	0.00258563056345753	0.00528785219991972	23	0.230513502173913	163	0.233084448773006
ExG.LN.16.Aug	0.714674576515174	0.00267379645065563	0.00730229634689815	23	0.499564682608696	163	0.501746724846626
RGB.HN.6.Jul	0.939739972634261	-0.000793160860866826	0.0104771957882568	23	0.327823136347826	160	0.32766073060625
RGB.HN.23.Aug	0.795532620774971	0.00229639725732958	0.00884893617038196	23	0.465497204347826	165	0.467724799715152
RGB.HN.1.Sep	0.799617206347664	0.00259764733457029	0.0102184298748379	23	0.365619282347826	165	0.369614822769697
RGB.HN.22.Aug	0.449082588380269	0.00583679852336583	0.00769442308794154	23	0.436928784913043	165	0.443619429836364
RGB.HN.12.Aug	0.330136335486195	0.00823383685860378	0.00843252188307915	23	0.512547282086957	165	0.521370274745454
RGB.HN.26.Aug	0.893507267890337	0.00218829081386881	0.01632396273656	23	0.577070572652174	165	0.579842595854545
RGB.HN.3.Sep	0.855246600107208	0.00330369991955304	0.0180840309169467	23	0.544313369304348	165	0.549336061915151
RGB.HN.14.Aug	0.354406032744867	0.00670990072550997	0.00722712521637358	23	0.389465990391304	165	0.39669248870303
RGB.HN.20.Aug	0.74527683212438	-0.00324224122935018	0.00996494737392034	23	0.412707127	165	0.409692780587879
RGB.HN.30.Aug	0.843489996129722	0.00164674424689257	0.00832901334135632	23	0.423055255913043	165	0.426394881442424
RGB.HN.5.Sep	0.600746580155653	0.00455420983241541	0.00868727482037591	23	0.367870512086957	165	0.374496349539394
RGB.HN.16.Aug	0.505370838427736	0.00895546499484604	0.0134188617276199	23	0.747602641347826	165	0.756323518836364
