id	chrom	pos	XPCLR
10_01525001_01575000	10	1550000.5	6.54238883430492
10_04990001_05040000	10	5015000.5	7.06516685918257
10_05550001_05600000	10	5575000.5	7.11365840169833
10_07440001_07490000	10	7465000.5	7.23086582721703
10_07665001_07715000	10	7690000.5	8.08231298957759
10_07695001_07745000	10	7720000.5	20.2400564458554
10_07705001_07755000	10	7730000.5	10.9709139511399
10_07895001_07945000	10	7920000.5	7.7126386533339
10_08315001_08365000	10	8340000.5	15.0799360588528
10_08785001_08835000	10	8810000.5	14.0368599350286
10_08815001_08865000	10	8840000.5	10.2015443389001
10_09590001_09640000	10	9615000.5	6.57534391799072
10_09715001_09765000	10	9740000.5	21.5765881240314
10_09810001_09860000	10	9835000.5	9.26547736505893
10_09815001_09865000	10	9840000.5	5.98211986894432
10_10045001_10095000	10	10070000.5	5.73698026961108
10_10585001_10635000	10	10610000.5	8.84018678510273
10_10880001_10930000	10	10905000.5	5.88101282313721
10_10885001_10935000	10	10910000.5	6.69226106438072
10_10890001_10940000	10	10915000.5	13.7768168016353
10_10900001_10950000	10	10925000.5	13.1739584526588
10_10985001_11035000	10	11010000.5	5.54996641452976
10_11225001_11275000	10	11250000.5	73.1894427023819
10_11240001_11290000	10	11265000.5	9.89503805312955
10_11285001_11335000	10	11310000.5	30.0536875852218
10_11295001_11345000	10	11320000.5	28.2026444044638
10_11300001_11350000	10	11325000.5	30.1566447666761
10_11420001_11470000	10	11445000.5	56.5749257179814
10_11660001_11710000	10	11685000.5	10.4249298391043
10_11700001_11750000	10	11725000.5	5.54289978202402
10_11990001_12040000	10	12015000.5	6.14257195547816
10_12200001_12250000	10	12225000.5	16.2748236421154
10_12210001_12260000	10	12235000.5	33.38285061005
10_12245001_12295000	10	12270000.5	10.0533019211379
10_15065001_15115000	10	15090000.5	5.66312497948223
10_16175001_16225000	10	16200000.5	7.05239497249346
10_17020001_17070000	10	17045000.5	9.2955299296973
10_19070001_19120000	10	19095000.5	6.49155652173425
10_19145001_19195000	10	19170000.5	6.74185190727644
10_19250001_19300000	10	19275000.5	11.5088121123764
10_19260001_19310000	10	19285000.5	10.0560126854048
10_25560001_25610000	10	25585000.5	5.72818231161122
10_34145001_34195000	10	34170000.5	6.45950935063013
10_38360001_38410000	10	38385000.5	7.0373232221757
10_51515001_51565000	10	51540000.5	5.91952781126557
10_52065001_52115000	10	52090000.5	6.26699375816651
10_53705001_53755000	10	53730000.5	5.47697158763032
10_57220001_57270000	10	57245000.5	6.57562094009069
10_57300001_57350000	10	57325000.5	6.39994213753232
10_57605001_57655000	10	57630000.5	7.2322608230711
10_61685001_61735000	10	61710000.5	14.1525409333271
10_61795001_61845000	10	61820000.5	7.06429466253556
10_61800001_61850000	10	61825000.5	6.18698950621831
10_61805001_61855000	10	61830000.5	7.83889940691108
10_61810001_61860000	10	61835000.5	13.3652508216134
10_61950001_62000000	10	61975000.5	10.4900924327046
10_61960001_62010000	10	61985000.5	5.72513904326826
10_61965001_62015000	10	61990000.5	11.246320902085
10_62235001_62285000	10	62260000.5	8.13874470437088
10_77505001_77555000	10	77530000.5	5.70613615022825
10_78390001_78440000	10	78415000.5	6.28084256576074
10_78730001_78780000	10	78755000.5	41.3053408319271
10_78735001_78785000	10	78760000.5	41.6978816678642
10_78755001_78805000	10	78780000.5	11.3100586300243
10_81215001_81265000	10	81240000.5	6.3459067876878
10_81350001_81400000	10	81375000.5	9.42046536911224
10_84705001_84755000	10	84730000.5	12.1013725078978
10_85315001_85365000	10	85340000.5	11.868693697073
1_101055001_101105000	1	101080000.5	5.70895330050274
1_102835001_102885000	1	102860000.5	5.49707853102785
1_103575001_103625000	1	103600000.5	8.30260383840243
1_104165001_104215000	1	104190000.5	13.4423831443556
1_104175001_104225000	1	104200000.5	5.76797599227569
1_105100001_105150000	1	105125000.5	7.88848423686207
1_112795001_112845000	1	112820000.5	8.84264808923649
1_115335001_115385000	1	115360000.5	9.49224014043972
1_115780001_115830000	1	115805000.5	9.96562284665748
1_115980001_116030000	1	116005000.5	7.65505938980431
1_116185001_116235000	1	116210000.5	7.10455371888958
1_116360001_116410000	1	116385000.5	6.88778310113668
1_116540001_116590000	1	116565000.5	5.71482827896313
1_116555001_116605000	1	116580000.5	13.5729208112517
1_116625001_116675000	1	116650000.5	9.6414797312799
1_116880001_116930000	1	116905000.5	18.1339873914663
1_116965001_117015000	1	116990000.5	6.15165184572044
1_117020001_117070000	1	117045000.5	14.1877568207886
1_117075001_117125000	1	117100000.5	10.4669682009494
1_117080001_117130000	1	117105000.5	8.42910541049235
1_117135001_117185000	1	117160000.5	32.2835213606721
1_117140001_117190000	1	117165000.5	12.7066439339432
1_117155001_117205000	1	117180000.5	7.02717629593002
1_117185001_117235000	1	117210000.5	35.4696762695285
1_117190001_117240000	1	117215000.5	13.4591370762479
1_117215001_117265000	1	117240000.5	15.7337449900133
1_117240001_117290000	1	117265000.5	14.2738877686706
1_117260001_117310000	1	117285000.5	7.43177114223744
1_117275001_117325000	1	117300000.5	6.81075000879918
1_117325001_117375000	1	117350000.5	28.1780861740223
1_117330001_117380000	1	117355000.5	9.105962836164
1_119105001_119155000	1	119130000.5	5.49975587123097
1_120515001_120565000	1	120540000.5	10.0714973403556
1_121365001_121415000	1	121390000.5	9.51462059523431
1_126535001_126585000	1	126560000.5	6.49897724734495
1_127415001_127465000	1	127440000.5	7.28525709479243
1_141300001_141350000	1	141325000.5	5.69926651611621
1_143710001_143760000	1	143735000.5	5.62127528476776
1_150430001_150480000	1	150455000.5	9.71698977044713
1_151695001_151745000	1	151720000.5	6.89528070675968
1_151835001_151885000	1	151860000.5	8.55663459075348
1_152820001_152870000	1	152845000.5	26.3766413742931
1_157120001_157170000	1	157145000.5	5.87245726036434
1_157160001_157210000	1	157185000.5	10.8288605143592
1_157165001_157215000	1	157190000.5	12.9321651994263
1_157180001_157230000	1	157205000.5	5.61511203373846
1_157195001_157245000	1	157220000.5	12.8987223483573
1_157200001_157250000	1	157225000.5	11.9266250208929
1_157320001_157370000	1	157345000.5	30.404773078305
1_157325001_157375000	1	157350000.5	15.9641152860046
1_157330001_157380000	1	157355000.5	21.9427188474999
1_157335001_157385000	1	157360000.5	21.891366494163
1_157345001_157395000	1	157370000.5	35.3011555929079
1_157355001_157405000	1	157380000.5	11.0322130880845
1_157370001_157420000	1	157395000.5	21.1165957049283
1_157380001_157430000	1	157405000.5	21.4810917230556
1_157390001_157440000	1	157415000.5	22.2072287536538
1_157405001_157455000	1	157430000.5	28.1623338252374
1_157480001_157530000	1	157505000.5	9.57777450644721
1_157485001_157535000	1	157510000.5	15.9113093213791
1_157540001_157590000	1	157565000.5	13.4591448679014
1_157545001_157595000	1	157570000.5	7.19429536646112
1_158245001_158295000	1	158270000.5	6.71571452514178
1_158250001_158300000	1	158275000.5	5.56842103260738
1_159075001_159125000	1	159100000.5	8.47334326314599
1_159600001_159650000	1	159625000.5	6.58265184817901
1_159745001_159795000	1	159770000.5	8.1927174534739
1_159785001_159835000	1	159810000.5	8.51520412069505
1_159830001_159880000	1	159855000.5	14.5168894359823
1_161350001_161400000	1	161375000.5	6.98836341059138
1_161730001_161780000	1	161755000.5	8.89711052698044
1_162445001_162495000	1	162470000.5	9.86312773263472
1_163065001_163115000	1	163090000.5	7.66302332920736
1_163175001_163225000	1	163200000.5	15.0332574362164
1_163180001_163230000	1	163205000.5	7.61614359271744
1_163405001_163455000	1	163430000.5	6.08776842558393
1_164630001_164680000	1	164655000.5	6.0409822900333
1_164655001_164705000	1	164680000.5	7.18631132599626
1_164775001_164825000	1	164800000.5	5.72888616670591
1_168665001_168715000	1	168690000.5	16.2444760383057
1_168670001_168720000	1	168695000.5	5.85074298713266
1_168675001_168725000	1	168700000.5	11.3420971215668
1_171925001_171975000	1	171950000.5	6.11515949746769
1_173070001_173120000	1	173095000.5	11.1615585486756
1_173080001_173130000	1	173105000.5	7.13874590143928
1_173850001_173900000	1	173875000.5	10.3967440701392
1_173855001_173905000	1	173880000.5	11.1637521848068
1_173890001_173940000	1	173915000.5	8.62530106438521
1_173960001_174010000	1	173985000.5	6.92498880058673
1_174045001_174095000	1	174070000.5	6.59209012843627
1_174155001_174205000	1	174180000.5	7.51972310559364
1_178640001_178690000	1	178665000.5	5.76300992496351
1_181775001_181825000	1	181800000.5	9.41467393491541
1_182525001_182575000	1	182550000.5	8.55993499451785
1_183425001_183475000	1	183450000.5	11.7658996755329
1_183435001_183485000	1	183460000.5	11.304024989901
1_184440001_184490000	1	184465000.5	7.62246070644039
1_184485001_184535000	1	184510000.5	6.82936134232102
1_184490001_184540000	1	184515000.5	6.54033717204641
1_185070001_185120000	1	185095000.5	5.78850185912682
1_189930001_189980000	1	189955000.5	7.86421969590754
1_189980001_190030000	1	190005000.5	8.99491802242039
1_190395001_190445000	1	190420000.5	9.10483576130048
1_190400001_190450000	1	190425000.5	13.568430958281
1_192750001_192800000	1	192775000.5	17.8706396319059
1_196265001_196315000	1	196290000.5	6.85809129815487
1_198285001_198335000	1	198310000.5	10.4216638562018
1_198295001_198345000	1	198320000.5	48.6189245333021
1_198300001_198350000	1	198325000.5	8.69821423261953
1_02940001_02990000	1	2965000.5	9.99850451850449
1_09215001_09265000	1	9240000.5	17.7380539577888
1_09225001_09275000	1	9250000.5	10.9875776418627
1_09385001_09435000	1	9410000.5	6.87367222166301
1_09640001_09690000	1	9665000.5	7.37092955023928
1_10715001_10765000	1	10740000.5	9.96470680658388
1_13770001_13820000	1	13795000.5	5.95858366743425
1_14065001_14115000	1	14090000.5	23.3695707445047
1_14070001_14120000	1	14095000.5	19.148206315367
1_14075001_14125000	1	14100000.5	6.49435889317563
1_14155001_14205000	1	14180000.5	10.801564478966
1_14180001_14230000	1	14205000.5	9.67621548317985
1_18065001_18115000	1	18090000.5	11.8348336165767
1_18075001_18125000	1	18100000.5	7.87248627449333
1_200300001_200350000	1	200325000.5	7.92350690536895
1_201800001_201850000	1	201825000.5	8.25904031163023
1_202365001_202415000	1	202390000.5	6.70762467611348
1_202680001_202730000	1	202705000.5	6.71457998781
1_203090001_203140000	1	203115000.5	6.79409963661271
1_206995001_207045000	1	207020000.5	9.32498762944556
1_207095001_207145000	1	207120000.5	6.88661010280384
1_207180001_207230000	1	207205000.5	7.2172237875472
1_211175001_211225000	1	211200000.5	5.73053900841842
1_211240001_211290000	1	211265000.5	9.87849304267553
1_211365001_211415000	1	211390000.5	7.45333099546929
1_213495001_213545000	1	213520000.5	7.9368382635779
1_213670001_213720000	1	213695000.5	6.2245051202292
1_213830001_213880000	1	213855000.5	6.03415035501257
1_215240001_215290000	1	215265000.5	6.9030539361089
1_215315001_215365000	1	215340000.5	13.5656448943958
1_215360001_215410000	1	215385000.5	28.4193400716993
1_215385001_215435000	1	215410000.5	9.05329069014988
1_215410001_215460000	1	215435000.5	6.63692349527759
1_215425001_215475000	1	215450000.5	6.40009668099771
1_215600001_215650000	1	215625000.5	12.7928745915231
1_218055001_218105000	1	218080000.5	9.38478836044646
1_218145001_218195000	1	218170000.5	14.8840107644194
1_218150001_218200000	1	218175000.5	15.9841491097629
1_218195001_218245000	1	218220000.5	10.03238780146
1_218215001_218265000	1	218240000.5	8.45894791604269
1_219935001_219985000	1	219960000.5	6.79153826233761
1_26595001_26645000	1	26620000.5	5.82488648319921
1_28655001_28705000	1	28680000.5	14.5301121277507
1_28670001_28720000	1	28695000.5	11.6450919235684
1_28680001_28730000	1	28705000.5	8.21812061629296
1_28760001_28810000	1	28785000.5	9.03028511257259
1_28765001_28815000	1	28790000.5	10.2653377822944
1_29070001_29120000	1	29095000.5	6.51013300173548
1_29740001_29790000	1	29765000.5	7.14806377919956
1_32290001_32340000	1	32315000.5	7.02204202340278
1_33590001_33640000	1	33615000.5	6.11416179177616
1_33675001_33725000	1	33700000.5	10.9002070150329
1_33710001_33760000	1	33735000.5	7.38896312850551
1_34410001_34460000	1	34435000.5	8.46135942913332
1_38270001_38320000	1	38295000.5	7.00258735700746
1_38980001_39030000	1	39005000.5	19.0339314970165
1_39110001_39160000	1	39135000.5	18.7901789980989
1_39460001_39510000	1	39485000.5	6.84815949499534
1_220245001_220295000	1	220270000.5	5.73502146673457
1_220715001_220765000	1	220740000.5	11.864046039171
1_225460001_225510000	1	225485000.5	5.98386056742302
1_225640001_225690000	1	225665000.5	7.02753734659166
1_226910001_226960000	1	226935000.5	5.76026746484729
1_228545001_228595000	1	228570000.5	5.49389895980289
1_230515001_230565000	1	230540000.5	8.7201167124573
1_233335001_233385000	1	233360000.5	21.3653767476699
1_234175001_234225000	1	234200000.5	21.0103883451648
1_234190001_234240000	1	234215000.5	13.1044735450707
1_234225001_234275000	1	234250000.5	25.2979564513536
1_234230001_234280000	1	234255000.5	17.972148475897
1_234270001_234320000	1	234295000.5	31.3940974044019
1_234345001_234395000	1	234370000.5	18.9704531632134
1_234355001_234405000	1	234380000.5	25.6826796260058
1_234975001_235025000	1	235000000.5	8.46412541903948
1_235340001_235390000	1	235365000.5	8.27198421652659
1_235390001_235440000	1	235415000.5	5.5824652092594
1_235420001_235470000	1	235445000.5	8.37126706857919
1_235445001_235495000	1	235470000.5	5.95176746192351
1_235595001_235645000	1	235620000.5	13.3023549242372
1_235670001_235720000	1	235695000.5	5.99101718188422
1_235830001_235880000	1	235855000.5	6.44959689321485
1_236070001_236120000	1	236095000.5	9.00064779349526
1_236120001_236170000	1	236145000.5	5.65529018202335
1_236325001_236375000	1	236350000.5	9.79751967870334
1_236330001_236380000	1	236355000.5	7.00587673941942
1_236410001_236460000	1	236435000.5	8.89701176793466
1_236550001_236600000	1	236575000.5	12.2163147697028
1_239100001_239150000	1	239125000.5	8.60478577623718
1_239110001_239160000	1	239135000.5	7.5200841223226
1_239415001_239465000	1	239440000.5	5.74555888071279
1_239520001_239570000	1	239545000.5	8.16352723908449
1_240195001_240245000	1	240220000.5	7.38639124184581
1_241050001_241100000	1	241075000.5	12.9989946468128
1_241385001_241435000	1	241410000.5	9.09942570420708
1_241450001_241500000	1	241475000.5	7.83826468496409
1_241465001_241515000	1	241490000.5	8.08590339577239
1_241590001_241640000	1	241615000.5	5.72614986946974
1_242195001_242245000	1	242220000.5	5.69000469357445
1_242670001_242720000	1	242695000.5	11.6485274608248
1_242675001_242725000	1	242700000.5	7.68631891526803
1_242695001_242745000	1	242720000.5	21.9153609009883
1_242710001_242760000	1	242735000.5	11.0238666278798
1_242725001_242775000	1	242750000.5	13.8113412969535
1_242730001_242780000	1	242755000.5	11.2532880883039
1_242740001_242790000	1	242765000.5	15.4387080185079
1_242760001_242810000	1	242785000.5	10.2653719722404
1_243195001_243245000	1	243220000.5	5.98163164068808
1_243205001_243255000	1	243230000.5	11.4842332800251
1_243430001_243480000	1	243455000.5	5.8973724183071
1_250165001_250215000	1	250190000.5	11.4302117614484
1_250170001_250220000	1	250195000.5	10.0988827469199
1_250575001_250625000	1	250600000.5	10.3835962806564
1_253650001_253700000	1	253675000.5	5.97498786682667
1_258185001_258235000	1	258210000.5	7.28439057176809
1_258540001_258590000	1	258565000.5	5.83433369262127
1_261105001_261155000	1	261130000.5	5.48927608560575
1_262465001_262515000	1	262490000.5	5.50263336475882
1_273210001_273260000	1	273235000.5	6.03350745889583
1_274420001_274470000	1	274445000.5	8.35444396966977
1_277920001_277970000	1	277945000.5	8.50378709113534
1_277925001_277975000	1	277950000.5	6.49631575715307
1_283650001_283700000	1	283675000.5	6.23662652198459
1_284955001_285005000	1	284980000.5	9.54065256936013
1_285420001_285470000	1	285445000.5	7.45303461039947
1_285425001_285475000	1	285450000.5	13.8453637571445
1_285430001_285480000	1	285455000.5	10.1529892530145
1_285940001_285990000	1	285965000.5	6.3236612544755
1_287445001_287495000	1	287470000.5	6.0532081885637
1_287655001_287705000	1	287680000.5	15.7124784242494
1_287750001_287800000	1	287775000.5	14.9883748028617
1_287880001_287930000	1	287905000.5	6.12414145926698
1_290180001_290230000	1	290205000.5	7.71070140604741
1_292090001_292140000	1	292115000.5	5.70947975013473
1_293035001_293085000	1	293060000.5	6.22712957247563
1_294130001_294180000	1	294155000.5	6.22019626451436
1_295900001_295950000	1	295925000.5	5.65593834222182
1_297015001_297065000	1	297040000.5	5.58143667819394
1_297455001_297505000	1	297480000.5	8.04049008693647
1_298465001_298515000	1	298490000.5	7.62064139935035
1_299090001_299140000	1	299115000.5	8.07023105562604
1_299225001_299275000	1	299250000.5	18.3434456645474
1_299235001_299285000	1	299260000.5	13.2400494377414
1_299300001_299350000	1	299325000.5	6.46909381040581
1_304300001_304350000	1	304325000.5	8.13710189692131
1_304355001_304405000	1	304380000.5	5.91961535450838
1_304430001_304480000	1	304455000.5	6.08515167295803
1_304445001_304495000	1	304470000.5	10.0569621634806
1_41295001_41345000	1	41320000.5	9.77234305013872
1_45285001_45335000	1	45310000.5	5.65302594386719
1_45365001_45415000	1	45390000.5	30.4621328992894
1_45785001_45835000	1	45810000.5	6.75062537576559
1_46145001_46195000	1	46170000.5	5.4822399903091
1_47685001_47735000	1	47710000.5	7.54341305496558
1_53185001_53235000	1	53210000.5	6.36443662534259
1_55255001_55305000	1	55280000.5	7.42154772231572
1_57485001_57535000	1	57510000.5	13.8300945279507
1_62690001_62740000	1	62715000.5	5.52212289618222
1_75720001_75770000	1	75745000.5	6.53882135863921
1_80230001_80280000	1	80255000.5	6.06355597424545
1_80310001_80360000	1	80335000.5	10.971478784274
1_82335001_82385000	1	82360000.5	6.81372934926412
1_84315001_84365000	1	84340000.5	6.32587680345864
1_84950001_85000000	1	84975000.5	5.80430991799662
1_85095001_85145000	1	85120000.5	7.61630498024726
1_85750001_85800000	1	85775000.5	8.03935072064945
1_91080001_91130000	1	91105000.5	5.88423057059151
1_94850001_94900000	1	94875000.5	7.03562613503266
1_98000001_98050000	1	98025000.5	5.87398247931691
1_98575001_98625000	1	98600000.5	5.51565539749936
1_98705001_98755000	1	98730000.5	16.1899206851602
1_98770001_98820000	1	98795000.5	14.9480745282982
1_98840001_98890000	1	98865000.5	5.64680357137013
1_98925001_98975000	1	98950000.5	8.52265656493864
2_100810001_100860000	2	100835000.5	8.39176633713612
2_103610001_103660000	2	103635000.5	11.3059504286732
2_103880001_103930000	2	103905000.5	21.3600121873505
2_105235001_105285000	2	105260000.5	6.87770462222758
2_105280001_105330000	2	105305000.5	8.90900849428948
2_105315001_105365000	2	105340000.5	12.2321385919853
2_105325001_105375000	2	105350000.5	6.70977835548524
2_105585001_105635000	2	105610000.5	6.57728000628134
2_107030001_107080000	2	107055000.5	11.0365010529055
2_107105001_107155000	2	107130000.5	5.77343208896389
2_109455001_109505000	2	109480000.5	6.63267774857817
2_109480001_109530000	2	109505000.5	15.4718326064663
2_109500001_109550000	2	109525000.5	11.969714714712
2_109550001_109600000	2	109575000.5	9.826375394161
2_109645001_109695000	2	109670000.5	8.70306164807346
2_109655001_109705000	2	109680000.5	8.14127342431539
2_109675001_109725000	2	109700000.5	31.6754020849924
2_109680001_109730000	2	109705000.5	22.23632725138
2_109685001_109735000	2	109710000.5	6.81461010113918
2_109690001_109740000	2	109715000.5	13.1248264656395
2_109790001_109840000	2	109815000.5	10.9720161277181
2_109795001_109845000	2	109820000.5	21.9550491136859
2_109865001_109915000	2	109890000.5	5.64865878689614
2_110185001_110235000	2	110210000.5	15.1836683853178
2_110230001_110280000	2	110255000.5	26.4589810683784
2_110235001_110285000	2	110260000.5	22.8168037003702
2_110270001_110320000	2	110295000.5	6.4058885958587
2_112730001_112780000	2	112755000.5	7.49851796601087
2_112760001_112810000	2	112785000.5	6.94949976712525
2_113420001_113470000	2	113445000.5	10.9404921307362
2_113440001_113490000	2	113465000.5	5.64797105825352
2_114345001_114395000	2	114370000.5	17.713617042666
2_114350001_114400000	2	114375000.5	14.9859716737988
2_114390001_114440000	2	114415000.5	8.32038202873071
2_114400001_114450000	2	114425000.5	11.9195746448609
2_114485001_114535000	2	114510000.5	6.34912444023826
2_114515001_114565000	2	114540000.5	5.89546705601259
2_114905001_114955000	2	114930000.5	6.5216983390373
2_115070001_115120000	2	115095000.5	6.44530401546922
2_115625001_115675000	2	115650000.5	11.5178995791632
2_115640001_115690000	2	115665000.5	7.8749951078488
2_115990001_116040000	2	116015000.5	9.8966633723482
2_116555001_116605000	2	116580000.5	8.62267122051759
2_116960001_117010000	2	116985000.5	5.49432724677206
2_117300001_117350000	2	117325000.5	6.23012464610071
2_117305001_117355000	2	117330000.5	6.74125878472321
2_118435001_118485000	2	118460000.5	8.70699014411031
2_131470001_131520000	2	131495000.5	5.71636729476722
2_131700001_131750000	2	131725000.5	6.47029400370582
2_135495001_135545000	2	135520000.5	6.96815249949339
2_135510001_135560000	2	135535000.5	7.326618442453
2_136080001_136130000	2	136105000.5	5.78013192086073
2_145555001_145605000	2	145580000.5	5.47830875825014
2_147865001_147915000	2	147890000.5	26.1353021212309
2_148125001_148175000	2	148150000.5	6.48559382318922
2_148195001_148245000	2	148220000.5	6.22872753801835
2_151355001_151405000	2	151380000.5	8.32488021898735
2_151445001_151495000	2	151470000.5	5.68814415097614
2_151645001_151695000	2	151670000.5	7.13363536285226
2_151755001_151805000	2	151780000.5	7.85910385567786
2_165860001_165910000	2	165885000.5	10.3506095824789
2_167510001_167560000	2	167535000.5	6.97974013666135
2_167515001_167565000	2	167540000.5	6.94037815702859
2_167595001_167645000	2	167620000.5	7.11962341643638
2_167615001_167665000	2	167640000.5	5.47938050568666
2_174250001_174300000	2	174275000.5	5.92773610397796
2_180615001_180665000	2	180640000.5	6.95300923381018
2_180915001_180965000	2	180940000.5	5.91360700561751
2_182515001_182565000	2	182540000.5	5.67291341289649
2_182520001_182570000	2	182545000.5	6.1493223371408
2_187150001_187200000	2	187175000.5	5.990017875793
2_187730001_187780000	2	187755000.5	5.80891671376094
2_187900001_187950000	2	187925000.5	7.15196444161757
2_191105001_191155000	2	191130000.5	8.9207678446927
2_191855001_191905000	2	191880000.5	7.90224413249911
2_191860001_191910000	2	191885000.5	6.43708535200244
2_192095001_192145000	2	192120000.5	6.14342882707911
2_193410001_193460000	2	193435000.5	6.36032311819716
2_193745001_193795000	2	193770000.5	9.76618520588562
2_193755001_193805000	2	193780000.5	7.6861315832785
2_193770001_193820000	2	193795000.5	18.8105767124333
2_195135001_195185000	2	195160000.5	7.34884997250458
2_195285001_195335000	2	195310000.5	13.9581510129516
2_03225001_03275000	2	3250000.5	8.50698365924472
2_05400001_05450000	2	5425000.5	5.57362395280222
2_05895001_05945000	2	5920000.5	6.54769669422978
2_07690001_07740000	2	7715000.5	13.4077964648635
2_09865001_09915000	2	9890000.5	10.9918236592449
2_09890001_09940000	2	9915000.5	5.5475575397129
2_11090001_11140000	2	11115000.5	6.57788071234023
2_13770001_13820000	2	13795000.5	8.20391617454993
2_16675001_16725000	2	16700000.5	9.16196541702402
2_200340001_200390000	2	200365000.5	7.38510575567631
2_202595001_202645000	2	202620000.5	5.66744362332349
2_205300001_205350000	2	205325000.5	6.49312768525397
2_205875001_205925000	2	205900000.5	7.07385241475714
2_206295001_206345000	2	206320000.5	9.66312508921453
2_206540001_206590000	2	206565000.5	10.3903288660482
2_207030001_207080000	2	207055000.5	6.70429129584039
2_207050001_207100000	2	207075000.5	11.9799525082272
2_207095001_207145000	2	207120000.5	13.0448089158664
2_207440001_207490000	2	207465000.5	5.63057869595457
2_208275001_208325000	2	208300000.5	6.97951792279235
2_208535001_208585000	2	208560000.5	6.21918299993769
2_208705001_208755000	2	208730000.5	7.71744335989297
2_208895001_208945000	2	208920000.5	7.17334385983719
2_209200001_209250000	2	209225000.5	9.55748949417676
2_209205001_209255000	2	209230000.5	14.511489706509
2_209300001_209350000	2	209325000.5	15.4528635229479
2_209325001_209375000	2	209350000.5	7.91519940653131
2_209500001_209550000	2	209525000.5	12.9046176483076
2_209530001_209580000	2	209555000.5	8.0632919202036
2_209625001_209675000	2	209650000.5	5.68744393461145
2_209630001_209680000	2	209655000.5	14.4884890952045
2_209710001_209760000	2	209735000.5	8.00756067833663
2_209715001_209765000	2	209740000.5	10.3972474914839
2_209720001_209770000	2	209745000.5	20.5830323112239
2_209725001_209775000	2	209750000.5	13.1689432572418
2_209730001_209780000	2	209755000.5	11.3376827658291
2_209740001_209790000	2	209765000.5	19.8023790051923
2_209775001_209825000	2	209800000.5	11.4553371454707
2_210210001_210260000	2	210235000.5	7.51372464366534
2_210245001_210295000	2	210270000.5	6.83259729604822
2_210350001_210400000	2	210375000.5	16.5084572108873
2_210365001_210415000	2	210390000.5	8.53689905497129
2_210585001_210635000	2	210610000.5	19.8037183756814
2_214985001_215035000	2	215010000.5	5.72049643104236
2_21525001_21575000	2	21550000.5	6.06013547045245
2_21540001_21590000	2	21565000.5	7.81779968718206
2_22790001_22840000	2	22815000.5	6.25404683645388
2_24960001_25010000	2	24985000.5	5.90306012314636
2_25895001_25945000	2	25920000.5	7.23956215877288
2_27570001_27620000	2	27595000.5	7.49818887718385
2_29285001_29335000	2	29310000.5	6.2435800598943
2_29595001_29645000	2	29620000.5	7.47451688710203
2_32605001_32655000	2	32630000.5	6.76086181493054
2_32610001_32660000	2	32635000.5	6.57096496078503
2_33415001_33465000	2	33440000.5	8.03367351985992
2_35010001_35060000	2	35035000.5	11.5883206424857
2_37190001_37240000	2	37215000.5	6.23714886460763
