Chr	Start	End	LR
2	204335001	204400000	126.205163046781
2	209185001	209315000	329.496476756212
2	211095001	211190000	153.196316163315
2	221620001	221685000	114.318478580766
2	228325001	228395000	161.747803867659
2	231540001	231605000	127.374569649405
2	238145001	238220000	192.319899777049
2	244045001	244255000	192.4390611457
3	195001	340000	133.738658221888
3	3620001	3675000	152.170980245907
3	11525001	11575000	127.252321774362
3	14430001	14510000	93.9094631985659
3	22970001	23095000	241.694677790499
3	23205001	23305000	166.007532056044
3	24185001	24235000	95.3719723198478
3	29355001	29420000	94.2070926833921
3	29710001	29760000	92.9071959845748
3	31570001	31620000	92.1961173894301
3	37355001	37460000	229.506857385433
3	40105001	40165000	151.999293821031
3	44175001	44280000	144.740799587502
3	47520001	47615000	197.7922818151
3	51015001	51065000	94.2775715140186
3	54725001	54820000	113.360242701672
3	56945001	57040000	120.816917757338
3	66215001	66425000	262.080419148162
3	107635001	107685000	105.718419880986
3	108705001	108830000	236.833625752914
3	121470001	121555000	107.683678515326
3	121730001	121780000	98.230977993731
3	124160001	124220000	91.9745031702209
3	124320001	124420000	163.099651686635
3	124550001	124600000	157.617628574554
3	156035001	156085000	100.280905422681
3	167225001	167320000	185.939033929665
3	186340001	186390000	101.462543855213
3	188725001	188825000	169.902462630586
3	192190001	192290000	202.517307811771
3	193445001	193545000	444.519077018155
3	194350001	194465000	136.150543360716
3	196075001	196125000	136.824440977636
3	197270001	197370000	161.977801140219
3	206190001	206255000	120.243790248608
3	206695001	206790000	131.654894216113
3	214880001	2.15e+08	261.477455213915
3	217585001	217660000	106.156904595947
3	218885001	218940000	98.9412348342535
3	224940001	225025000	99.8607669572263
3	233390001	233440000	94.6459248867262
4	7105001	7175000	112.992091453785
4	15395001	15480000	178.759314508953
4	21465001	21530000	90.3660775217868
4	32215001	32295000	103.452278050992
4	39675001	39725000	122.709961157855
4	52925001	53030000	151.584082657064
4	55630001	55680000	115.675343695261
4	57475001	57610000	130.910952128047
4	66405001	66500000	115.455535258973
4	82935001	83150000	137.072110895346
4	112900001	113030000	154.52517665725
4	116550001	116655000	153.672306676757
4	122125001	122175000	118.220262779178
4	122510001	122560000	106.915877506863
4	133455001	133550000	146.96187066537
4	149275001	149325000	94.1289955165943
4	151335001	151460000	176.498994212628
4	152505001	152560000	97.8913780437291
4	152680001	152790000	380.016538169433
4	157050001	157100000	100.865891007501
4	161975001	162050000	102.781807784202
4	165630001	165695000	146.756680599834
4	173945001	174040000	284.310612649483
4	177780001	177875000	106.927124711498
4	191395001	191505000	390.369881148374
4	198655001	198785000	96.3774268328229
4	199815001	199875000	139.246656126178
4	200415001	200515000	331.00631166676
4	202500001	202620000	256.867304113562
4	210270001	210355000	103.520214532168
4	211845001	211910000	137.884210142062
4	216700001	216790000	102.255843606544
4	217145001	217275000	141.094519860664
4	227575001	227650000	143.972329920624
4	234135001	234245000	373.544829484406
4	235960001	236080000	152.489974400185
4	243165001	243220000	103.108195188099
5	8365001	8425000	111.155951156524
5	10210001	10260000	93.237385088953
5	23810001	23930000	219.621339746717
5	26450001	26540000	99.0789289590619
5	26895001	27040000	137.327634794435
5	28550001	28680000	347.738833620904
5	34270001	34355000	118.976855743841
5	37860001	37915000	117.001743357989
5	43310001	43425000	220.130307036861
5	43620001	43670000	126.772404091602
5	64850001	64920000	107.640621930665
5	65405001	65455000	94.3878420729758
5	73735001	73835000	269.216769529169
5	79340001	79450000	139.847023976839
5	80240001	80335000	261.614016673838
5	80690001	80770000	91.3332462740571
5	87445001	87515000	121.69335576729
5	88395001	88450000	103.801373371332
5	91730001	91820000	93.6892906034902
5	94675001	94770000	131.11761274906
5	95945001	9.6e+07	127.747991912403
5	96655001	96755000	110.664293916469
5	113790001	113840000	95.3661689139015
5	113980001	114030000	106.024626646957
5	115620001	115715000	89.5568183450676
5	117475001	117570000	102.598668726879
5	117625001	117705000	117.461537084793
5	127440001	127525000	159.147259122824
5	128330001	128425000	160.385003744128
5	132135001	132245000	187.37610311619
5	134995001	135050000	95.6560548055464
5	135625001	135675000	89.5807390279585
5	143055001	143155000	106.36213945734
5	144570001	144625000	104.044675761932
5	150245001	150295000	115.355378192332
5	150705001	150805000	92.1744890647494
5	155650001	155745000	149.274981317157
5	157920001	158020000	152.660584412619
5	158895001	158995000	167.362890860036
5	162690001	162790000	144.371387014144
5	162915001	163010000	132.814332641922
5	164940001	165035000	276.592374983698
5	165230001	165280000	108.710665440754
5	165455001	165570000	244.200661035175
5	167475001	167560000	132.72049749452
5	172395001	172480000	171.10693943545
5	192045001	192105000	102.137532593371
5	199085001	199200000	234.939743787774
5	200240001	200335000	148.864002779318
5	202510001	202610000	194.877369464772
5	202795001	202905000	160.012291547485
5	206755001	206805000	98.8159622330168
5	217670001	217740000	110.800195208285
5	218180001	218275000	175.879815208905
5	220740001	220815000	108.046355452469
6	38765001	38850000	91.9010214263099
6	44365001	44435000	93.5609825708107
6	45670001	45775000	364.086628907702
6	48440001	48490000	122.58763757637
6	62605001	62735000	138.1495395531
6	64920001	64980000	183.307118831324
6	68385001	68500000	216.162683907845
6	68645001	68745000	114.388157021559
6	74140001	74190000	89.3844496096708
6	74280001	74375000	229.028458433728
6	91785001	91845000	133.845626367117
6	102035001	102130000	115.230124064183
6	105525001	105620000	171.71644006506
6	105940001	106010000	104.268007295941
6	108025001	108120000	131.44841986815
6	120950001	121065000	1100.60040367195
6	128835001	128955000	213.355098984311
6	134615001	134665000	128.270249410104
6	138880001	138960000	187.316207340255
6	142180001	142230000	102.36445107211
6	142715001	142770000	98.7349826774003
6	146940001	147015000	91.6118084394229
6	148390001	148445000	117.479368925049
6	150080001	150130000	120.240554827314
6	151780001	151870000	135.194680460207
6	152875001	153030000	154.705386030512
6	159450001	159530000	91.1920620127238
6	172540001	172595000	101.024688050842
7	9125001	9190000	132.054672441158
7	18475001	18570000	98.5873589232639
7	23070001	23125000	99.4146448326792
7	23525001	23580000	149.2444911797
7	24605001	24655000	119.402734864125
7	33425001	33560000	296.301714836525
7	35770001	35880000	193.543002477375
7	43310001	43405000	125.763708126213
7	43735001	43795000	112.504627178159
7	51945001	52045000	145.122643174201
7	52615001	52665000	109.927212425042
7	89025001	89075000	103.031647441458
7	92230001	92355000	234.516456317716
7	94550001	94605000	97.3755471328134
7	101455001	101565000	121.511707103872
7	103045001	103145000	119.595537084635
7	111245001	111335000	112.284039516887
7	119725001	119775000	137.016105772292
7	121425001	121475000	96.5609419618627
7	121945001	122005000	116.612945187396
7	123335001	123435000	228.434308463188
7	137080001	137155000	166.330894210836
7	139540001	139675000	134.288360870027
7	144610001	144660000	92.0307897771696
7	148220001	148320000	170.197134215565
7	150330001	150435000	134.609394686463
7	152035001	152095000	110.343066074797
7	155200001	155260000	143.037152125692
7	156505001	156625000	167.589689826598
7	163025001	163120000	236.893087666816
7	174795001	174890000	221.70402706766
7	175070001	175165000	131.322782020142
8	1360001	1410000	90.8290552658998
8	7250001	7300000	104.028505338033
8	14320001	14430000	136.953850577044
8	16725001	16860000	426.196692960392
8	20205001	20310000	239.321421409103
8	26910001	26960000	124.195478260078
8	39920001	39990000	100.741069941886
8	40880001	40955000	92.8635834181894
8	52855001	52965000	258.771584727296
8	63320001	63425000	196.179763703065
8	64360001	64430000	139.71577855831
8	73055001	73135000	216.36908830361
8	77235001	77350000	351.665151718341
8	90035001	90090000	91.9158488384434
8	97985001	98035000	107.780606319982
8	100915001	101020000	286.342428051656
8	101135001	101225000	111.270207322582
8	108610001	108660000	90.2101309563661
8	109025001	109125000	126.188718288593
8	115555001	115655000	216.800455186746
8	131545001	131600000	123.288359329826
8	135425001	135535000	378.827988195828
8	144140001	144210000	114.304171040909
8	144560001	144630000	144.935745034503
8	154770001	154850000	146.710218732474
8	157515001	157615000	231.501508972318
8	157905001	158015000	210.121631588773
8	159900001	159950000	124.255460330168
8	160760001	160815000	132.244126342795
8	161315001	161370000	114.979016400262
8	161570001	161650000	164.503271460017
9	2935001	3030000	248.241955836535
9	13510001	13585000	113.01413723432
9	18860001	18910000	105.033088476999
9	23540001	23615000	150.897281852857
9	35120001	35185000	118.687582168164
9	52995001	53060000	100.640298361716
9	74515001	74595000	117.469213420994
9	83400001	83495000	209.304690697789
9	83955001	84020000	98.7957500620471
9	87055001	87110000	112.822595559194
9	90760001	90880000	194.294542879045
9	97385001	97450000	118.453454739456
9	101220001	101315000	165.779909841083
9	103765001	103910000	267.825717340328
9	118505001	118565000	100.280677601591
9	129660001	129760000	180.885148897641
9	130115001	130210000	134.7398708912
9	136335001	136435000	300.785490170731
9	141525001	141620000	169.910230725092
10	905001	955000	100.012075928922
10	5990001	6045000	121.878481082078
10	9545001	9650000	262.827346944516
10	13745001	13875000	267.453605064594
10	15890001	15950000	119.642540686572
10	17800001	17970000	151.925245860588
10	23720001	23820000	283.642465266527
10	26415001	26465000	108.786810409084
10	32770001	32865000	170.353820524996
10	59275001	59375000	100.728629820876
10	60985001	61085000	265.906142174148
10	64275001	64365000	110.166556118105
10	65530001	65580000	99.6291164530932
10	65730001	65975000	123.381816748142
10	66515001	66640000	121.762771990097
10	69600001	69675000	193.370610166693
10	69725001	69820000	105.432595571593
10	74860001	74925000	96.8005220749199
10	75785001	75875000	180.861034963774
10	79295001	79415000	266.160879961749
10	80710001	80820000	211.856480049557
10	85815001	85925000	374.321306208104
10	89720001	89785000	124.117883632108
10	91095001	91210000	173.026472833962
10	96685001	96780000	151.832241991758
10	103960001	104075000	257.351127068064
10	107470001	107730000	163.044520318746
10	107800001	107900000	206.381164950431
10	113010001	113070000	100.797566789446
10	115320001	115370000	119.34947451392
10	117520001	117625000	193.003297983767
10	125170001	125250000	94.4095220898155
10	128320001	128395000	200.937435836489
10	133125001	133175000	108.312938685212
10	134510001	134605000	146.909705581568
10	142985001	143035000	102.790225272778
10	146270001	146320000	92.651013707553
10	148935001	148995000	148.585499112097
