Chr	Start	End	LR
6	108025001	108120000	94.4704387884884
6	120950001	121065000	1152.9793857439
6	124195001	124275000	71.9858526688855
6	128835001	128955000	265.667285761911
6	133130001	133225000	111.437247563378
6	134615001	134670000	84.0398330286683
6	135305001	135365000	59.1862909970708
6	140130001	140185000	70.0799414555894
6	142915001	142985000	74.371754698752
6	144585001	144635000	60.9179609042547
6	148390001	148485000	105.986660469899
6	151780001	151835000	73.8844560361373
6	152970001	153035000	120.217469359521
6	159450001	159530000	65.9541003278025
6	172360001	172420000	81.9887319077949
7	18475001	18570000	71.8822676235986
7	20040001	20090000	69.2905940732925
7	23070001	23125000	77.7385496176042
7	23525001	23575000	63.1228108668474
7	24665001	24730000	67.460634786506
7	27575001	27650000	70.0031521996898
7	33425001	33560000	296.935705396537
7	35785001	35880000	95.7798507932024
7	43245001	43405000	146.551297065998
7	43735001	43795000	134.6687803536
7	43865001	43930000	66.42226960798
7	45770001	45870000	69.205528672675
7	51945001	51995000	60.7153159241425
7	89020001	89080000	96.8384578438694
7	92230001	92355000	240.000804739043
7	98110001	98160000	62.3690064346344
7	101455001	101565000	100.008255642838
7	110090001	110160000	62.2867512797014
7	110800001	110870000	78.1463293102122
7	111240001	111335000	142.464398690683
7	116530001	116580000	70.8203812333498
7	119725001	119775000	78.9889934797401
7	123335001	123385000	93.6314181630005
7	125880001	125975000	78.9761615259034
7	126255001	126305000	71.3071841899691
7	143565001	143615000	77.2709290109438
7	144610001	144705000	84.7677230826209
7	150330001	150435000	112.741255665644
7	155200001	155260000	104.872289009333
7	156140001	156210000	74.754488736719
7	159215001	159265000	64.4765435663603
7	163025001	163120000	240.56340893832
7	174795001	174890000	123.885613659681
7	175065001	175165000	131.370541080848
7	180010001	180070000	92.7466942046428
7	180460001	180550000	111.810081710113
8	5455001	5545000	96.8007051209106
8	6155001	6220000	76.3910409952259
8	6555001	6615000	60.8500181508627
8	7240001	7305000	122.480160821661
8	14055001	14105000	64.9659063639103
8	14310001	14430000	172.333564922592
8	16725001	16860000	500.817873586886
8	20210001	20310000	154.87384237549
8	30270001	30390000	115.134711212947
8	38705001	38755000	65.7198113446088
8	39920001	39990000	63.9206880818179
8	41045001	41140000	76.9916213515319
8	52855001	52970000	236.233965783717
8	63310001	63420000	132.108440561608
8	69520001	69575000	65.3860351015545
8	73055001	73135000	121.173418855671
8	76410001	76465000	64.3442002879053
8	77250001	77350000	198.468040751034
8	88240001	88290000	63.6615516563846
8	90025001	90090000	67.7753701592419
8	92690001	92760000	65.9345333939932
8	96650001	96725000	68.6834353726166
8	97985001	98035000	85.3280194263852
8	100505001	100600000	98.8534416190727
8	100915001	101020000	157.281532638471
8	101130001	101225000	91.8173059346023
8	104015001	104065000	70.6591044460856
8	115555001	115655000	198.161341020397
8	131545001	131600000	78.2071286960846
8	133585001	133645000	64.446214333338
8	135425001	135530000	240.096545668813
8	136385001	136455000	67.8811064836015
8	144145001	144210000	63.7090569546866
8	144325001	144385000	108.92729627141
8	144560001	144660000	138.128247177473
8	157905001	158015000	174.842728545755
8	159865001	159950000	106.292996071217
8	161570001	161665000	193.609700599843
9	2935001	3030000	232.269739867815
9	3765001	3860000	93.6699919224943
9	13510001	13585000	67.7415281125515
9	18860001	18910000	77.9674063853678
9	23540001	23590000	90.0056231853072
9	32240001	32295000	76.8670087383043
9	35120001	35185000	97.3881659865483
9	51160001	51220000	97.9019769703614
9	74520001	74595000	63.8426885274005
9	74935001	75035000	90.0837626864968
9	78480001	78535000	79.4026681784339
9	79540001	79600000	82.4728666461678
9	85740001	85835000	61.4053318720079
9	87055001	87110000	95.8268148666354
9	97385001	97435000	61.5519400094139
9	101220001	101315000	101.176861395964
9	103760001	103915000	269.268570496462
9	111140001	111200000	68.1415178303972
9	114975001	115025000	73.1530774953847
9	129660001	129760000	147.318690709539
9	130115001	130210000	129.224596837276
9	131325001	131375000	62.1627154802414
9	133915001	133965000	60.6949573673764
9	135405001	135505000	356.844624003399
9	136335001	136435000	191.726916121918
9	137615001	137665000	61.782508246153
9	138190001	138280000	93.795800839631
9	139830001	139925000	113.60265658952
9	141525001	141625000	166.909925971128
9	148360001	148425000	139.413844539399
10	9545001	9650000	231.31448987322
10	13745001	13875000	154.014957690245
10	17870001	17920000	85.9310039241731
10	22245001	22295000	67.8669136133315
10	23720001	23820000	174.220736768826
10	26365001	26470000	108.04716768308
10	27590001	27685000	97.6173061601712
10	32770001	32865000	180.326252478311
10	41195001	41305000	109.134729544791
10	52930001	52980000	59.901412342386
10	57280001	57355000	74.1942034777757
10	59275001	59375000	80.1655847975202
10	60985001	61085000	114.599677434959
10	62635001	62735000	106.951415689628
10	64250001	64370000	99.171790354413
10	65530001	65580000	63.0694235115763
10	65730001	65935000	118.732392278128
10	66510001	66640000	115.778610524922
10	69600001	69675000	107.596624427108
10	69725001	69820000	84.257377329796
10	74860001	74925000	112.568800511352
10	79295001	79415000	75.1838255038382
10	80725001	80820000	95.1072294983068
10	81990001	82055000	61.2038809596842
10	85820001	85925000	371.74784193498
10	86470001	86520000	69.5446631095891
10	89620001	89785000	85.4913746466751
10	91095001	91205000	116.890850017966
10	93145001	93200000	59.463508826535
10	96685001	96775000	78.7317370063005
10	104015001	104075000	200.331284178153
10	107800001	107850000	60.4113824816945
10	111505001	111605000	85.437412952469
10	113010001	113070000	64.8447259662467
10	125165001	125260000	112.032673422921
10	127840001	127900000	119.340911930598
10	128320001	128420000	190.290100555502
10	133125001	133175000	68.3544809081023
10	134510001	134605000	109.026707368937
10	135905001	135955000	87.068664323333
10	146270001	146320000	79.623585872063
10	148935001	148985000	98.1164953882381
