Chr	Start	End	LR
3	21805001	21865000	82.7330337838966
3	23065001	23305000	115.376026160112
3	24825001	24925000	111.573227922396
3	31660001	31720000	74.4204688872121
3	33415001	33465000	89.1811343670292
3	39325001	39390000	66.0251223766365
3	43830001	43890000	80.8043057988755
3	50920001	50970000	82.9463988606517
3	51070001	51165000	100.806158315228
3	52035001	52090000	63.9729112680785
3	54720001	54820000	125.063848238447
3	55030001	55090000	107.199029075252
3	56840001	56935000	77.5048004629173
3	66325001	66375000	65.1061120515844
3	108700001	108830000	275.001309875404
3	114315001	114415000	111.100497670319
3	116005001	116075000	103.237850911501
3	121730001	121780000	74.7131934406801
3	122140001	122240000	164.112778339775
3	124550001	124600000	70.3403702858984
3	128710001	128820000	121.908058966109
3	133015001	133120000	98.781057546726
3	142660001	142720000	67.3038580704877
3	146420001	146470000	68.5844918040601
3	160955001	161005000	66.840469855867
3	161865001	161940000	87.5122161894381
3	163300001	163350000	69.7131816925605
3	167230001	167320000	71.0610635998698
3	193480001	193540000	104.812867855349
3	206190001	206270000	105.895063969817
3	206695001	206790000	185.61838895636
3	217520001	217570000	70.5975448962158
3	223540001	223630000	68.4195171588938
3	224930001	225025000	103.633247271339
3	234900001	234975000	100.057791988233
4	3770001	3840000	105.568897697366
4	5910001	5970000	80.3499057115107
4	17035001	17140000	101.069283051332
4	18590001	18695000	234.631596047167
4	32215001	32295000	76.3759793005038
4	32590001	32640000	113.229510135805
4	34645001	34755000	127.857755726433
4	39675001	39730000	124.43004598004
4	40980001	41035000	70.1941587512973
4	47055001	47160000	83.7689181929747
4	52925001	53030000	161.263386125106
4	59300001	59400000	141.359974000363
4	59485001	59535000	73.4923175784625
4	62595001	62650000	83.7046704037817
4	65335001	65385000	64.3928435979031
4	68330001	68395000	83.3341271161472
4	83060001	83150000	67.5778792018026
4	97595001	97665000	78.8382098513086
4	112905001	112995000	73.1617240672326
4	122505001	122620000	102.51847351951
4	133455001	133530000	81.0102257633135
4	141380001	141430000	64.1768244217032
4	143140001	143255000	257.637790578042
4	147065001	147115000	72.4215052889821
4	152680001	152775000	131.209558115481
4	165705001	165770000	103.590832282724
4	173945001	174040000	236.308645606998
4	177780001	177875000	93.4973724434921
4	188985001	189080000	155.890991745879
4	191395001	191500000	178.13593581893
4	195100001	195160000	115.638682155786
4	199845001	199895000	65.4875657869721
4	200390001	200515000	245.102341100875
4	202500001	202605000	183.814675535426
4	211780001	211910000	125.313400914351
4	214165001	214265000	138.048845470262
4	216700001	216790000	76.1480740480998
4	232730001	232800000	81.4152781154557
4	234145001	234245000	180.598114559173
4	235535001	235630000	116.959939441329
4	243160001	243260000	141.831707280183
4	245210001	245270000	79.2066923326109
5	2570001	2665000	97.6829854451097
5	21910001	22010000	160.844842104442
5	22610001	22660000	78.5496646346882
5	23805001	23925000	135.240710616989
5	26895001	27040000	117.450479720235
5	28575001	28635000	79.6439519915259
5	32885001	32950000	80.8088542201583
5	34270001	34375000	133.533411342806
5	37855001	37955000	132.74058960162
5	43310001	43425000	132.480354445468
5	45440001	45540000	128.593956735157
5	46970001	47065000	80.4170026825525
5	54130001	54230000	70.5050392064477
5	54355001	54495000	88.308626092136
5	54675001	54725000	82.5171739380694
5	56860001	56915000	69.1384536810596
5	62360001	62420000	68.8454003198811
5	63920001	64030000	142.995952846838
5	78450001	78500000	70.1588036497494
5	86515001	86620000	126.870746343015
5	87400001	87520000	94.9190648065646
5	90270001	90325000	71.3367557504905
5	91465001	91515000	62.8182499752748
5	94470001	94525000	121.45551832019
5	127425001	127525000	126.509449028063
5	129085001	129185000	73.3349972241431
5	143055001	143105000	69.4158250742993
5	150245001	150295000	87.7194787998236
5	150915001	150975000	76.3794890511302
5	156695001	156800000	80.274648785237
5	157965001	158015000	64.2928854355678
5	159985001	160060000	74.3443808824952
5	162915001	163010000	111.997797684081
5	164940001	164990000	73.7364947103618
5	165455001	165555000	125.790976532337
5	166565001	166615000	71.1600835110146
5	180095001	180150000	67.7344665490554
5	187915001	188020000	186.512095513995
5	190980001	191035000	63.5586511663445
5	192005001	192115000	148.758538744097
5	194935001	1.95e+08	95.6221001270553
5	203960001	204015000	89.4504646341166
5	204755001	204855000	87.6075575998849
5	209545001	209605000	79.5441152998219
5	211415001	211510000	113.157137386531
5	214155001	214205000	86.0377686142958
5	215975001	216070000	107.135206071265
5	218180001	218275000	229.386045973332
5	223005001	223070000	75.439483724644
6	485001	570000	68.8044658741849
6	38765001	38850000	77.256918144738
6	40855001	40915000	103.898613025483
6	62600001	62655000	67.7492472498022
6	64920001	64975000	117.94644744523
6	74280001	74375000	110.647558428328
6	87055001	87105000	64.3743410321026
6	91785001	91880000	131.476314656143
6	92460001	92540000	62.9696402742654
6	97235001	97300000	118.217245866782
6	97605001	97690000	92.03028551178
6	102035001	102130000	79.9191280814964
6	105585001	105645000	78.3043853217265
6	107805001	107900000	73.6316055964974
6	108025001	108210000	153.484493754191
6	120950001	121065000	1182.7960319154
6	128835001	128955000	277.941917248619
6	129430001	129565000	177.829629083316
6	131780001	131855000	75.4316756304598
6	135250001	135350000	104.780034555386
6	152970001	153030000	90.5927509384294
6	162305001	162385000	149.277706976348
7	5155001	5210000	96.0149173173571
7	5790001	5840000	72.4545685985653
7	7495001	7600000	98.5905946901502
7	13770001	13825000	120.880448749818
7	21355001	21410000	63.9310920481685
7	21990001	22085000	109.604482092066
7	34290001	34385000	90.9529180348624
7	51945001	52040000	63.4230183370222
7	83055001	83150000	70.9033732478254
7	87340001	87420000	67.8436737864875
7	91705001	91805000	100.823508040445
7	92230001	92355000	143.193367653737
7	94535001	94630000	108.124515373143
7	98115001	98165000	91.341613511222
7	101495001	101550000	62.7710104833011
7	102765001	102820000	65.7639881203213
7	107505001	107605000	120.738703873564
7	111240001	111335000	109.146886595937
7	112435001	112525000	86.3072421123124
7	123335001	123385000	95.0160352749558
7	125880001	125975000	88.5396480309809
7	126635001	126690000	100.024988560685
7	136930001	137015000	70.0256264261807
7	137080001	137155000	139.021811582234
7	144660001	144710000	68.3798481300344
7	146815001	146875000	74.6404740478591
7	148225001	148320000	93.7279925331232
7	154825001	154890000	103.252763064371
7	155200001	155260000	101.956073248183
7	163025001	163125000	228.245846559143
7	172390001	172440000	62.5953981982428
7	174835001	174890000	104.493277678974
7	180015001	180065000	62.782349358021
8	16345001	16395000	66.7834307252291
8	16725001	16860000	241.916528085859
8	30270001	30390000	99.4369289928999
8	38040001	38110000	62.6518558840361
8	45635001	45690000	98.8418383269063
8	52855001	52965000	154.069482262885
8	63320001	63425000	114.861468396762
8	64360001	64430000	81.7360618017727
8	69395001	69575000	119.857969757387
8	73055001	73140000	158.968098108384
8	74005001	74100000	89.8257965978184
8	77235001	77350000	213.393622685372
8	87395001	87460000	106.932848461695
8	89790001	89840000	76.1961938891785
8	96125001	96225000	112.61823411489
8	97625001	97720000	67.5237903272509
8	97985001	98050000	118.72679379816
8	100925001	101020000	123.51892990648
8	102370001	102475000	71.5655060218433
8	115545001	115655000	78.5640095638435
8	120840001	120890000	81.435864870398
8	122215001	122275000	68.2052938464495
8	122600001	122650000	76.1997843945308
8	123650001	123705000	87.2195196703477
8	135430001	135525000	122.30804436988
8	144565001	144620000	80.2594758060708
8	157515001	157615000	149.379586348298
8	157900001	158020000	268.375574508105
8	159865001	159950000	93.6621981584351
8	161570001	161650000	113.817209626794
8	162780001	162855000	144.631975487125
8	171375001	171470000	150.065714541872
8	173045001	173105000	83.0643845676294
8	173770001	173865000	65.7288976692267
8	178135001	178245000	145.901061859527
9	1025001	1100000	115.698322486475
9	23540001	23630000	157.614687938091
9	32235001	32345000	124.414447638068
9	84755001	84885000	230.713057386578
9	103160001	103265000	72.6968417668937
9	103815001	103870000	77.1757777973903
9	106745001	106795000	75.592372349022
9	106990001	107090000	86.0428334840005
9	107880001	107985000	116.32447807315
9	110310001	110360000	74.8105496468529
9	111135001	111225000	83.0561813943982
9	112105001	112200000	72.0600011040213
9	121650001	121700000	86.9113192481764
9	122930001	122990000	71.0182245287302
9	129655001	129765000	180.912994858555
9	131720001	131820000	255.824609735037
9	132260001	132310000	63.3574349578055
9	133415001	133465000	65.3856104881205
9	135615001	135665000	70.3705402196068
9	136360001	136430000	100.233836933719
9	137615001	137710000	122.634387203307
9	140595001	140675000	75.5203608627899
9	141525001	141625000	201.222976269982
9	141705001	141770000	84.8319447202145
9	143135001	143245000	120.673391881819
9	143715001	143815000	92.0952190252089
9	145525001	145575000	67.981581834161
9	158445001	158500000	62.9422170386326
10	640001	7e+05	79.7932955066549
10	1560001	1750000	179.487171599391
10	2510001	2565000	99.5169092778113
10	2690001	2740000	69.4371185862838
10	2915001	3020000	128.519722734188
10	9545001	9650000	341.630167666917
10	17870001	17965000	100.621691629778
10	22245001	22295000	87.8894944807664
10	23735001	23820000	99.2759045906868
10	27410001	27505000	95.3672205263746
10	27590001	27700000	175.474998346037
10	32770001	32865000	129.514591933699
10	52930001	52980000	67.2330458084274
10	60550001	60605000	71.7808115429937
10	65730001	65825000	140.549820821972
10	69600001	69820000	131.492818558844
10	73755001	73815000	63.7671698023365
10	74860001	75010000	95.3593996313231
10	75785001	75860000	96.4565934927913
10	80280001	80370000	86.4271259300226
10	83965001	84015000	69.0391528308703
10	85825001	85920000	100.651709911138
10	89240001	89325000	109.974154683909
10	90535001	90585000	66.1764513836507
10	91095001	91210000	136.129735449209
10	98685001	98770000	74.1680842244376
10	99225001	99335000	138.294914515882
10	100960001	101015000	75.9547540609276
10	103960001	104075000	169.729027323341
10	110815001	110885000	65.2462488417973
10	111500001	111555000	63.8386273018301
10	120375001	120430000	94.1670257553438
10	128320001	128385000	88.4949417512635
10	139920001	139975000	108.882469435318
10	143375001	143440000	111.91555597253
10	144775001	144870000	84.2767819725881
10	146270001	146320000	67.4768003108905
10	148585001	148635000	80.3067821616009
10	149525001	149580000	65.4436733107714
