Chr	Start	End	LR
2	137990001	138085000	57.2626678602317
2	139390001	139440000	44.6613998779838
2	142355001	142450000	48.1087590739811
2	143900001	143965000	51.5096836866366
2	145905001	145960000	55.2576630380759
2	146450001	146545000	66.5924414631123
2	154635001	154740000	62.7547905378723
2	163865001	163915000	47.4251379449074
2	165395001	165460000	75.7500927822949
2	168305001	168385000	64.3313903606019
2	169740001	169795000	55.5760362020586
2	170805001	170910000	101.479772014166
2	177315001	177405000	52.6490653732955
2	181620001	181680000	52.2587717934898
2	187955001	188015000	60.2319469573441
2	189160001	189210000	50.3856739252738
2	189405001	189455000	46.932666815918
2	195750001	195820000	94.3191806195957
2	207670001	207770000	69.5237220879711
2	209185001	209315000	139.058331226885
2	216690001	216740000	55.0090243999436
2	224375001	224425000	59.9988332463024
2	228305001	228395000	100.847160281611
2	238145001	238240000	220.139052103049
2	241535001	241630000	59.4337582170988
2	244045001	244110000	59.2816610207614
3	3620001	3675000	93.8812708452345
3	9580001	9640000	47.2199424617769
3	11595001	11645000	47.3374919429349
3	17640001	17750000	67.2198490680838
3	24290001	24340000	68.7908439835067
3	37360001	37460000	80.3021143963121
3	47520001	47615000	87.3481459829822
3	50795001	50855000	53.4749764415461
3	51015001	51070000	50.71420142884
3	52330001	52420000	50.6003574335012
3	54725001	54820000	61.2472834261936
3	55030001	55085000	55.3391461454448
3	59865001	59915000	53.3349078719534
3	64215001	64345000	82.3470512276213
3	65280001	65375000	76.1215848465494
3	106230001	106325000	97.0597363030167
3	107480001	107565000	52.008105550943
3	107635001	107685000	51.2656901881096
3	112560001	112615000	49.2631787391046
3	112685001	112785000	58.0064174013023
3	114365001	114415000	50.6228513486588
3	116005001	116075000	76.9128461744366
3	116610001	116710000	49.4324042347484
3	129630001	129680000	54.9817157085235
3	135720001	135790000	76.5575759734002
3	141190001	141295000	47.4668833632874
3	151770001	151865000	49.9615915606783
3	161880001	161970000	51.9046191740204
3	167225001	167320000	71.7398492798883
3	182000001	182055000	68.0555299731504
3	193445001	193545000	185.130398587204
3	199830001	199895000	45.3165806337699
3	202060001	202115000	51.6416371520229
3	203615001	203800000	67.0978309968108
3	203905001	204010000	90.5065804248878
3	206695001	206795000	174.063020047189
3	207005001	207065000	68.5886242251747
3	207485001	207540000	73.0102894051442
3	214520001	214570000	59.0649754049629
3	214880001	214955000	63.3585669049078
3	215530001	215600000	85.1323416260931
3	220105001	220165000	71.8255304921063
3	224930001	225025000	60.4850553554034
3	226720001	226820000	93.2105440617044
4	240001	335000	70.1937443522606
4	760001	810000	45.0972411754873
4	3565001	3665000	121.664572999139
4	3770001	3820000	73.9312067864605
4	5790001	5885000	60.2594711117558
4	7105001	7200000	97.8293035323923
4	9755001	9810000	46.7482591485334
4	11175001	11265000	69.95081206873
4	15395001	15450000	53.2952244817931
4	16355001	16450000	88.0726073843812
4	17030001	17140000	147.946623247588
4	18595001	18690000	59.2237904538583
4	21465001	21535000	63.7897542982469
4	32200001	32300000	112.726361504952
4	36495001	36590000	57.7138305491993
4	44005001	44055000	58.182266938464
4	100365001	100505000	52.8254197752582
4	115445001	115495000	58.4085005134333
4	117830001	117910000	68.0332330435928
4	122100001	122175000	91.4457340296379
4	122505001	122620000	166.16166335877
4	124880001	124975000	53.4190144489247
4	134365001	134420000	61.9875876737984
4	141825001	141890000	51.0364934940093
4	143145001	143255000	132.976835686849
4	147065001	147115000	59.7746458122904
4	148980001	149030000	54.0821091286716
4	154380001	154445000	55.1608063502953
4	157050001	157100000	52.5318879804955
4	165715001	165990000	65.6872135525572
4	166310001	166410000	65.7222092481967
4	173945001	174040000	215.386706185758
4	174370001	174420000	57.101604383768
4	174635001	174685000	48.0929342401624
4	176750001	176830000	52.1139616819888
4	177780001	177875000	83.0396131907333
4	178570001	178665000	114.359701069234
4	188985001	189080000	109.577629836812
4	189340001	189435000	80.0742983393435
4	190510001	190590000	52.1603348552717
4	191395001	191500000	233.145557513123
4	193300001	193360000	48.6768085303789
4	198190001	198250000	45.2208512119526
4	198655001	198730000	45.3960891948958
4	199075001	199170000	53.8626967219271
4	200385001	200515000	262.740938102337
4	202500001	202595000	141.437208152379
4	214175001	214255000	50.3767423159495
4	227550001	227650000	114.016109294718
4	230585001	230655000	45.2324580857163
4	231520001	231575000	53.4327921454102
4	234145001	234245000	154.034314476856
4	240720001	240770000	55.6669804225698
4	243100001	243260000	190.087204045396
4	245210001	245270000	50.4532662499636
5	8320001	8425000	158.901314892924
5	8630001	8680000	46.0072794350304
5	18105001	18245000	83.7367983707957
5	20445001	20515000	45.3269828750037
5	21915001	21980000	56.4296531445337
5	22610001	22660000	58.1483264876912
5	25015001	25065000	45.4214818333724
5	26950001	27040000	94.9691565514884
5	28550001	28680000	193.079323043769
5	34280001	34380000	97.812569107013
5	37860001	37915000	70.4827516978714
5	42080001	42145000	62.1202921911943
5	54130001	54230000	61.5766294771045
5	61030001	61080000	49.0325869942804
5	73735001	73835000	81.5266009838112
5	74365001	74415000	45.7251353185756
5	80535001	80590000	45.1174875760403
5	84070001	84170000	87.9710611803055
5	89035001	89090000	48.424361133193
5	91725001	91825000	70.0534919058451
5	94715001	94770000	47.2290838794766
5	126820001	126920000	73.5624636619483
5	150245001	150295000	45.3313982967627
5	154605001	154705000	104.859239217473
5	156930001	157010000	47.9679196422684
5	157965001	158015000	51.2597549741571
5	158330001	158445000	92.5918451887559
5	159900001	159955000	56.9380600986543
5	162915001	163010000	63.7388804886702
5	165345001	165395000	49.9435591661936
5	166570001	166635000	62.8207445515681
5	167265001	167320000	81.9859871174306
5	167475001	167560000	68.9387219200461
5	173170001	173235000	74.1574476225887
5	173935001	173985000	53.196199781559
5	174305001	174360000	56.6752152184228
5	174440001	174540000	75.465328918951
5	177630001	177690000	45.5798089907417
5	184405001	184505000	120.486465401628
5	195730001	195800000	47.7926393482037
5	199090001	199200000	70.0339252478356
5	200185001	200335000	64.8201897658328
5	200565001	200615000	44.7623446765143
5	202635001	202735000	57.7105550710232
5	203505001	203565000	61.2208868545009
5	203960001	204010000	64.4118232703952
5	210280001	210345000	52.9492537408558
5	213930001	214030000	71.3164394545367
5	215250001	215305000	44.4525922894889
5	217670001	217750000	84.0709928175807
5	218180001	218275000	106.125741176177
6	25700001	25750000	44.8620426354283
6	33320001	33375000	59.7100891404934
6	34475001	34570000	101.693727914055
6	38765001	38850000	49.4682876483305
6	41935001	41995000	45.6020917114452
6	44385001	44435000	47.3134681473606
6	45190001	45285000	53.163498905001
6	62600001	62700000	83.7360174258911
6	66775001	66825000	60.7504401668018
6	78555001	78615000	58.6730860983559
6	82000001	82085000	46.5248713987699
6	91785001	91880000	83.7774902250171
6	92460001	92540000	44.7414948105533
6	98335001	98415000	58.6289840270671
6	107805001	107900000	77.2838240998368
6	108025001	108120000	115.924694550475
6	115025001	115075000	53.3701991872471
6	120950001	121065000	1069.19603423733
6	122985001	123035000	44.8944253997441
6	124195001	124275000	47.3083357215587
6	128835001	128955000	130.292303059452
6	130675001	130755000	62.3337550199058
6	133040001	133100000	47.4108156248918
6	134855001	134905000	45.2292154977005
6	142715001	142770000	50.40643494667
6	152970001	153035000	92.3625622325683
6	155545001	155605000	84.0721257431761
6	168145001	168250000	64.6855258535937
6	173280001	173375000	49.8262878287446
7	5155001	5210000	65.1859408077954
7	14055001	14105000	59.7513254999935
7	16825001	16885000	66.2762618836779
7	18170001	18225000	69.8636687746669
7	27570001	27620000	47.3152204075938
7	31340001	31460000	86.3121416767245
7	76650001	76710000	52.9557857850833
7	88830001	88940000	84.5779017772551
7	90090001	90160000	46.4714591414714
7	90350001	90455000	50.2376342182631
7	90960001	91085000	59.5264633024444
7	91705001	91805000	68.0800863356613
7	92230001	92355000	125.37259103971
7	92625001	92700000	45.0173012141185
7	98085001	98165000	110.762170238953
7	114150001	114215000	66.8933527661574
7	117740001	117805000	49.3270586009174
7	118355001	118420000	44.7112981368296
7	125880001	125975000	82.3436674146345
7	131770001	131820000	53.1820574846752
7	137080001	137150000	60.3697623078972
7	139550001	139620000	50.3657592572345
7	143385001	143480000	61.5349692914038
7	147520001	147615000	60.1555175985603
7	155200001	155260000	89.2095557354067
7	155355001	155415000	59.0151805213789
7	161625001	161715000	67.5781777377512
7	163025001	163125000	198.099624342202
7	174795001	174890000	110.693815937881
7	178170001	178250000	58.6642017647945
7	178620001	178675000	48.2994642961301
7	180460001	180565000	91.1898032822623
8	5620001	5720000	56.6887440331115
8	9345001	9415000	54.7535004931052
8	10160001	10225000	47.9657684168478
8	16730001	16825000	58.5565184541503
8	20815001	20915000	117.824667668702
8	32770001	32820000	51.6055482824839
8	35355001	35425000	59.3444392895378
8	41045001	41095000	45.1658172961711
8	45565001	45630000	47.4626873980024
8	61270001	61365000	49.8135897348224
8	68445001	68520000	109.869631107929
8	76410001	76465000	47.5487799757295
8	78605001	78655000	59.1449461588108
8	80095001	80150000	45.7148066010706
8	94230001	94330000	60.4656512217677
8	97985001	98050000	60.6437317626833
8	98390001	98480000	48.471822804036
8	99230001	99345000	107.573855602176
8	112670001	112755000	60.0503781468351
8	115555001	115655000	138.411193583886
8	118190001	118250000	54.6865640755386
8	119060001	119145000	65.4635162502517
8	134135001	134185000	47.3053352935514
8	135430001	135525000	142.207240493939
8	137310001	137370000	44.4304765173936
8	138050001	138150000	70.7090958533725
8	144560001	144680000	79.3244946958359
8	147275001	147345000	46.6669527535747
8	157390001	157570000	110.671786313411
8	157905001	158080000	182.688023380587
8	159865001	159950000	78.1683331514158
8	161570001	161665000	153.775932798233
8	162325001	162425000	122.964038522577
8	173050001	173110000	66.1600570344789
8	173770001	173975000	121.409307219728
8	174535001	174590000	51.9694714195805
8	175875001	175950000	56.3034842710728
9	1190001	1245000	57.0631644273759
9	5165001	5215000	56.7161003821337
9	7120001	7170000	45.2951453716176
9	9050001	9110000	72.881032939089
9	11490001	11615000	257.439358246555
9	13445001	13495000	73.2613588260319
9	14020001	14090000	52.697387576137
9	15365001	15415000	45.2006107078332
9	16755001	16845000	58.0010342189979
9	37400001	37485000	56.4072081306579
9	51125001	51220000	86.6380183165422
9	68305001	68365000	58.3211043078086
9	74935001	75040000	67.8365795474413
9	77465001	77560000	74.6563397562404
9	79455001	79530000	59.6870925441375
9	83955001	84040000	50.2461057533408
9	85135001	85240000	59.4479281518434
9	86485001	86605000	119.926120056032
9	97385001	97435000	47.1680792643298
9	99920001	1e+08	49.9040558751177
9	103765001	103910000	99.5682911626566
9	104175001	104270000	57.154704009667
9	111135001	111225000	59.8192475029925
9	121650001	121700000	44.9933402061119
9	125930001	126060000	59.8456113646301
9	129660001	129760000	78.7876212629523
9	130120001	130205000	44.6048155541017
9	132995001	133050000	46.6035341235928
9	135405001	135500000	133.323732390278
9	136335001	136435000	128.138438128168
9	137615001	137710000	96.0595293734395
9	141525001	141625000	132.928711328437
9	141700001	141790000	102.552320753964
9	144340001	144395000	46.7361724186772
9	152195001	152245000	69.4346554785921
9	154495001	154550000	46.3245309876148
10	975001	1035000	53.9131907100797
10	1600001	1660000	82.3972816644977
10	2915001	3020000	77.0570215022622
10	3920001	4035000	80.7206000404052
10	4685001	4735000	44.6222941432579
10	9545001	9650000	276.36083503109
10	16320001	16400000	63.0329965609481
10	22245001	22295000	71.5122286256815
10	23755001	23820000	83.9097680035853
10	32770001	32865000	164.641941262034
10	46360001	46460000	71.4071940782295
10	49180001	49285000	53.718836803109
10	52930001	52995000	67.1223434346956
10	54280001	54335000	55.4839296196184
10	54570001	54665000	48.1680880009684
10	57280001	57355000	61.8592593771273
10	60985001	61085000	101.058320720423
10	62845001	62945000	78.372709583084
10	64110001	64205000	160.687247714095
10	64315001	64365000	46.4889235466478
10	65730001	65825000	116.85165401744
10	70830001	70930000	67.393911080235
10	79195001	79290000	66.3307830850678
10	82775001	82875000	72.8974654155774
10	85820001	85925000	195.567350980502
10	96820001	96890000	59.5576737375603
10	98700001	98765000	44.4387929839653
10	110445001	110495000	45.3125268140705
10	111545001	111605000	56.3713086091343
10	112870001	112930000	84.945622584752
10	115710001	115795000	56.8016731019086
10	122245001	122300000	58.2767036095697
10	125165001	125250000	49.2114779508818
10	128330001	128390000	70.3445648494249
10	131495001	131600000	80.1260344858769
10	134510001	134605000	88.5241941279102
10	136425001	136475000	56.9521769305069
10	136815001	136880000	92.2052961332325
10	140570001	140665000	59.6390296125365
10	143635001	143700000	54.8153660120996
10	144815001	144910000	83.2401603914528
10	147460001	147515000	53.0382147990008
10	148585001	148635000	47.7196777949305
10	148930001	148985000	59.0384054448447
